order_date,orders,customers,gross_sales,discount_amount,net_sales,return_amount,units_sold,units_returned,shipments,shipping_cost,net_units,discount_rate,return_rate,average_order_value
2022-07-22,6.0,6.0,361889.86,19623.60377,342266.25623,0.0,236.0,9.0,5.0,1133.6399999999999,227.0,0.054225348480335986,0.038135593220338986,57044.376038333336
2022-07-23,1.0,1.0,156335.27,31748.842500000002,124586.4275,0.0,95.0,0.0,2.0,612.04,95.0,0.20308176459477126,0.0,124586.4275
2022-07-24,2.0,2.0,128970.71,6402.6546499999995,122568.05535000001,0.0,92.0,0.0,0.0,0.0,92.0,0.049644253722414954,0.0,61284.027675000005
2022-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1512.74,0.0,,,
2022-07-26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,661.25,0.0,,,0.0
2022-07-27,3.0,3.0,136257.09999999998,17120.80258,114532.69326,4603.60416,163.0,3.0,2.0,537.11,160.0,0.12565071897170865,0.018404907975460124,38177.56442
2022-07-28,2.0,2.0,134926.75,16067.44006,118859.30993999999,0.0,136.0,0.0,1.0,596.4,136.0,0.11908268790288064,0.0,59429.654969999996
2022-07-29,3.0,3.0,217390.58,16767.23782,199676.98372999998,946.35845,193.0,1.0,0.0,0.0,192.0,0.07712955096766382,0.0051813471502590676,66558.99457666666
2022-07-30,3.0,3.0,197979.81,25014.56199,172965.24800999998,0.0,144.0,0.0,1.0,479.47,144.0,0.12634905544156244,0.0,57655.082669999996
2022-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,482.59999999999997,0.0,,,
2022-08-01,3.0,3.0,64995.54,6307.032,58688.508,0.0,106.0,4.0,0.0,0.0,102.0,0.09703791983265313,0.03773584905660377,19562.836
2022-08-02,2.0,2.0,224226.47999999998,40030.18096,184196.29904,0.0,113.0,0.0,1.0,446.17,113.0,0.17852566280307305,0.0,92098.14952
2022-08-03,1.0,1.0,81232.42000000001,14534.8668,66697.5532,0.0,101.0,0.0,0.0,0.0,101.0,0.1789293831206801,0.0,66697.5532
2022-08-04,3.0,3.0,221037.72,21994.29063,199043.42937,0.0,214.0,0.0,1.0,510.35,214.0,0.09950469372376805,0.0,66347.80979
2022-08-05,2.0,2.0,185088.27000000002,21748.57087,163339.69913,0.0,159.0,0.0,0.0,0.0,159.0,0.11750377735985104,0.0,81669.849565
2022-08-06,2.0,2.0,171654.43000000002,21092.16776,150562.26224,0.0,155.0,0.0,1.0,255.51,155.0,0.12287575543491652,0.0,75281.13112
2022-08-07,4.0,4.0,348741.83,38902.709780000005,309839.12022,0.0,203.0,0.0,1.0,193.62,203.0,0.11155160188268784,0.0,77459.780055
2022-08-08,1.0,1.0,154896.48,16347.05152,138549.42848,0.0,81.0,0.0,1.0,375.95,81.0,0.10553533250077729,0.0,138549.42848
2022-08-09,1.0,1.0,54085.08,13683.52524,40401.55476,0.0,28.0,0.0,0.0,0.0,28.0,0.253,0.0,40401.55476
2022-08-10,4.0,4.0,124054.98,5038.67284,119016.30716,0.0,89.0,0.0,0.0,0.0,89.0,0.04061644957743736,0.0,29754.07679
2022-08-11,1.0,1.0,76192.4,3661.1023999999998,72531.29759999999,0.0,81.0,0.0,0.0,0.0,81.0,0.04805075571841811,0.0,72531.29759999999
2022-08-12,3.0,3.0,244429.13,35989.24983,208439.88017000002,0.0,230.0,0.0,1.0,282.93,230.0,0.14723797376360173,0.0,69479.96005666668
2022-08-14,3.0,3.0,78746.47,1929.13642,76817.33358,0.0,181.0,0.0,0.0,0.0,181.0,0.02449806854834255,0.0,25605.777860000002
2022-08-17,2.0,2.0,200756.09999999998,24202.22541,176553.87459000002,0.0,134.0,0.0,1.0,434.63,134.0,0.12055536748322966,0.0,88276.93729500001
2022-08-18,2.0,2.0,97292.1,8318.059500000001,88974.0405,0.0,114.0,0.0,0.0,0.0,114.0,0.0854957339804568,0.0,44487.02025
2022-08-19,2.0,2.0,114505.04,1717.5756,112787.4644,0.0,46.0,0.0,0.0,0.0,46.0,0.015,0.0,56393.7322
2022-08-20,3.0,3.0,150423.0,29184.5808,121238.4192,0.0,134.0,0.0,0.0,0.0,134.0,0.1940167447797212,0.0,40412.8064
2022-08-21,3.0,3.0,69746.16,12465.61852,57280.54148,0.0,103.0,0.0,1.0,149.73,103.0,0.17872838475982045,0.0,19093.513826666665
2022-08-22,2.0,2.0,49578.96,4308.8565499999995,45270.10345,0.0,66.0,0.0,0.0,0.0,66.0,0.08690897408900872,0.0,22635.051725
2022-08-23,3.0,3.0,391122.69,79839.19723,311283.49277,0.0,338.0,0.0,0.0,0.0,338.0,0.20412826785886548,0.0,103761.16425666667
2022-08-24,3.0,3.0,159791.39,25902.80911,133888.58089,0.0,114.0,0.0,2.0,282.12,114.0,0.16210391004171124,0.0,44629.52696333334
2022-08-25,1.0,1.0,49436.32,2521.25232,46915.06768,0.0,31.0,0.0,1.0,92.42,31.0,0.051000000000000004,0.0,46915.06768
2022-08-26,4.0,4.0,84121.01000000001,12193.13716,71927.87284000001,0.0,148.0,0.0,1.0,18.84,148.0,0.1449475839626747,0.0,17981.968210000003
2022-08-27,3.0,3.0,136777.53,13600.99536,123176.53464,0.0,119.0,0.0,2.0,749.9100000000001,119.0,0.09943881396308298,0.0,41058.84488
2022-08-28,3.0,3.0,191936.33,16545.18903,175391.14097,0.0,199.0,0.0,0.0,0.0,199.0,0.08620144518757862,0.0,58463.71365666667
2022-08-29,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2022-08-30,2.0,2.0,73589.6,4865.5824,68724.01759999999,0.0,42.0,0.0,0.0,0.0,42.0,0.06611779925424245,0.0,34362.008799999996
2022-08-31,1.0,1.0,38175.24,2759.89338,35415.34662,0.0,22.0,0.0,1.0,303.9,22.0,0.07229537731786362,0.0,35415.34662
2022-09-01,3.0,3.0,143969.67,19514.520129999997,124455.14987,0.0,125.0,0.0,0.0,0.0,125.0,0.13554605028962,0.0,41485.04995666666
2022-09-02,1.0,1.0,29197.670000000002,5868.0021400000005,23329.66786,0.0,13.0,0.0,0.0,0.0,13.0,0.20097501410215268,0.0,23329.66786
2022-09-03,4.0,4.0,302677.22000000003,26374.21912,276303.00088,0.0,350.0,0.0,1.0,124.85,350.0,0.08713645222458433,0.0,69075.75022
2022-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140.84,0.0,,,
2022-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,870.61,0.0,,,
2022-09-06,3.0,3.0,187758.44,7271.908,180486.532,0.0,142.0,0.0,1.0,107.63,142.0,0.03873012579354622,0.0,60162.17733333333
2022-09-07,4.0,4.0,243424.94000000003,12352.72917,231072.21083,0.0,173.0,0.0,0.0,0.0,173.0,0.05074553646803815,0.0,57768.0527075
2022-09-08,1.0,1.0,93869.34,19422.559719999997,74446.78028,0.0,133.0,0.0,0.0,0.0,133.0,0.20691058145290037,0.0,74446.78028
2022-09-09,3.0,3.0,141583.2,24933.963839999997,116649.23616,0.0,107.0,0.0,1.0,214.28,107.0,0.1761082094485786,0.0,38883.07872
2022-09-10,2.0,2.0,52264.8,6816.79404,45448.00596,0.0,47.0,0.0,1.0,241.95,47.0,0.13042801350048214,0.0,22724.00298
2022-09-11,1.0,1.0,29395.51,4097.30422,25298.20578,0.0,69.0,0.0,3.0,558.51,69.0,0.1393853762020118,0.0,25298.20578
2022-09-12,6.0,6.0,457791.98,50754.78905,407037.19095,0.0,383.0,0.0,1.0,189.41,383.0,0.11086867238259614,0.0,67839.531825
2022-09-13,1.0,1.0,57609.74,3323.5762600000003,54286.16374,0.0,49.0,0.0,0.0,0.0,49.0,0.05769122131084085,0.0,54286.16374
2022-09-14,3.0,3.0,183066.16,35983.95576,147082.20424,0.0,198.0,0.0,0.0,0.0,198.0,0.1965625747543948,0.0,49027.40141333333
2022-09-15,5.0,4.0,555103.05,80440.28479,474662.76521,0.0,429.0,0.0,0.0,0.0,429.0,0.14491054370895637,0.0,94932.553042
2022-09-16,2.0,2.0,148354.34999999998,15632.06851,132722.28149,0.0,165.0,0.0,0.0,0.0,165.0,0.10536980216623242,0.0,66361.140745
2022-09-17,1.0,1.0,16849.0,1735.447,15113.553,0.0,7.0,0.0,0.0,0.0,7.0,0.103,0.0,15113.553
2022-09-18,4.0,4.0,273696.0,30800.69526,242895.30474,0.0,212.0,0.0,3.0,1402.19,212.0,0.11253615420028061,0.0,60723.826185
2022-09-19,2.0,2.0,19910.28,2630.29864,17279.98136,0.0,59.0,0.0,0.0,0.0,59.0,0.13210756654351422,0.0,8639.99068
2022-09-20,3.0,3.0,143785.98,24955.801480000002,104268.275,14561.90352,84.0,8.0,2.0,554.24,76.0,0.17356213366560494,0.09523809523809523,34756.09166666667
2022-09-21,4.0,4.0,573983.19,60666.12426,502655.65584,10661.4099,449.0,5.0,2.0,533.01,444.0,0.10569320725228905,0.011135857461024499,125663.91396
2022-09-22,2.0,2.0,115383.23,8026.39541,107356.83459,0.0,106.0,0.0,0.0,0.0,106.0,0.06956292877223146,0.0,53678.417295
2022-09-23,2.0,2.0,36614.43,2174.21604,34440.21396,0.0,58.0,0.0,1.0,114.07,58.0,0.05938139798980893,0.0,17220.10698
2022-09-24,3.0,3.0,269942.24,19893.52043,248417.82669,1630.89288,200.0,9.0,1.0,358.43,191.0,0.07369547066809552,0.045,82805.94223
2022-09-25,1.0,1.0,1711.38,431.26776,1280.11224,0.0,22.0,0.0,2.0,243.01,22.0,0.252,0.0,1280.11224
2022-09-26,4.0,4.0,640493.08,67171.79707,573321.28293,0.0,393.0,0.0,1.0,629.53,393.0,0.10487513318645067,0.0,143330.3207325
2022-09-27,1.0,1.0,119898.64,16303.61736,103595.02264,0.0,118.0,0.0,0.0,0.0,118.0,0.13597833436642817,0.0,103595.02264
2022-09-28,4.0,4.0,151225.66,12404.68434,138820.97566,0.0,94.0,0.0,3.0,1580.09,94.0,0.08202764226653068,0.0,34705.243915
2022-09-29,4.0,4.0,600201.43,86312.83357,513888.59643000003,0.0,427.0,0.0,1.0,751.3,427.0,0.14380644439650866,0.0,128472.14910750001
2022-09-30,2.0,2.0,206915.62,13516.81868,189113.79652000003,4285.0048,209.0,8.0,2.0,1397.1,201.0,0.06532526969206096,0.03827751196172249,94556.89826000002
2022-10-01,6.0,6.0,484183.56,44212.13327,439971.42673,0.0,391.0,0.0,2.0,233.72,391.0,0.09131275186212436,0.0,73328.57112166667
2022-10-02,2.0,2.0,119680.98999999999,8303.4604,111377.5296,0.0,130.0,0.0,0.0,0.0,130.0,0.06937994413314931,0.0,55688.7648
2022-10-03,1.0,1.0,109587.58,17638.947780000002,91948.63222000001,0.0,49.0,0.0,0.0,0.0,49.0,0.16095754445896152,0.0,91948.63222000001
2022-10-04,2.0,2.0,29162.260000000002,6974.65262,22187.60738,0.0,48.0,0.0,0.0,0.0,48.0,0.23916708170080095,0.0,11093.80369
2022-10-05,5.0,5.0,270148.98,29980.17984,235919.92644,4248.87372,262.0,3.0,1.0,68.53,259.0,0.11097646876179211,0.011450381679389313,47183.985288
2022-10-06,4.0,4.0,99709.54,7294.665040000001,92414.87496,0.0,107.0,0.0,2.0,134.35999999999999,107.0,0.07315914846262456,0.0,23103.71874
2022-10-07,5.0,5.0,171751.41999999998,16725.062599999997,145105.33004,9921.02736,251.0,8.0,1.0,98.84,243.0,0.09737947202998379,0.03187250996015936,29021.066008
2022-10-08,6.0,6.0,331244.64,42642.87174,288601.76826,0.0,369.0,0.0,1.0,250.94,369.0,0.1287352807882416,0.0,48100.294709999995
2022-10-09,2.0,2.0,218019.09000000003,10315.9322,207703.15780000004,0.0,246.0,0.0,3.0,540.9100000000001,246.0,0.04731664644596029,0.0,103851.57890000002
2022-10-10,6.0,6.0,258441.19,26739.85888,231701.33112,0.0,237.0,0.0,2.0,116.91,237.0,0.10346593312002626,0.0,38616.88852
2022-10-11,3.0,3.0,91270.75,3786.12627,87484.62372999999,0.0,85.0,0.0,1.0,255.55,85.0,0.04148236176431113,0.0,29161.54124333333
2022-10-12,5.0,5.0,488643.25,71491.39472,417151.85528,0.0,367.0,0.0,1.0,21.35,367.0,0.1463059086971937,0.0,83430.371056
2022-10-13,2.0,2.0,119213.95,6470.073600000001,112743.8764,0.0,63.0,0.0,1.0,20.34,63.0,0.054272789384128294,0.0,56371.9382
2022-10-14,5.0,5.0,515889.1,58590.244860000006,457298.85514,0.0,388.0,0.0,1.0,755.41,388.0,0.11357139520877647,0.0,91459.771028
2022-10-15,3.0,3.0,114988.58,10104.30878,104884.27122,0.0,168.0,0.0,1.0,269.26,168.0,0.08787228070822337,0.0,34961.42374
2022-10-16,4.0,4.0,345303.65,43827.280869999995,301476.36913,0.0,230.0,0.0,2.0,763.88,230.0,0.12692388531079818,0.0,75369.0922825
2022-10-17,6.0,6.0,517841.32,35540.17338,482301.14662,0.0,375.0,0.0,2.0,108.6,375.0,0.06863139731684602,0.0,80383.52443666667
2022-10-18,1.0,1.0,84259.38,11453.93955,72805.44045,0.0,60.0,0.0,2.0,797.4699999999999,60.0,0.135936670196244,0.0,72805.44045
2022-10-19,3.0,3.0,56953.0,585.4637,51974.576539999995,4392.95976,153.0,7.0,4.0,1078.8,146.0,0.010279769283444243,0.0457516339869281,17324.858846666666
2022-10-20,4.0,4.0,144934.41,15992.19114,128942.21886,0.0,277.0,0.0,1.0,643.15,277.0,0.11034088550814124,0.0,32235.554715
2022-10-21,6.0,6.0,476183.42,70074.90417,406108.51583000005,0.0,365.0,0.0,3.0,768.21,365.0,0.14715947936616525,0.0,67684.75263833335
2022-10-22,5.0,5.0,360950.32999999996,45789.512590000006,309571.13671,5589.6807,342.0,3.0,0.0,0.0,339.0,0.12685820952151508,0.008771929824561403,61914.227342
2022-10-23,3.0,3.0,16818.04,242.09837,16575.94163,0.0,36.0,0.0,1.0,124.25,36.0,0.014395159602426917,0.0,5525.313876666667
2022-10-24,3.0,3.0,98946.53,4385.21127,94561.31873,0.0,85.0,0.0,0.0,0.0,85.0,0.04431900007003783,0.0,31520.439576666668
2022-10-25,1.0,1.0,129106.94,23576.06754,105530.87246000001,0.0,148.0,0.0,1.0,176.47,148.0,0.1826088321820655,0.0,105530.87246000001
2022-10-26,5.0,5.0,407402.3,21604.12474,385798.17526000005,0.0,359.0,0.0,1.0,386.52,359.0,0.05302897097046335,0.0,77159.63505200001
2022-10-27,2.0,2.0,96924.52,3833.1428599999995,93091.37714,0.0,98.0,0.0,2.0,1194.74,98.0,0.039547710527738485,0.0,46545.68857
2022-10-28,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
2022-10-29,5.0,5.0,170281.99,7877.08344,162404.90656,0.0,296.0,0.0,0.0,0.0,296.0,0.0462590520582946,0.0,32480.981312
2022-10-30,1.0,1.0,99032.0,23948.8056,75083.19440000001,0.0,59.0,0.0,1.0,188.83,59.0,0.241828960336053,0.0,75083.19440000001
2022-10-31,1.0,1.0,73011.12999999999,704.31896,64780.87254,7525.9385,41.0,5.0,1.0,0.0,36.0,0.009646734134918882,0.12195121951219512,64780.87254
2022-11-01,3.0,3.0,134503.34999999998,9493.57822,125009.77178000001,0.0,111.0,0.0,0.0,0.0,111.0,0.07058246668205663,0.0,41669.92392666667
2022-11-02,1.0,1.0,58372.280000000006,1585.2009400000002,56787.079060000004,0.0,70.0,0.0,2.0,699.2,70.0,0.027156741864460324,0.0,56787.079060000004
2022-11-03,4.0,4.0,181204.23,22584.50763,158619.72237,0.0,145.0,0.0,2.0,1061.72,145.0,0.1246356535385515,0.0,39654.9305925
2022-11-04,1.0,1.0,11501.5,92.012,11409.488,0.0,25.0,0.0,0.0,0.0,25.0,0.008,0.0,11409.488
2022-11-05,3.0,3.0,27074.219999999998,142.10252,26932.117479999997,0.0,24.0,0.0,0.0,0.0,24.0,0.0052486284000056145,0.0,8977.372493333332
2022-11-06,3.0,3.0,197265.78999999998,6009.8336899999995,191255.95630999998,0.0,165.0,0.0,0.0,0.0,165.0,0.030465666094460678,0.0,63751.98543666666
2022-11-07,4.0,4.0,137246.79,6410.42159,130836.36841,0.0,165.0,0.0,2.0,754.5,165.0,0.04670726062154167,0.0,32709.0921025
2022-11-08,2.0,2.0,94448.59,4743.696919999999,89704.89308000001,0.0,53.0,0.0,1.0,232.14,53.0,0.05022517456322005,0.0,44852.446540000004
2022-11-09,1.0,1.0,60186.92,15580.890640000001,44606.02936,0.0,42.0,0.0,2.0,1186.84,42.0,0.2588750286607124,0.0,44606.02936
2022-11-10,2.0,2.0,192766.47999999998,27343.73921,165422.74079,0.0,122.0,0.0,2.0,738.24,122.0,0.14184903521608114,0.0,82711.370395
2022-11-11,5.0,5.0,363802.42000000004,20616.145790000002,343186.27421,0.0,256.0,0.0,2.0,1330.4299999999998,256.0,0.056668522958148546,0.0,68637.254842
2022-11-12,6.0,6.0,168434.13,8979.94486,159454.18514000002,0.0,128.0,0.0,2.0,338.6,128.0,0.05331428291878849,0.0,26575.697523333336
2022-11-13,7.0,7.0,407618.19,62170.59235,345447.59765,0.0,408.0,0.0,3.0,983.6700000000001,408.0,0.152521633909419,0.0,49349.656807142856
2022-11-14,1.0,1.0,15492.15,4120.9119,11371.2381,0.0,15.0,0.0,0.0,0.0,15.0,0.266,0.0,11371.2381
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,286.55,0.0,,,
2022-11-17,4.0,4.0,172485.97000000003,24111.143310000003,148374.82669,0.0,233.0,0.0,0.0,0.0,233.0,0.1397861130966188,0.0,37093.7066725
2022-11-18,3.0,3.0,72363.14,4613.54248,67749.59752,0.0,125.0,0.0,1.0,249.2,125.0,0.06375542133743782,0.0,22583.19917333333
2022-11-19,5.0,5.0,362167.35,11793.522079999999,350373.82792,0.0,306.0,0.0,1.0,9.05,306.0,0.03256373629483718,0.0,70074.76558400001
2022-11-20,3.0,3.0,136800.44,4571.4092,132229.0308,0.0,130.0,0.0,2.0,214.36,130.0,0.03341662643775122,0.0,44076.3436
2022-11-21,4.0,4.0,235194.47000000003,13083.589960000001,222110.88004000002,0.0,225.0,0.0,1.0,291.64,225.0,0.05562881627276355,0.0,55527.720010000005
2022-11-22,3.0,3.0,208954.64,10714.39816,193879.12324,4361.1186,128.0,4.0,1.0,86.42,124.0,0.05127619161747258,0.03125,64626.37441333333
2022-11-23,1.0,1.0,85334.94,22955.09886,62379.84114,0.0,92.0,0.0,1.0,159.03,92.0,0.26899999999999996,0.0,62379.84114
2022-11-24,1.0,1.0,3133.8,12.5352,3121.2648,0.0,20.0,7.0,3.0,906.1100000000001,13.0,0.004,0.35,3121.2648
2022-11-25,6.0,6.0,283658.78,38048.70668,245610.07332000002,0.0,283.0,0.0,1.0,181.23,283.0,0.13413548024143657,0.0,40935.012220000004
2022-11-26,2.0,2.0,50866.59,2766.55131,48100.03869,0.0,51.0,0.0,0.0,0.0,51.0,0.054388377715117134,0.0,24050.019345
2022-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,643.36,0.0,,,
2022-11-28,1.0,1.0,68344.56,13062.12908,55282.43092,0.0,33.0,0.0,1.0,552.21,33.0,0.19112170858953517,0.0,55282.43092
2022-11-29,2.0,2.0,33530.98,3688.4078,29842.5722,0.0,48.0,0.0,1.0,479.15,48.0,0.10999999999999999,0.0,14921.2861
2022-11-30,5.0,5.0,421550.83999999997,53298.43338,368252.40662,0.0,316.0,0.0,2.0,515.72,316.0,0.12643417667012596,0.0,73650.48132400001
2022-12-01,2.0,2.0,55416.18,6381.07422,49002.06102000001,33.04476,38.0,2.0,1.0,258.54,36.0,0.11514821519635601,0.05263157894736842,24501.030510000004
2022-12-02,4.0,4.0,24350.510000000002,146.82855,24203.68145,0.0,41.0,0.0,1.0,416.97,41.0,0.006029793626498993,0.0,6050.9203625
2022-12-03,3.0,3.0,299285.76,38901.12548,260384.63452,0.0,184.0,0.0,1.0,41.86,184.0,0.12997987435152278,0.0,86794.87817333333
2022-12-04,2.0,2.0,146800.46,10825.806740000002,135974.65326,0.0,124.0,0.0,1.0,274.07,124.0,0.0737450464392278,0.0,67987.32663
2022-12-05,2.0,2.0,9784.85,1135.0426,8649.8074,0.0,5.0,0.0,1.0,52.06,5.0,0.11599999999999999,0.0,4324.9037
2022-12-06,2.0,2.0,27308.0,978.521,26329.479,0.0,64.0,0.0,0.0,0.0,64.0,0.0358327596308774,0.0,13164.7395
2022-12-07,2.0,2.0,101562.48999999999,3637.47042,97925.01958,0.0,140.0,0.0,1.0,143.0,140.0,0.03581509689256339,0.0,48962.50979
2022-12-08,2.0,2.0,23805.1,285.6612,23519.4388,0.0,10.0,0.0,2.0,474.76,10.0,0.012,0.0,11759.7194
2022-12-09,2.0,2.0,147574.14,23743.36792,119718.98324,4111.78884,133.0,14.0,0.0,0.0,119.0,0.1608911149338224,0.10526315789473684,59859.49162
2022-12-10,2.0,2.0,263039.51,38086.667539999995,224952.84246,0.0,225.0,0.0,1.0,96.89,225.0,0.14479447418374522,0.0,112476.42123
2022-12-11,4.0,4.0,113623.23000000001,22931.533199999998,90691.6968,0.0,104.0,0.0,1.0,147.74,104.0,0.20182081780283834,0.0,22672.9242
2022-12-12,4.0,4.0,241026.87999999998,30610.28364,210416.59636,0.0,159.0,0.0,1.0,472.99,159.0,0.12699946014320065,0.0,52604.14909
2022-12-13,3.0,3.0,217059.96000000002,34471.37886,182588.58114,0.0,133.0,0.0,2.0,554.9300000000001,133.0,0.15881039902522784,0.0,60862.86038
2022-12-14,3.0,3.0,210737.1,21657.948170000003,189079.15183,0.0,218.0,0.0,1.0,181.67,218.0,0.10277235555580864,0.0,63026.38394333333
2022-12-15,4.0,4.0,402594.18000000005,21230.008589999998,377796.01928999997,3568.15212,320.0,3.0,1.0,385.77,317.0,0.0527330240839547,0.009375,94449.00482249999
2022-12-16,5.0,5.0,300262.39,29570.7688,270691.62116,0.0,245.0,0.0,3.0,800.11,245.0,0.09848309273765522,0.0,54138.324232
2022-12-17,1.0,1.0,116376.77,16786.12426,99590.64574,0.0,109.0,0.0,2.0,290.16,109.0,0.14423947545545387,0.0,99590.64574
2022-12-18,3.0,3.0,176455.63,16737.81513,159717.81487,0.0,117.0,0.0,2.0,802.3499999999999,117.0,0.09485565935187219,0.0,53239.271623333334
2022-12-19,4.0,4.0,338572.1,26055.88839,312516.21161,0.0,309.0,0.0,4.0,1693.56,309.0,0.07695816752177749,0.0,78129.0529025
2022-12-20,1.0,1.0,26996.280000000002,1690.22688,25306.053119999997,0.0,70.0,0.0,2.0,449.84000000000003,70.0,0.06260962177011054,0.0,25306.053119999997
2022-12-21,4.0,4.0,265406.51,34418.327229999995,230988.18276999998,0.0,158.0,0.0,1.0,323.08,158.0,0.1296815486176281,0.0,57747.045692499996
2022-12-22,5.0,5.0,240014.05,40231.48618,197242.82502,2539.7388,360.0,10.0,0.0,0.0,350.0,0.167621379581737,0.027777777777777776,39448.565004
2022-12-23,5.0,5.0,413063.14,16306.80351,396756.33649,0.0,335.0,0.0,0.0,0.0,335.0,0.03947775032649972,0.0,79351.267298
2022-12-24,2.0,2.0,72014.56,3412.67072,68601.88928,0.0,48.0,0.0,0.0,0.0,48.0,0.04738862141211444,0.0,34300.94464
2022-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1447.41,0.0,,,
2022-12-26,7.0,6.0,598097.98,71952.08895,526145.89105,0.0,455.0,0.0,2.0,8.15,455.0,0.12030150804053878,0.0,75163.69872142856
2022-12-27,5.0,5.0,224133.15999999997,19817.92204,204315.23796,0.0,224.0,0.0,0.0,0.0,224.0,0.08842030353741501,0.0,40863.047592
2022-12-28,3.0,3.0,237267.02000000002,15056.553759999999,222210.46623999998,0.0,198.0,0.0,3.0,742.47,198.0,0.0634582663869593,0.0,74070.15541333333
2022-12-29,4.0,4.0,169053.19,14496.00593,154557.18407,0.0,122.0,0.0,0.0,0.0,122.0,0.08574819516863301,0.0,38639.2960175
2022-12-30,3.0,3.0,84467.78,8019.5633,76448.21669999999,0.0,57.0,0.0,0.0,0.0,57.0,0.09494227621467026,0.0,25482.738899999997
2022-12-31,2.0,2.0,190081.71,19703.91133,170377.79867,0.0,152.0,0.0,1.0,606.77,152.0,0.10366021712451977,0.0,85188.899335
2023-01-01,4.0,4.0,496037.5,67156.18405000001,428881.31593,0.0,437.0,0.0,2.0,257.34,437.0,0.13538529657535975,0.0,107220.3289825
2023-01-02,6.0,6.0,427533.51,35290.170020000005,387443.25742000004,4800.08256,357.0,8.0,2.0,429.12,349.0,0.08254363504746097,0.022408963585434174,64573.87623666667
2023-01-03,2.0,2.0,95031.72,2763.9959,92267.72409999999,0.0,95.0,0.0,3.0,1555.88,95.0,0.029084982361678814,0.0,46133.862049999996
2023-01-04,6.0,6.0,588530.59,52622.61336,535907.97664,0.0,584.0,0.0,1.0,0.0,584.0,0.08941355683822655,0.0,89317.99610666667
2023-01-05,5.0,4.0,251213.05000000002,18910.66536,232302.38464,0.0,325.0,0.0,0.0,0.0,325.0,0.07527740043759669,0.0,46460.476928000004
2023-01-06,2.0,2.0,33048.0,5949.783960000001,27098.216040000003,0.0,20.0,0.0,1.0,387.57,20.0,0.1800346151053014,0.0,13549.108020000001
2023-01-07,4.0,4.0,108187.56999999999,17803.79931,90383.77069,0.0,177.0,0.0,1.0,515.64,177.0,0.16456418523865543,0.0,22595.9426725
2023-01-08,5.0,5.0,298521.4,33754.75749,264766.64251,0.0,194.0,0.0,0.0,0.0,194.0,0.11307315820574337,0.0,52953.328502
2023-01-09,4.0,4.0,186784.14,9928.89311,176855.24689,0.0,121.0,0.0,0.0,0.0,121.0,0.053157045935484676,0.0,44213.8117225
2023-01-10,4.0,4.0,170428.72999999998,15963.847140000002,154464.88285999998,0.0,207.0,0.0,0.0,0.0,207.0,0.09366875608355471,0.0,38616.220714999996
2023-01-11,6.0,6.0,329785.88,40732.01975,289053.86025,0.0,300.0,0.0,1.0,216.76,300.0,0.12351050248118567,0.0,48175.64337500001
2023-01-12,1.0,1.0,2879.82,25.91838,2853.90162,0.0,2.0,0.0,2.0,863.41,2.0,0.009,0.0,2853.90162
2023-01-13,5.0,5.0,259832.41999999998,43094.82597,216737.59403,0.0,251.0,0.0,1.0,317.16,251.0,0.16585623137405256,0.0,43347.518806
2023-01-14,2.0,2.0,0.0,0.0,0.0,0.0,30.0,0.0,3.0,370.46,30.0,,0.0,0.0
2023-01-15,3.0,3.0,72770.38,17706.43648,55063.94352,0.0,80.0,0.0,0.0,0.0,80.0,0.2433192801796555,0.0,18354.64784
2023-01-16,2.0,2.0,150988.75,9283.91375,141704.83625,0.0,106.0,0.0,1.0,199.66,106.0,0.06148745353544552,0.0,70852.418125
2023-01-17,1.0,1.0,7630.32,99.19416,7531.12584,0.0,4.0,0.0,3.0,672.03,4.0,0.013,0.0,7531.12584
2023-01-18,5.0,5.0,251925.01,16898.4646,235026.5454,0.0,246.0,0.0,0.0,0.0,246.0,0.06707736004456247,0.0,47005.30908
2023-01-19,3.0,3.0,493854.01,27985.03791,465868.97209000005,0.0,292.0,0.0,2.0,1252.79,292.0,0.056666620789411024,0.0,155289.65736333336
2023-01-20,4.0,4.0,197866.01,13890.141,183975.869,0.0,201.0,0.0,0.0,0.0,201.0,0.07019973263725285,0.0,45993.96725
2023-01-21,4.0,4.0,89341.0,3049.44511,86291.55489,0.0,79.0,0.0,3.0,754.11,79.0,0.034132650294937374,0.0,21572.8887225
2023-01-22,3.0,3.0,152591.09,5686.66523,146904.42476999998,0.0,152.0,0.0,1.0,341.06,152.0,0.03726734785104425,0.0,48968.14158999999
