order_id,customer_id,warehouse_id,order_date,ship_date,order_status,source_order_total,detail_row_count,total_quantity,calculated_order_total,order_total_difference,order_financial_status,shipment_count,has_shipment,detail_status,customer_status,quantity_status,date_status,gross_sales,discount_amount,sales_net,units_sold,sale_line_count,return_amount,units_returned,return_line_count,net_sales,net_units,discount_rate,return_rate,item_line_count,missing_net_amount_lines,revenue_completeness_status,feature_shipment_count,total_shipping_cost,first_shipment_date,last_delivery_date,order_to_delivery_days,delivery_anomaly_flag,average_order_value
5003417,302301,537,2026-02-27,2026-09-03,Pending,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,0,,,,,False,0.0
5003418,300223,530,2022-11-28,2022-11-28,Pending,55282.43,2.0,33.0,55282.43,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid,68344.56,13062.12908,55282.43092,33.0,2.0,0.0,0.0,0.0,55282.43092,33.0,0.19112170858953517,0.0,2.0,0.0,Complete,2,515.72,2022-11-30,2022-12-13,15.0,False,55282.43092
5003419,301601,530,2023-11-30,2023-12-02,Pending,28168.86,3.0,38.0,28168.86,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,28990.05,821.1862199999999,28168.86378,38.0,3.0,0.0,0.0,0.0,28168.86378,38.0,0.028326485121619314,0.0,3.0,0.0,Complete,0,,,,,False,28168.86378
5003420,301885,514,2025-11-11,2025-11-13,Pending,4970.9,2.0,3.0,4970.9,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,5034.24,63.34292,4970.89708,3.0,2.0,0.0,0.0,0.0,4970.89708,3.0,0.012582419590643275,0.0,2.0,0.0,Complete,0,,,,,False,4970.89708
5003421,300523,504,2025-12-14,2025-12-26,Pending,144956.69,3.0,100.0,144956.69,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,169780.5,24823.814440000002,144956.68556,100.0,3.0,0.0,0.0,0.0,144956.68556,100.0,0.14621122237241616,0.0,3.0,0.0,Complete,0,,,,,False,144956.68556
5003422,300966,515,2024-04-12,2024-04-13,Returned,48273.87,2.0,53.0,48273.87,7.275957614183426e-12,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid,64366.89,16093.02618,48273.86382,53.0,2.0,0.0,0.0,0.0,48273.86382,53.0,0.25002025389140287,0.0,2.0,0.0,Complete,2,543.98,2024-04-16,2024-04-29,17.0,False,48273.86382
5003423,301737,524,2023-10-25,2023-10-25,Returned,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,0,,,,,False,0.0
5003424,300349,521,2026-02-08,2026-02-08,Delivered,74792.89,4.0,79.0,74792.89,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,126703.92,13549.7402,113154.17980000001,79.0,4.0,0.0,0.0,0.0,113154.17980000001,79.0,0.10694018148767616,0.0,4.0,0.0,Complete,1,218.07,2026-02-09,2026-02-14,6.0,False,113154.17980000001
5003425,300496,518,2023-10-14,2023-10-17,Delivered,60457.64,2.0,54.0,60457.64,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,68424.28,7966.64204,60457.63796,54.0,2.0,0.0,0.0,0.0,60457.63796,54.0,0.1164300455920033,0.0,2.0,0.0,Complete,0,,,,,False,60457.63796
5003426,302392,504,2025-02-03,2025-02-12,Returned,44205.98,1.0,50.0,44205.98,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,44339.0,133.017,44205.983,50.0,1.0,0.0,0.0,0.0,44205.983,50.0,0.003,0.0,1.0,0.0,Complete,0,,,,,False,44205.983
5003427,300169,502,2025-06-30,2025-07-08,Shipped,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,0,,,,,False,0.0
5003428,302064,534,2024-04-23,2024-04-28,Pending,922.03,1.0,4.0,922.03,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,1091.16,169.1298,922.0302,4.0,1.0,0.0,0.0,0.0,922.0302,4.0,0.15499999999999997,0.0,1.0,0.0,Complete,0,,,,,False,922.0302
5003429,301440,530,2025-02-23,2025-03-03,Shipped,103542.87,2.0,46.0,103542.87,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,5207.82,1380.0723,3827.7477,46.0,2.0,0.0,0.0,0.0,3827.7477,46.0,0.265,0.0,2.0,1.0,Partial,0,,,,,False,3827.7477
5003430,301202,510,2025-07-20,2025-07-27,Pending,208632.83,3.0,120.0,208632.83,-2.9103830456733704e-11,Matched,4,True,Has Order Details,Matched,Positive Net Quantity,Valid,194949.28999999998,27565.99426,167383.29574,120.0,3.0,0.0,0.0,0.0,167383.29574,120.0,0.14140084459912627,0.0,3.0,1.0,Partial,4,1989.56,2025-07-20,2025-08-13,24.0,False,167383.29574
5003431,301473,527,2024-10-23,2024-10-27,Pending,89977.74,2.0,81.0,89977.74,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid,103659.9,13682.1549,89977.7451,81.0,2.0,0.0,0.0,0.0,89977.7451,81.0,0.1319908170854882,0.0,2.0,0.0,Complete,2,277.33,2024-10-27,2024-11-04,12.0,False,89977.7451
5003432,300370,525,2023-07-07,2023-07-12,Pending,73126.82,4.0,105.0,73126.82,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,78896.31999999999,5769.50424,73126.81576,105.0,4.0,0.0,0.0,0.0,73126.81576,105.0,0.07312767236798878,0.0,4.0,0.0,Complete,0,,,,,False,73126.81576
5003433,300311,519,2025-04-27,2025-04-27,Delivered,7627.61,2.0,52.0,7627.61,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,8932.16,1304.54556,7627.61444,52.0,2.0,0.0,0.0,0.0,7627.61444,52.0,0.14605040214237094,0.0,2.0,0.0,Complete,0,,,,,False,7627.61444
5003434,301870,529,2026-04-16,2026-04-17,Cancelled,69197.98,1.0,29.0,69197.98,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,69475.88,277.90352,69197.97648,29.0,1.0,0.0,0.0,0.0,69197.97648,29.0,0.004,0.0,1.0,0.0,Complete,0,,,,,False,69197.97648
5003435,302120,514,2025-01-14,2025-01-26,Delivered,27349.48,5.0,104.0,27349.48,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,18968.3,170.4631,18797.8369,104.0,5.0,0.0,0.0,0.0,18797.8369,104.0,0.008986735764406931,0.0,5.0,2.0,Partial,0,,,,,False,18797.8369
5003436,302619,514,2025-09-22,2025-09-29,Pending,97047.23,3.0,57.0,97047.23,-1.4551915228366852e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,104235.78,7188.5475,97047.2325,57.0,3.0,0.0,0.0,0.0,97047.2325,57.0,0.06896429901517502,0.0,3.0,0.0,Complete,1,200.47,,,,False,97047.2325
5003437,301917,528,2026-02-05,2026-02-17,Delivered,20942.03,1.0,16.0,20942.03,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,22114.08,1172.04624,20942.03376,16.0,1.0,0.0,0.0,0.0,20942.03376,16.0,0.05299999999999999,0.0,1.0,0.0,Complete,0,,,,,False,20942.03376
5003438,302087,530,2024-07-17,2024-07-23,Shipped,1516.81,2.0,44.0,1516.81,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,18950.51,449.78487,18500.725130000003,44.0,2.0,0.0,0.0,0.0,18500.725130000003,44.0,0.023734710569794693,0.0,2.0,0.0,Complete,0,,,,,False,18500.725130000003
5003439,302548,505,2026-01-20,2026-01-30,Cancelled,100471.6,1.0,43.0,100471.6,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,101179.86,708.25902,100471.601,43.0,1.0,0.0,0.0,0.0,100471.601,43.0,0.006999999999999999,0.0,1.0,0.0,Complete,1,24.84,2026-01-24,2026-01-25,5.0,False,100471.601
5003440,302603,516,2023-11-20,2023-12-02,Shipped,41315.68,1.0,35.0,41315.68,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,41440.0,124.32,41315.68,35.0,1.0,0.0,0.0,0.0,41315.68,35.0,0.0029999999999999996,0.0,1.0,0.0,Complete,0,,,,,False,41315.68
5003441,301100,520,2026-07-15,2026-07-17,Cancelled,,,,,,Cannot Calculate,2,True,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,2,647.47,2026-07-16,2026-08-07,23.0,False,0.0
5003442,301673,530,2026-03-19,2026-03-28,Shipped,80790.79,3.0,74.0,80790.79,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,85169.46,4163.70058,81005.75942,84.0,2.0,214.9664,10.0,1.0,80790.79302,74.0,0.04888724878612591,0.11904761904761904,3.0,0.0,Complete,0,,,,,False,80790.79302
5003443,300407,523,2026-07-27,2026-08-01,Returned,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,0,,,,,False,0.0
5003444,302438,508,2026-03-23,2026-03-29,Shipped,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,0,,,,,False,0.0
5003445,300428,524,2023-03-18,2023-03-27,Pending,45675.44,1.0,24.0,45675.44,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,45812.88,137.43864,45675.44136,24.0,1.0,0.0,0.0,0.0,45675.44136,24.0,0.003,0.0,1.0,0.0,Complete,0,,,,,False,45675.44136
5003446,302428,501,2025-11-11,2025-11-22,Shipped,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,0,,,,,False,0.0
5003447,301459,511,2024-08-20,2024-08-24,Shipped,112351.14,3.0,69.0,112351.14,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,111696.06,3391.86162,108304.19838,69.0,3.0,0.0,0.0,0.0,108304.19838,69.0,0.030366886889295827,0.0,3.0,1.0,Partial,1,621.71,2024-08-23,,,False,108304.19838
5003448,301654,531,2026-06-29,2026-06-29,Pending,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,0,,,,,False,0.0
5003449,301661,509,2025-07-08,2025-08-19,Shipped,89027.14,2.0,56.0,89027.14,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,84971.7,1019.6604,83952.0396,56.0,2.0,0.0,0.0,0.0,83952.0396,56.0,0.012,0.0,2.0,1.0,Partial,0,,,,,False,83952.0396
5003450,302384,509,2025-08-16,2025-08-18,Cancelled,171507.58,4.0,100.0,171507.58000000002,-2.9103830456733704e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,178773.51,7265.934869999999,171507.57512999998,100.0,4.0,0.0,0.0,0.0,171507.57512999998,100.0,0.040643241104344814,0.0,4.0,0.0,Complete,0,,,,,False,171507.57512999998
5003451,300517,529,2025-11-22,2025-11-24,Delivered,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,0,,,,,False,0.0
5003452,300831,520,2026-07-31,2026-08-09,Delivered,93776.26,5.0,86.0,93776.26,-1.4551915228366852e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,108504.84,14728.58964,93776.25036,86.0,5.0,0.0,0.0,0.0,93776.25036,86.0,0.1357413147653137,0.0,5.0,0.0,Complete,0,,,,,False,93776.25036
5003453,301679,517,2026-07-24,2026-07-27,Pending,,,,,,Cannot Calculate,1,True,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,1,513.28,2026-07-26,2026-11-08,107.0,False,0.0
5003454,300564,506,2026-07-14,2026-07-24,Shipped,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,0,,,,,False,0.0
5003455,300859,505,2021-07-30,2021-08-05,Delivered,95456.4,2.0,69.0,95456.4,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,100538.79000000001,5082.38864,95456.40136,69.0,2.0,0.0,0.0,0.0,95456.40136,69.0,0.050551519866113365,0.0,2.0,0.0,Complete,0,,,,,False,95456.40136
5003456,302671,537,2022-04-25,2022-05-03,Delivered,68358.2,3.0,66.0,68358.2,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,10075.04,406.5368,9668.5032,66.0,3.0,0.0,0.0,0.0,9668.5032,66.0,0.04035088694436945,0.0,3.0,1.0,Partial,0,,,,,False,9668.5032
5003457,302796,520,2024-09-10,2024-09-15,Cancelled,123.36,1.0,3.0,123.36,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,125.37,2.00592,123.36408,3.0,1.0,0.0,0.0,0.0,123.36408,3.0,0.016,0.0,1.0,0.0,Complete,1,600.38,2024-09-11,2024-09-22,12.0,False,123.36408
5003458,300390,523,2024-08-08,2024-08-15,Cancelled,117164.15,3.0,93.0,117164.15,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,87859.5,275.44998,87584.05002,93.0,3.0,0.0,0.0,0.0,87584.05002,93.0,0.003135118911443839,0.0,3.0,1.0,Partial,1,745.46,2024-08-12,2024-08-25,17.0,False,87584.05002
5003459,301466,502,2026-03-15,2026-03-19,Shipped,59319.24,4.0,65.0,59319.24,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,73465.15000000001,14145.90965,59319.24035,65.0,4.0,0.0,0.0,0.0,59319.24035,65.0,0.19255265455797746,0.0,4.0,0.0,Complete,0,,,,,False,59319.24035
5003460,301042,531,2025-04-14,2025-04-22,Pending,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,0,,,,,False,0.0
5003461,302581,518,2026-04-27,2026-05-05,Delivered,12854.35,2.0,30.0,12854.35,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,24869.08,3954.6922,20914.3878,30.0,2.0,0.0,0.0,0.0,20914.3878,30.0,0.15902044627304265,0.0,2.0,0.0,Complete,0,,,,,False,20914.3878
5003462,300959,536,2023-12-02,2023-12-14,Pending,6628.98,1.0,9.0,6628.98,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,6736.77,107.78832,6628.98168,9.0,1.0,0.0,0.0,0.0,6628.98168,9.0,0.016,0.0,1.0,0.0,Complete,0,,,,,False,6628.98168
5003463,302179,523,2023-05-13,2023-05-21,Delivered,183796.95,5.0,110.0,183796.95,2.9103830456733704e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,204130.71,20347.95472,183782.75527999998,110.0,5.0,0.0,0.0,0.0,183782.75527999998,110.0,0.0996810069391323,0.0,5.0,1.0,Partial,1,522.25,,,,False,183782.75527999998
5003464,300725,511,2025-06-13,2025-06-20,Pending,90013.86,3.0,69.0,90013.86,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,93993.69,3979.83544,90013.85455999999,69.0,3.0,0.0,0.0,0.0,90013.85455999999,69.0,0.04234151718056818,0.0,3.0,0.0,Complete,1,314.51,2025-06-15,2025-06-23,10.0,False,90013.85455999999
5003465,300393,504,2024-08-10,2024-08-16,Pending,,1.0,39.0,39747.5,,Missing Source Total,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,47773.44,8025.93792,39747.50208,39.0,1.0,0.0,0.0,0.0,39747.50208,39.0,0.168,0.0,1.0,0.0,Complete,1,274.74,2024-08-10,2024-08-18,8.0,False,39747.50208
5003466,302420,519,2024-10-09,2024-10-13,Delivered,78987.16,2.0,45.0,78987.16,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,79843.48999999999,856.32955,78987.16045,45.0,2.0,0.0,0.0,0.0,78987.16045,45.0,0.01072510169583018,0.0,2.0,0.0,Complete,1,420.11,2024-10-14,2024-10-24,15.0,False,78987.16045
5003467,301662,532,2026-03-04,2026-03-06,Cancelled,2223.35,2.0,16.0,2223.3500000000004,-4.547473508864641e-13,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,6912.6,1140.579,5772.021,20.0,1.0,3548.66932,4.0,1.0,2223.3516799999998,16.0,0.16499999999999998,0.2,2.0,0.0,Complete,0,,,,,False,2223.3516799999998
5003468,300061,514,2023-12-13,2023-12-17,Pending,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,0,,,,,False,0.0
5003469,301359,523,2025-04-17,2025-04-19,Cancelled,135472.78,2.0,67.0,135472.78,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,87809.88,4566.11376,83243.76624,67.0,2.0,0.0,0.0,0.0,83243.76624,67.0,0.052,0.0,2.0,1.0,Partial,1,600.2,2025-04-18,2025-05-01,14.0,False,83243.76624
5003470,301383,517,2022-08-28,2022-09-04,Shipped,103271.6,3.0,79.0,103271.6,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,78915.64,10089.00906,68826.63094,79.0,3.0,0.0,0.0,0.0,68826.63094,79.0,0.1278454950121421,0.0,3.0,1.0,Partial,0,,,,,False,68826.63094
5003471,302131,533,2025-07-16,2025-07-26,Cancelled,12443.45,2.0,-3.0,12443.45,0.0,Matched,0,False,Has Order Details,Matched,Negative Net Quantity,Valid,16657.9,4214.4487,12443.4513,7.0,1.0,8691.9812,10.0,1.0,3751.4701000000005,-3.0,0.25299999999999995,1.4285714285714286,2.0,0.0,Complete,0,,,,,False,3751.4701000000005
5003472,300680,522,2022-01-05,2022-01-17,Pending,67161.85,1.0,34.0,67161.85,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,84907.52,17745.67168,67161.84832,34.0,1.0,0.0,0.0,0.0,67161.84832,34.0,0.209,0.0,1.0,0.0,Complete,0,,,,,False,67161.84832
5003473,301827,526,2024-09-28,2024-09-28,Shipped,73682.58,1.0,40.0,73682.58,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,40.0,,0.0,1.0,1.0,Partial,1,632.2,2024-10-01,2024-10-21,23.0,False,0.0
5003474,300900,501,2026-05-08,2026-05-15,Delivered,17627.88,1.0,25.0,17627.88,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,18713.25,1085.3685,17627.8815,25.0,1.0,0.0,0.0,0.0,17627.8815,25.0,0.058,0.0,1.0,0.0,Complete,0,,,,,False,17627.8815
5003475,300576,512,2025-01-20,2025-01-30,Delivered,111180.96,2.0,77.0,111180.96,1.4551915228366852e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,116479.64,5298.67802,111180.96198,77.0,2.0,0.0,0.0,0.0,111180.96198,77.0,0.0454901648047676,0.0,2.0,0.0,Complete,1,313.77,2025-01-22,2025-02-04,15.0,False,111180.96198
5003476,300138,520,2025-07-12,,Pending,7648.9,1.0,46.0,7648.9,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date,9657.7,2008.8016,7648.8984,46.0,1.0,0.0,0.0,0.0,7648.8984,46.0,0.208,0.0,1.0,0.0,Complete,1,0.0,2025-12-07,2025-12-13,154.0,False,7648.8984
5003477,300194,515,2022-07-23,2022-07-31,Returned,124586.42,4.0,95.0,124586.42,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,156335.27,31748.842500000002,124586.4275,95.0,4.0,0.0,0.0,0.0,124586.4275,95.0,0.20308176459477126,0.0,4.0,0.0,Complete,0,,,,,False,124586.4275
5003478,301528,523,2023-03-23,2023-04-04,Shipped,29350.85,1.0,23.0,29350.85,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,29919.32,568.46708,29350.85292,23.0,1.0,0.0,0.0,0.0,29350.85292,23.0,0.019,0.0,1.0,0.0,Complete,0,,,,,False,29350.85292
5003479,300983,526,2022-12-18,2022-12-27,Shipped,42376.4,1.0,33.0,42376.4,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,50268.57,7892.16549,42376.40451,33.0,1.0,0.0,0.0,0.0,42376.40451,33.0,0.157,0.0,1.0,0.0,Complete,0,,,,,False,42376.40451
5003480,301388,525,2026-05-06,2026-05-10,Pending,78392.5,1.0,48.0,78392.5,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid,78945.12,552.61584,78392.50416,48.0,1.0,0.0,0.0,0.0,78392.50416,48.0,0.007000000000000001,0.0,1.0,0.0,Complete,2,394.92,2026-05-10,2026-05-20,14.0,False,78392.50416
5003481,302221,521,2026-05-20,2026-05-21,Returned,105338.03,3.0,72.0,105338.03,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,112931.9,9754.002999999999,103177.897,72.0,3.0,0.0,0.0,0.0,103177.897,72.0,0.08637066231950405,0.0,3.0,1.0,Partial,0,,,,,False,103177.897
5003482,301204,521,2024-05-05,2024-05-07,Cancelled,72794.8,3.0,50.0,72794.8,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid,79615.35,6820.54955,72794.80045000001,50.0,3.0,0.0,0.0,0.0,72794.80045000001,50.0,0.08566877555647245,0.0,3.0,0.0,Complete,2,809.9200000000001,2024-05-10,2024-05-22,17.0,False,72794.80045000001
5003483,302014,538,2025-09-11,2025-09-13,Shipped,61634.8,3.0,51.0,61634.8,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,62256.2,621.39624,61634.80376,51.0,3.0,0.0,0.0,0.0,61634.80376,51.0,0.009981274796727073,0.0,3.0,0.0,Complete,0,,,,,False,61634.80376
5003484,301629,526,2023-11-04,2023-11-08,Shipped,65612.37,3.0,42.0,65612.37,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,65650.95,196.95285,65453.99715,49.0,2.0,7264.2339,7.0,1.0,58189.76325,42.0,0.0030000000000000005,0.14285714285714285,3.0,1.0,Partial,0,,,,,False,58189.76325
5003485,301390,508,2022-07-17,2022-07-19,Pending,42283.69,4.0,35.0,42283.69,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,65056.9,9985.9715,55070.928499999995,42.0,3.0,14470.25006,7.0,1.0,40600.678439999996,35.0,0.1534959627649027,0.16666666666666666,4.0,1.0,Partial,0,,,,,False,40600.678439999996
5003486,300024,517,2024-10-23,2024-10-24,Shipped,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,No Order Details,0,,,,,False,0.0
5003487,301521,518,2026-03-05,2026-03-11,Shipped,137423.68,3.0,105.0,137423.68,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,167592.91999999998,30169.25116,137423.66884,105.0,3.0,0.0,0.0,0.0,137423.66884,105.0,0.18001506961033917,0.0,3.0,0.0,Complete,0,,,,,False,137423.66884
5003488,301977,539,2024-09-19,2024-09-26,Shipped,9619.56,1.0,6.0,9619.56,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,,0.0,1.0,1.0,Partial,0,,,,,False,0.0
5003489,300821,516,2026-02-21,2026-02-26,Cancelled,95198.95,2.0,54.0,95198.95,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid,88593.0,1771.86,86821.14,54.0,2.0,0.0,0.0,0.0,86821.14,54.0,0.02,0.0,2.0,1.0,Partial,2,156.82,2026-02-22,2026-02-28,7.0,False,86821.14
5003490,300906,539,2025-05-17,2025-05-22,Delivered,144083.02,3.0,87.0,144083.02,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,122707.06,15673.476,107033.584,87.0,3.0,0.0,0.0,0.0,107033.584,87.0,0.12773084124091963,0.0,3.0,1.0,Partial,1,254.46,2025-05-20,2025-05-26,9.0,False,107033.584
5003491,302433,532,2026-01-05,2026-01-10,Delivered,29071.24,1.0,31.0,29071.24,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid,36475.84,7404.59552,29071.24448,31.0,1.0,0.0,0.0,0.0,29071.24448,31.0,0.203,0.0,1.0,0.0,Complete,2,763.77,2026-01-07,2026-02-02,28.0,False,29071.24448
5003492,302745,528,2025-10-14,2025-10-18,Cancelled,647.54,1.0,9.0,647.54,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,650.79,3.25395,647.53605,9.0,1.0,0.0,0.0,0.0,647.53605,9.0,0.005,0.0,1.0,0.0,Complete,0,,,,,False,647.53605
5003493,300943,517,2025-08-07,2025-08-13,Shipped,102692.31,2.0,49.0,102692.31,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,10073.84,624.57808,9449.26192,49.0,2.0,0.0,0.0,0.0,9449.26192,49.0,0.062,0.0,2.0,1.0,Partial,0,,,,,False,9449.26192
5003494,302382,533,2023-01-21,2023-01-26,Shipped,8400.94,1.0,12.0,8400.94,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid,10013.04,1612.09944,8400.94056,12.0,1.0,0.0,0.0,0.0,8400.94056,12.0,0.16099999999999998,0.0,1.0,0.0,Complete,1,529.66,,,,False,8400.94056
5003495,301173,531,2023-06-20,2023-07-02,Pending,108191.1,2.0,50.0,108191.1,0.0,Matched,3,True,Has Order Details,Matched,Positive Net Quantity,Valid,116030.43000000001,7839.32862,108191.10138,50.0,2.0,0.0,0.0,0.0,108191.10138,50.0,0.06756269557908214,0.0,2.0,0.0,Complete,3,1016.8100000000001,2023-06-20,2023-07-03,13.0,False,108191.10138
5003496,302512,534,2023-03-08,2023-03-09,Shipped,96267.9,2.0,49.0,96267.9,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,101756.97,5489.07562,96267.89438,49.0,2.0,0.0,0.0,0.0,96267.89438,49.0,0.05394299397869256,0.0,2.0,0.0,Complete,0,,,,,False,96267.89438
5003497,301834,517,2024-11-03,2024-11-10,Pending,52563.2,2.0,32.0,52563.2,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,56305.83,3742.62266,52563.20734,32.0,2.0,0.0,0.0,0.0,52563.20734,32.0,0.06646954072073886,0.0,2.0,0.0,Complete,0,,,,,False,52563.20734
5003498,300817,501,2023-07-08,2023-07-16,Returned,20874.96,2.0,60.0,20874.96,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid,22662.260000000002,1787.29808,20874.96192,60.0,2.0,0.0,0.0,0.0,20874.96192,60.0,0.07886671850027313,0.0,2.0,0.0,Complete,0,,,,,False,20874.96192
