shipment_id,order_id,carrier,shipment_date,delivery_date,shipping_cost,distance_km
900898,5005643,DHL,07-07-2022,25-07-2022,445.11,8746.2
900899,5009655,fedex,19-08-2024,22-08-2024,156.72,2648.3
900900,5005131,fedex,09-03-2026,30-03-2026,616.01,11646.1
900901,5008761,DHL,10-07-2023,,134.51,
900902,5008591,DHL Express,,,192.07,4306.6
900903,5007694,DHL Express,16-06-2026,03-07-2026,510.4,11464.7
900904,5011151,FedEx,10-08-2025,08-16-2025,350.49,5283.8
900905,5003900,DHL,22-Feb-25,23-02-2025,81.75,1470.1
900906,5000269,FedEx,30-05-2023,10-06-2023,475.96,8496
900907,5011050,FedEx,21-08-2024,30-08-2024,347.96,
900908,5004416,DHL Express,13-06-2026,15-06-2026,125.1,1917
900909,5000485,UPS,31-08-2024,11-09-2024,511.11,7758.7
900910,5000779,UPS,13-01-2024,18-01-2024,292.59,4191.2
900911,5006907,Maersk,30-04-2023,07-05-2023,346.77,5652.3
900912,5003582,Blue Dart,05-08-2023,07-08-2023,64.77,1185.8
900913,5000467,FedEx,,,42.67,
900914,5003088,UPS,03-03-2026,07-03-2026,,4044
900915,5008727,DHL Express,07-04-2021,04-08-2021,22.74,174.8
900916,5008687,DHL Express,05-03-2025,24-03-2025,568.19,8278
900917,5000121,DHL Express,21-05-2026,06-06-2026,664.43,9499.5
900918,5004313,DHL,25-07-2025,08-08-2025,559.94,8533.4
900919,5000188,Blue Dart,26-11-2025,08-12-2025,399.4,5804.5
900920,5003698,Blue Dart,01-08-2026,09-01-2026,21.12,
900921,5005577,DHL,11-04-2025,17-04-2025,194.48,3171.3
900922,5008968,DHL,15-May-26,09-06-2026,698.98,11117.9
900923,5001324,UPS,01-03-2024,13-03-2024,,7947.7
900924,5007391,Maersk,21-10-2024,05-11-2024,529.57,10274.5
900925,5003821,Maersk,28-07-2024,07-30-2024,,2514.8
900926,5004790,Blue Dart,17-02-2026,03-01-2026,473.51,8000.8
900927,5005941,FedEx,06-02-2025,25-02-2025,583.77,9083.9
900928,5006498,UPS,12-06-2023,29-06-2023,542.54,11068.4
900929,5000736,fedex,14-05-2026,28-05-2026,371.78,8529.2
900930,5009686,DHL Express,17-02-2026,23-02-2026,290.31,
900931,5008676,DHL Express,14-02-2026,20-02-2026,210.47,3980.2
900932,5006785,DHL,30-05-2021,06-18-2021,391.05,9471.3
900933,5001241,UPS,10-01-2026,11-01-2026,9.99,286.1
900934,5005258,UPS,,,207.52,3539
900935,5005979,Blue Dart,29-10-2023,04-11-2023,214.63,5100.8
900936,5010806,Blue Dart,25-02-2025,08-03-2025,590.47,8231.8
900937,5000314,fedex,12-02-2025,13-02-2025,23.83,414.6
900938,5003527,Maersk,13-02-2026,16-02-2026,82.73,1763
900939,5008219,UPS,14-04-2026,09-05-2026,460.34,10480.1
900940,5005304,DHL,03-04-2026,19-04-2026,484.95,10712.6
900941,5009224,Blue Dart,30-07-2021,03-08-2021,206.33,3729.7
900942,5002930,DHL,31-03-2026,01-04-2026,32.51,665.3
900943,5002234,DHL Express,09-06-2024,23-06-2024,465.43,9477.3
900944,5001560,fedex,04-08-2024,16-08-2024,680.81,11107.3
900945,5010960,fedex,17-08-2025,07-09-2025,514.2,11335.1
900946,5006944,FedEx,25-06-2026,26-06-2026,70.46,1088.2
900947,5001628,DHL,09-03-2021,04-09-2021,37.43,311.6
900948,5008350,DHL Express,10-09-2024,23-09-2024,521.94,11440.1
900949,5005224,fedex,10-01-2026,18-01-2026,289.52,4705.7
900950,5002442,fedex,20-02-2023,13-03-2023,702.4,10394.3
900951,5007186,DHL Express,16-12-2022,26-Dec-22,218.02,4883
900952,5005012,Maersk,03-04-2026,20-04-2026,358.84,7118.5
900953,5011019,UPS,27-May-26,17-06-2026,604.46,
900954,5001449,fedex,,,315.95,6649.2
900955,5004543,DHL,27-10-2024,06-11-2024,348.16,7464.8
900956,5011694,Blue Dart,04-07-2023,05-07-2023,41.24,418.9
900957,5008042,fedex,,,81.8,1138.8
900958,5002340,fedex,27-03-2026,28-03-2026,69.38,
900959,5003303,UPS,,,,11601.1
900960,5002000,Maersk,13-05-2025,,,2254.9
900961,5003694,fedex,05-03-2025,07-03-2025,93.91,1728.8
900962,5002299,UPS,20-11-2025,02-12-2025,306.38,6459.8
900963,5004446,UPS,15-08-2024,20-08-2024,229.29,3431.2
900964,5006908,Maersk,12-07-2023,20-07-2023,374.31,5549.3
900965,5001758,Blue Dart,07-07-2023,14-07-2023,352.63,5532.1
900966,5004337,fedex,20-09-2022,,314.48,6377.4
900967,5000263,UPS,02-06-2026,13-06-2026,405.87,8091.3
900968,5003086,fedex,14-07-2025,24-07-2025,211.64,5149.2
900969,5004558,Maersk,02-01-2025,11-01-2025,549.1,8299.7
900970,5011137,Maersk,30-06-2025,07-14-2025,482.25,8549.5
900971,5010425,fedex,08-22-2025,06-09-2025,458.14,10806.7
900972,5010198,Maersk,30-06-2025,11-07-2025,484.3,10197.9
900973,5001218,Maersk,02-04-2023,16-04-2023,793.12,11448.1
900974,5010405,UPS,09-08-2024,22-08-2024,677.1,9712.6
900975,5001056,UPS,22-01-2025,01-02-2025,303.57,4986
900976,5001039,UPS,05-05-2026,06-05-2026,45.3,720.8
900977,5009967,fedex,15-02-2025,18-02-2025,93.41,1890.2
900978,5011050,FedEx,23-08-2024,09-09-2024,742.33,11943.5
900979,5009259,Blue Dart,11-08-2024,04-09-2024,605.32,11912.8
900980,5011805,Blue Dart,,,564.5,8282.3
900981,5009248,Maersk,06-12-2025,12-12-2025,286.48,4229.7
900982,5006005,FedEx,24-02-2026,28-02-2026,160.96,2847.8
900983,5001153,FedEx,30-Dec-25,12-01-2026,448.77,7712.4
900984,5009119,fedex,03-01-2026,16-01-2026,779.25,11350
900985,5003304,DHL Express,14-07-2025,18-07-2025,140.16,1996
900986,5000210,Maersk,01-10-2022,03-10-2022,128.78,2339.6
900987,5005288,Blue Dart,31-03-2025,18-04-2025,604.27,10367.6
900988,5006959,Blue Dart,25-10-2025,15-11-2025,720.98,11882.6
900989,5011341,FedEx,09-03-2023,21-03-2023,542.25,8091.4
900990,5006678,UPS,31-12-2025,05-01-2026,162.63,2313
900991,5004373,Maersk,27-07-2022,22-08-2022,476.54,10775
900992,5006054,FedEx,03-01-2023,09-01-2023,331.62,4810.5
900993,5009969,fedex,18-12-2023,04-01-2024,654.01,11950.7
900994,5004772,Blue Dart,,,667.04,10214.8
900995,5010184,FedEx,16-04-2025,17-04-2025,65.08,1110.3
900996,5010905,DHL Express,10-07-2024,21-07-2024,567.85,8522.9
900997,5010303,UPS,07-10-2024,22-10-2024,420.55,9905.5
900998,5010408,Maersk,07-14-2024,09-08-2024,740.22,11944.8
900999,5006087,UPS,,,484.97,
901000,5001970,Maersk,07-09-2024,12-09-2024,149.91,2976.9
901001,5005541,Maersk,15-04-2026,29-04-2026,527.44,8895.8
901002,5009835,Blue Dart,25-08-2022,28-08-2022,92.42,1680.2
901003,5002676,fedex,12-04-2025,26-04-2025,492.83,8559
901004,5004200,FedEx,18-07-2026,28-07-2026,,4716.4
901005,5010745,FedEx,11-06-2026,17-06-2026,223.2,3539.8
901006,5008270,Maersk,23-Oct-25,27-10-2025,246.63,4002.5
901007,5005605,fedex,02-06-2024,16-06-2024,643.5,9447.8
901008,5006763,Blue Dart,11-05-2024,12-05-2024,4.79,183.8
901009,5006541,FedEx,04-08-2024,06-08-2024,113.77,1973.9
901010,5006990,UPS,22-12-2025,25-12-2025,163.24,2616.6
901011,5003719,fedex,04-06-2021,23-06-2021,723.53,11381.5
901012,5002306,fedex,08-03-2025,19-03-2025,,8699.8
901013,5008771,FedEx,22-08-2025,27-08-2025,146.82,3021
901014,5001983,Blue Dart,17-10-2021,01-11-2021,630.17,11323.5
901015,5002088,UPS,20-09-2025,28-09-2025,351.15,6817.4
901016,5008632,Maersk,12-02-2026,15-02-2026,93.3,1605.1
901017,5002232,DHL Express,06-10-2022,08-10-2022,129.04,2222.6
901018,5008319,FedEx,14-03-2021,12-04-2021,752.12,11966
901019,5001058,FedEx,03-08-2025,10-08-2025,351.95,6586
901020,5002068,fedex,,,684.59,10184.7
901021,5003542,FedEx,24-11-2022,29-11-2022,232.22,3602.5
901022,5002355,Blue Dart,08-02-2024,20-02-2024,506.09,10363.2
901023,5011684,Blue Dart,26-09-2023,09-10-2023,421.21,8489.1
901024,5010641,fedex,07-02-2026,15-02-2026,341.28,6156
901025,5005766,FedEx,,,,1953.1
901026,5009213,Maersk,08-09-2023,24-09-2023,485.86,7744
901027,5002205,fedex,08-10-2025,14-10-2025,267.84,5343.1
901028,5009764,Blue Dart,13-12-2024,20-12-2024,409.35,5926.4
901029,5011912,UPS,22-11-2024,12-02-2024,358.91,6513.4
901030,5002612,Maersk,10-03-2026,28-03-2026,,11966.6
901031,5006261,Maersk,12-09-2023,,,4949.4
901032,5002865,Maersk,15-Mar-25,03-24-2025,446.55,6375.9
901033,5006208,Maersk,06-05-2025,05-21-2025,652.17,9197.7
901034,5007059,FedEx,02-11-2025,11-12-2025,254.32,4909.1
901035,5004934,FedEx,25-01-2023,28-01-2023,186.71,3213.5
901036,5011260,FedEx,01-11-2023,,86.66,1894.4
901037,5004537,Maersk,05-01-2021,18-01-2021,570.3,
901038,5005387,DHL Express,24-05-2024,10-06-2024,,10533.3
901039,5002649,fedex,02-11-2024,06-11-2024,204.81,3177.1
901040,5008544,fedex,15-11-2025,16-11-2025,9.08,6.6
901041,5000345,Maersk,12-10-2023,27-10-2023,499.88,10968.6
901042,5001422,fedex,01-30-2025,04-02-2025,149.39,3618.1
901043,5007535,Blue Dart,,,73.89,1403
901044,5011501,FedEx,,,249.79,4306.9
901045,5002680,DHL,,,,5050.7
901046,5003937,Blue Dart,20-02-2025,03-03-2025,,6612
901047,5000818,FedEx,01-09-2024,20-Sep-24,499.44,7904
901048,5004678,Blue Dart,14-05-2026,,507.73,7350.3
901049,5006728,Blue Dart,25-10-2024,15-11-2024,442.13,9089.4
901050,5010179,fedex,12-05-2026,17-05-2026,,3543.4
901051,5003590,FedEx,23-12-2024,24-12-2024,44.5,564.4
901052,5004188,DHL,22-11-2024,23-11-2024,35.19,438.6
901053,5002827,UPS,08-08-2022,14-08-2022,375.95,5541.6
901054,5002920,DHL Express,04-04-2026,11-04-2026,357.68,5631.9
901055,5009749,DHL,04-01-2024,01-14-2024,335.35,5151.9
901056,5003375,Maersk,29-07-2025,09-08-2025,286.15,6345.4
901057,5010399,FedEx,01-09-2025,08-09-2025,258.86,5150
901058,5011881,DHL Express,11-10-2022,19-10-2022,255.55,3820.7
901059,5001461,fedex,16-04-2024,25-04-2024,530.17,8158.9
901060,5007026,Blue Dart,07-03-2026,24-03-2026,437.19,7785.8
901061,5003574,fedex,17-04-2026,22-04-2026,213.92,3935.5
901062,5001452,UPS,,,583.3,10946.9
901063,5009781,DHL,31-07-2023,07-08-2023,267.91,5403.5
901064,5007676,UPS,24-06-2025,26-06-2025,103.54,1640.7
901065,5007038,DHL Express,,,667.62,9580.1
901066,5009832,Maersk,31-12-2025,01-01-2026,83.99,1365
901067,5006162,FedEx,24-10-2024,01-11-2024,275.69,4676.8
901068,5007245,Blue Dart,23-10-2024,10-24-2024,60.77,
901069,5008421,fedex,01-08-2025,,547.13,8628.1
901070,5011507,Blue Dart,08-09-2021,09-09-2021,22.93,369.3
901071,5006725,fedex,06-07-2026,07-07-2026,61.86,1234.6
901072,5005340,Maersk,03-30-2024,02-04-2024,108.94,2114.8
901073,5006519,Maersk,22-Jul-25,02-08-2025,403.19,6271
901074,5006557,Blue Dart,08-04-2026,16-04-2026,209.03,4341.6
901075,5005124,Maersk,13-10-2021,25-10-2021,305.57,6123.8
901076,5001526,Maersk,14-06-2026,07-07-2026,635,11483.8
901077,5010807,Blue Dart,21-04-2026,25-04-2026,161.71,2503.1
901078,5009109,DHL Express,23-04-2026,02-05-2026,312.11,7359.4
901079,5005944,DHL Express,27-06-2025,02-07-2025,134.29,
901080,5004109,FedEx,14-09-2025,26-09-2025,373.01,7471.3
901081,5009700,FedEx,,,390.95,6637
901082,5002436,DHL Express,07-06-2023,06-16-2023,226.68,4805.4
901083,5008628,fedex,03-Feb-26,05-02-2026,100.21,
901084,5010067,DHL,29-04-2025,01-05-2025,80.93,1743.6
901085,5009823,Maersk,27-09-2025,09-10-2025,439.18,7231.5
901086,5011987,FedEx,01-12-2023,11-12-2023,571.7,8288.7
901087,5007800,DHL Express,04-03-2026,21-Mar-26,610.61,10869.5
901088,5001595,fedex,08-12-2025,15-12-2025,230.32,3906
901089,5008466,fedex,23-Nov-24,07-12-2024,622.06,10706.6
901090,5009720,UPS,22-01-2026,02-02-2026,619.78,8950.6
901091,5003001,DHL,,,462.09,9028.3
901092,5001783,FedEx,12-31-2022,01-13-2023,606.77,10523.2
901093,5007626,Maersk,13-06-2026,14-06-2026,33.55,523
901094,5011607,DHL Express,22-03-2026,31-03-2026,395.03,7325.7
901095,5000163,Blue Dart,12-30-2023,31-12-2023,26.39,248.7
901096,5008355,Maersk,09-05-2025,12-05-2025,125.64,2271.2
901097,5000151,FedEx,09-05-2025,16-05-2025,228.23,3823.2
901098,5003185,DHL,14-07-2023,23-07-2023,305.01,4341.7
901099,5006618,Blue Dart,21-01-2025,22-01-2025,34.25,406.2
901100,5005078,DHL Express,,,332.48,6932.1
901101,5008924,DHL,,,394.35,9028.6
901102,5000089,FedEx,10-07-2026,,308.88,5117.6
901103,5001820,Maersk,20-10-2021,10-27-2021,233.83,3396.4
901104,5003099,FedEx,,,794.91,11775.8
901105,5003121,UPS,28-07-2023,30-07-2023,76.4,1395.3
901106,5005257,DHL,24-01-2024,02-04-2024,267.28,
901107,5000756,Maersk,10-11-2022,22-11-2022,423.34,
901108,5006179,DHL Express,07-Jun-25,11-06-2025,211.08,3483.4
901109,5009918,FedEx,14-03-2025,16-03-2025,126.04,2151.6
901110,5000111,FedEx,25-06-2024,02-07-2024,202.64,3330.3
901111,5000143,DHL,15-05-2024,19-05-2024,95.71,1831.2
901112,5009548,Blue Dart,03-04-2026,05-04-2026,120.1,
901113,5003051,DHL,16-12-2025,12-25-2025,333.05,7654
901114,5004126,UPS,31-12-2024,08-01-2025,245.28,3692.9
901115,5004917,Blue Dart,,,412.82,6323.8
901116,5002620,FedEx,,,267.66,4605.2
901117,5007983,DHL Express,06-07-2026,14-07-2026,319.43,5426.9
901118,5007839,FedEx,12-Jul-24,,534.2,9558.7
901119,5009409,FedEx,05-02-2025,11-02-2025,147.47,3048
901120,5010845,DHL Express,26-12-2024,31-12-2024,246.84,4578.7
901121,5010903,DHL Express,05-05-2026,16-05-2026,581.65,8288.4
901122,5004013,Maersk,29-06-2025,11-07-2025,559.31,10513.5
901123,5009795,fedex,28-07-2026,08-01-2026,157.59,3703.7
901124,5001475,UPS,22-11-2024,03-12-2024,271.93,5264.8
901125,5010573,fedex,20-07-2026,08-08-2026,599.54,9567.4
901126,5000396,Maersk,20-05-2025,28-May-25,291.28,4922
901127,5006171,Maersk,03-07-2025,06-07-2025,137.25,2875.3
901128,5004100,DHL,15-08-2025,08-19-2025,235.66,3947
901129,5002947,FedEx,09-11-2025,26-11-2025,636.4,11723.1
901130,5001582,FedEx,17-02-2024,22-02-2024,278.88,4270.3
901131,5010840,DHL Express,02-04-2024,05-04-2024,142.45,2157.3
901132,5004511,Blue Dart,06-11-2025,20-11-2025,781.04,11239.6
901133,5011596,Blue Dart,,,72.7,1030
901134,5004453,Blue Dart,30-11-2023,20-12-2023,537.36,11256.2
901135,5002375,FedEx,22-07-2026,03-08-2026,653.03,10346
901136,5009437,Maersk,17-12-2023,30-12-2023,392.04,9040.3
901137,5010498,FedEx,08-05-2023,16-May-23,343.71,5920.6
901138,5010431,fedex,31-07-2026,13-Aug-26,519.86,7348.6
901139,5001337,fedex,30-11-2023,19-12-2023,,9537.8
901140,5009123,Maersk,,,233.81,3688.2
901141,5000150,Blue Dart,19-12-2024,30-12-2024,364.94,5265.4
901142,5008328,FedEx,10-19-2025,03-11-2025,682.38,10469.7
901143,5007320,fedex,04-04-2025,22-04-2025,577.18,9921.4
901144,5005582,DHL,26-11-2025,02-12-2025,,5260.4
901145,5001014,Blue Dart,13-03-2025,01-04-2025,,9732.9
901146,5010536,UPS,,,401.69,5751.2
901147,5007443,FedEx,22-06-2023,19-07-2023,633.63,11995.6
901148,5002402,DHL Express,02-12-2021,,259.66,4021.1
901149,5005830,Maersk,07-09-2024,01-10-2024,691.84,11390.3
901150,5007349,Blue Dart,11-02-2024,28-02-2024,424.49,8871.4
901151,5010139,fedex,,,445.22,8239.3
901152,5002813,Blue Dart,19-01-2025,21-01-2025,66.34,1032.4
901153,5000934,DHL Express,11-11-2023,11-22-2023,469.68,9365.3
901154,5005985,fedex,13-12-2025,16-12-2025,162.18,2553.7
901155,5002798,Maersk,12-10-2025,15-12-2025,225.5,4733.9
901156,5009046,DHL,29-03-2026,02-04-2026,133.5,2518.6
901157,5004430,fedex,23-07-2026,25-07-2026,74.64,1580.7
901158,5002391,DHL,29-05-2026,03-06-2026,221.08,5105
901159,5002047,DHL,02-Jun-26,04-06-2026,88.89,1151.8
901160,5000931,fedex,16-07-2025,21-07-2025,182.37,3558.3
901161,5009821,FedEx,03-10-2023,07-10-2023,119.23,1778.8
901162,5011309,Maersk,12-01-2026,17-01-2026,187.66,3196.5
901163,5011328,Blue Dart,26-07-2024,17-08-2024,581.46,9973.8
901164,5002831,UPS,23-12-2025,29-12-2025,140.16,2766
901165,5002164,fedex,29-04-2026,12-05-2026,443.4,10790.3
901166,5008613,Blue Dart,19-02-2026,06-03-2026,522.44,8303.6
901167,5003375,DHL,28-07-2025,12-08-2025,696.68,10151.4
901168,5005384,DHL,18-04-2026,05-11-2026,680.3,11980.4
901169,5006459,Blue Dart,03-07-2023,11-07-2023,167.99,3752.8
901170,5005282,FedEx,12-11-2025,22-12-2025,414,8749.5
901171,5004631,DHL,28-09-2022,09-10-2022,363.59,6445.8
901172,5003519,fedex,21-07-2026,22-07-2026,54.05,1073
901173,5010943,FedEx,23-04-2025,25-04-2025,113.69,1868.8
901174,5002907,Maersk,20-04-2026,25-04-2026,278.2,4187.1
901175,5005820,FedEx,28-04-2024,09-05-2024,430.53,8366.8
901176,5000368,fedex,,,486.37,11132.2
901177,5003342,Maersk,01-05-2026,,53.29,745.4
901178,5005702,FedEx,04-03-2026,05-03-2026,26.51,156
901179,5009584,fedex,20-09-2022,26-09-2022,239.76,3583.8
901180,5006537,Maersk,22-10-2024,01-11-2024,347.03,5936.7
901181,5003377,UPS,05-04-2026,14-04-2026,422.49,6584.6
901182,5001415,DHL Express,,,386.94,5460.1
901183,5005099,UPS,05-27-2024,07-06-2024,457.37,8433.1
901184,5007992,DHL,15-02-2026,26-02-2026,465.42,7459.3
901185,5004255,Maersk,12-02-2024,13-02-2024,52.72,656.7
901186,5011138,UPS,05-10-2025,07-10-2025,,1553.3
901187,5007575,DHL Express,15-03-2023,04-01-2023,590.47,11659.2
901188,5008209,fedex,05-10-2026,18-05-2026,,5614.1
901189,5004579,FedEx,12-03-2021,,143.61,2753.3
901190,5000965,DHL Express,21-07-2026,06-08-2026,525.87,9538.3
901191,5004230,Maersk,07-02-2025,12-02-2025,147.77,2397.9
901192,5008934,Maersk,24-03-2023,01-04-2023,332.57,6413.6
901193,5000115,fedex,15-07-2024,05-08-2024,583.61,10323.8
901194,5000508,Blue Dart,09-07-2025,18-07-2025,255.37,4495.2
901195,5004897,DHL,13-04-2024,14-04-2024,70.69,856.4
901196,5007457,fedex,03-07-2026,15-07-2026,361.27,6839.9
901197,5005292,fedex,22-09-2025,,424.27,6396.4
901198,5001826,Blue Dart,06-07-2025,25-07-2025,374.16,8084.4
901199,5005749,fedex,07-Aug-25,,31.49,693.8
901200,5005793,Maersk,17-01-2026,25-01-2026,207,
901201,5001151,DHL,29-09-2020,30-09-2020,60.01,940.8
901202,5005067,Blue Dart,13-03-2022,23-03-2022,433.59,7043.6
901203,5005349,DHL Express,28-07-2026,08-06-2026,524.18,7718
901204,5011637,UPS,07-05-2022,18-05-2022,503.73,10121.7
901205,5005104,fedex,30-12-2025,02-Jan-26,96.53,1554.3
901206,5009650,Blue Dart,,,376.11,5363.6
901207,5011574,DHL,22-04-2024,24-04-2024,76.37,1155.8
901208,5000153,FedEx,27-08-2025,05-09-2025,315.62,7090.4
901209,5000030,fedex,04-04-2024,13-04-2024,354.93,6075.9
901210,5008492,FedEx,,,370.6,6864.1
901211,5004732,FedEx,29-02-2024,07-03-2024,151.67,3160.1
901212,5010816,Blue Dart,01-11-2025,13-11-2025,,4981.7
901213,5011963,fedex,15-07-2023,20-07-2023,208.29,3847.8
901214,5002187,DHL Express,11-09-2025,,351.9,5205.6
901215,5008538,Blue Dart,01-07-2025,16-07-2025,322.25,7702.3
901216,5003795,UPS,01-10-2025,07-10-2025,197.99,3786
901217,5008385,FedEx,16-Feb-25,12-03-2025,765.1,11484.6
901218,5010475,Maersk,,,499.49,10643.6
901219,5000083,Blue Dart,04-02-2024,19-Feb-24,654.63,11119.5
901220,5011925,Blue Dart,14-03-2025,17-03-2025,110.77,1972.5
901221,5006655,fedex,10-18-2025,21-10-2025,125.58,1779.5
901222,5004623,UPS,08-10-2025,20-10-2025,364.12,8008.2
901223,5008342,UPS,,,680.27,11094.6
901224,5003208,UPS,22-11-2024,03-12-2024,476.14,8556.9
901225,5008285,UPS,05-03-2026,09-03-2026,116.18,2368.8
901226,5010931,DHL Express,,,420.18,9933.9
901227,5009035,DHL Express,02-08-2026,05-08-2026,98.74,2086.2
901228,5001902,DHL Express,31-07-2026,17-Aug-26,543,7915.3
901229,5009638,UPS,22-06-2022,12-07-2022,678.23,11925.4
901230,5005991,fedex,22-05-2024,28-05-2024,186.51,3485.6
901231,5002622,Maersk,09-12-2021,,484.76,9366.1
901232,5011740,DHL,15-04-2026,25-04-2026,455.88,7244.7
901233,5003195,DHL,23-Oct-24,24-10-2024,34.83,361.3
901234,5011759,Blue Dart,22-12-2024,24-12-2024,137.76,2232.8
901235,5001936,FedEx,05-02-2026,24-02-2026,428.66,8234.7
901236,5001254,DHL,06-03-2024,20-03-2024,702.35,10412
901237,5007868,UPS,06-06-2023,09-06-2023,136.66,2316.2
901238,5001670,DHL,22-11-2025,05-12-2025,298.56,6279.6
901239,5006243,DHL,08-11-2025,09-11-2025,65.7,854.6
901240,5000891,FedEx,17-10-2025,18-10-2025,39.6,813.9
901241,5002947,fedex,10-Nov-25,15-11-2025,172.55,2298
901242,5001028,FedEx,01-10-2024,14-10-2024,685.93,10770.6
901243,5008029,DHL,02-08-2022,23-08-2022,446.17,10320
901244,5003699,DHL Express,01-06-2026,15-06-2026,394.95,6118.3
901245,5003331,Maersk,27-03-2025,02-04-2025,392.47,5632.5
901246,5007557,FedEx,,,149.5,2903.4
901247,5010239,UPS,18-01-2026,07-02-2026,436.11,8442.6
901248,5003132,Maersk,18-06-2024,21-06-2024,185.53,2674.5
901249,5001927,FedEx,20-11-2023,25-11-2023,350.9,4993.4
901250,5005175,fedex,14-11-2023,26-11-2023,625.65,9059.3
901251,5006588,DHL Express,18-01-2026,02-03-2026,411.55,9925.9
901252,5000828,Maersk,15-02-2025,22-02-2025,369.61,6257.6
901253,5001443,DHL,16-02-2025,25-Feb-25,420.6,7854.2
901254,5005605,Blue Dart,29-05-2024,11-Jun-24,715.8,10846.1
901255,5001835,Blue Dart,,,52.62,
901256,5006794,Blue Dart,07-04-2026,17-04-2026,364.85,
901257,5008263,Maersk,07-09-2021,08-09-2021,35.6,617.5
901258,5005045,fedex,17-10-2022,29-10-2022,,5642.1
901259,5007303,DHL,15-10-2025,28-10-2025,718.72,11897.8
901260,5010165,fedex,20-09-2024,,86.31,
901261,5000892,DHL Express,19-02-2023,25-02-2023,338.4,5052.1
901262,5007117,Maersk,21-09-2025,23-09-2025,84.08,1178.9
901263,5007612,Maersk,,,136.2,2800.1
901264,5002013,fedex,,,365.1,8423.4
901265,5005344,Blue Dart,03-11-2025,22-11-2025,474.6,9651.9
901266,5010778,DHL Express,12-07-2024,25-07-2024,626.25,8804.5
901267,5006781,DHL,,,485.02,9566.3
901268,5004228,DHL,22-09-2025,26-09-2025,119.08,2059
901269,5003194,FedEx,,,401.59,6250.4
901270,5009498,FedEx,10-07-2024,28-07-2024,505.9,10136.1
901271,5011761,fedex,13-02-2023,22-02-2023,447.32,6697.8
901272,5003695,Maersk,08-04-2023,25-04-2023,587.58,9777.9
901273,5010642,FedEx,17-01-2023,19-01-2023,91.15,2084.1
901274,5001919,DHL,23-07-2023,04-08-2023,367.96,6701.5
901275,5011129,DHL,,,,2020.9
901276,5011108,UPS,,,30.06,460.9
901277,5010769,DHL Express,20-11-2025,25-11-2025,178.99,3174.1
901278,5008158,Maersk,15-09-2023,06-Oct-23,790.57,11916.2
901279,5005540,Blue Dart,05-19-2026,22-05-2026,55.11,1215.2
901280,5007620,DHL Express,21-09-2022,25-09-2022,,3072.2
901281,5001698,DHL,05-11-2026,25-05-2026,515.98,8841.1
901282,5010913,DHL,,,381.39,8997.2
901283,5008077,DHL Express,27-10-2025,06-11-2025,,7657.2
901284,5010101,FedEx,28-Jan-26,02-11-2026,579.23,9210.9
901285,5005657,fedex,12-03-2026,30-03-2026,527.65,10438
901286,5003863,Maersk,17-03-2025,25-03-2025,402.35,6478
901287,5009738,Maersk,01-10-2026,,693.1,10285.6
901288,5007671,Blue Dart,21-03-2026,22-03-2026,101.91,
901289,5011140,DHL Express,07-08-2024,,520.97,8023.6
901290,5007960,Blue Dart,03-27-2022,11-04-2022,722.57,
901291,5004717,Blue Dart,,,667.27,9934.3
901292,5007996,Blue Dart,14-07-2026,20-07-2026,194.92,
901293,5007876,UPS,05-11-2024,08-11-2024,108.33,2616
901294,5009780,FedEx,30-06-2024,07-07-2024,385.59,6003
901295,5011803,DHL Express,29-07-2025,22-08-2025,542.77,11329.3
901296,5006893,DHL,,,201.01,3064.9
901297,5002302,FedEx,09-05-2024,24-05-2024,439.03,6184.9
901298,5004681,fedex,10-09-2025,17-Sep-25,270.34,5236.5
901299,5008440,FedEx,16-03-2025,26-03-2025,437.66,6192.8
901300,5000686,DHL Express,04-08-2026,12-08-2026,302.4,5196
901301,5001315,DHL,08-03-2026,15-03-2026,292.17,4526.6
901302,5002013,DHL,26-01-2026,02-02-2026,237.86,3650
901303,5006508,DHL Express,24-12-2024,12-01-2025,566.58,8374.2
901304,5004841,fedex,28-09-2025,08-10-2025,305.02,
901305,5008223,Blue Dart,22-12-2025,23-12-2025,29.56,404.3
901306,5006557,fedex,08-04-2026,09-04-2026,55.51,732.2
901307,5001439,UPS,27-07-2025,30-07-2025,99.9,1983.6
901308,5004883,Maersk,13-01-2026,01-02-2026,550.05,9637.6
901309,5003261,FedEx,19-Nov-25,11-12-2025,759.28,11414.3
901310,5002387,UPS,11-06-2021,21-06-2021,574.86,8141.7
901311,5011162,FedEx,06-10-2024,17-10-2024,265.54,5171.3
901312,5006202,UPS,18-02-2026,28-02-2026,448.5,
901313,5001401,fedex,31-07-2023,05-08-2023,279.96,4274.3
901314,5009163,Blue Dart,23-Jun-22,29-06-2022,268.05,4274.7
901315,5010317,DHL Express,22-11-2025,,797.8,11808.2
901316,5010008,DHL Express,24-06-2026,06-07-2026,227.65,5336.7
901317,5003556,fedex,20-09-2025,07-10-2025,408.33,8475.2
901318,5008974,fedex,02-09-2024,09-09-2024,203.36,4374.9
901319,5007226,Maersk,31-07-2025,06-08-2025,188.15,
901320,5002561,Blue Dart,06-01-2023,23-01-2023,387.57,8163.3
901321,5004499,DHL Express,26-04-2026,08-05-2026,607.94,9363.7
901322,5009081,DHL,20-11-2025,21-11-2025,20.89,161.6
