order_id,customer_id,warehouse_id,order_date,ship_date,order_status,order_total,Column1
5002037,302018,506,11-02-2026,12-02-2026,Delivered,154495.21,
5002038,302060,516,23-12-2021,24-12-2021,Delivered,30412.86,
5002039,302363,523,07-07-2025,15-07-2025,Shipped,28465.86,
5002040,301641,506,14-11-2025,21-11-2025,Returned,258823.61,
5002041,302455,518,14-08-2024,23-08-2024,SHIPPED,34530.25,
5002042,302939,528,21-03-2023,23-03-2023,pending ,,
5002043,300542,507,04-07-2025,,Delivered,39767.69,
5002044,300694,525,12-11-2025,,Returned,124458.96,
5002045,301689,522,13-04-2024,14-04-2024,SHIPPED,47079.72,
5002046,302216,526,16-08-2025,25-08-2025,Cancelled,124152.46,
5002047,302739,518,28-05-2026,06-06-2026,Pending,22243.28,
5002048,300956,519,01-30-2025,05-02-2025,Cancelled,40055.35,
5002049,302998,529,22-09-2024,28-09-2024,Delivered,1350.5,
5002050,302098,529,22-04-2023,04-05-2023,pending ,48061.62,
5002051,301608,514,18-07-2026,29-07-2026,Delivered,98754.95,
5002052,300054,519,22-05-2024,24-05-2024,delivered,5114.39,
5002053,300644,519,19-02-2023,01-03-2023,Pending,80627.21,
5002054,300457,532,01-10-2025,01-10-2025,SHIPPED,46172.91,
5002055,300182,502,30-08-2023,05-09-2023,pending ,69089.28,
5002056,302057,520,28-07-2024,02-08-2024,Pending,12042.97,
5002057,302362,536,02-02-2025,06-02-2025,Returned,29529.81,
5002058,302957,522,09-12-2025,,SHIPPED,143221.27,
5002059,300794,513,03-11-2025,09-11-2025,Delivered,110729.5,
5002060,302143,517,01-03-2022,09-Mar-22,delivered,,
5002061,300923,536,28-09-2025,01-10-2025,Cancelled,10870.85,
5002062,300091,502,21-05-2026,30-05-2026,Returned,16647.47,
5002063,302890,532,10-03-2024,10-03-2024,Cancelled,2699.47,
5002064,300978,521,18-02-2023,27-02-2023,Returned,37093.75,
5002065,301422,506,20-08-2024,23-08-2024,Shipped,135805.28,
5002066,301247,520,01-25-2026,30-01-2026,Pending,129588.9,
5002067,300188,513,17-07-2026,27-07-2026,SHIPPED,38376.34,
5002068,301832,522,09-07-2025,07-09-2025,pending ,-996.73,
5002069,302610,525,04-01-2026,14-01-2026,Cancelled,41310.38,
5002070,300890,505,16-02-2025,02-20-2025,Shipped,83076.19,
5002071,301780,515,15-06-2026,20-06-2026,Returned,106762.03,
5002072,302083,511,09-04-2026,13-04-2026,delivered,90728.57,
5002073,300308,534,25-08-2025,01-09-2025,pending ,160558.77,
5002074,300832,525,27-Nov-21,03-12-2021,Shipped,1804.18,
5002075,302440,520,20-05-2023,,Delivered,141246.98,
5002076,302984,510,17-03-2026,27-03-2026,delivered,31648.84,
5002077,302460,528,13-02-2026,20-02-2026,pending ,48313.09,
5002078,301957,525,10-29-2024,29-10-2024,pending ,16684.38,
5002079,300498,523,23-06-2024,26-06-2024,Delivered,50561.59,
5002080,300524,511,24-04-2025,29-04-2025,SHIPPED,18020.02,
5002081,301401,537,12-08-2025,22-08-2025,Pending,53365.57,
5002082,301861,517,02-23-2025,27-02-2025,Cancelled,22938.24,
5002083,302479,524,15-12-2025,20-12-2025,Pending,60122.82,
5002084,300743,504,28-03-2025,01-04-2025,Returned,908.52,
5002085,302028,523,22-01-2024,02-02-2024,Delivered,113608.98,
5002086,300279,525,21-May-26,30-05-2026,delivered,79706.63,
5002087,302961,534,13-12-2022,18-12-2022,Returned,49442.89,
5002088,302669,515,17-09-2025,,pending ,67919.05,
5002089,302937,536,03-10-2024,10-07-2024,Delivered,,
5002090,300639,517,14-06-2024,22-06-2024,SHIPPED,,
5002091,302112,525,04-08-2025,14-08-2025,Delivered,,
5002092,302209,529,19-06-2026,23-06-2026,Returned,66676.81,
5002093,301799,530,21-03-2026,26-03-2026,pending ,76043.7,
5002094,302200,522,19-03-2025,20-03-2025,Shipped,106356.12,
5002095,302003,525,21-09-2025,22-09-2025,pending ,8292.72,
5002096,300809,519,20-10-2024,,Cancelled,,
5002097,300309,508,02-06-2026,08-06-2026,SHIPPED,110593.07,
5002098,300695,526,13-05-2025,21-05-2025,SHIPPED,49379.27,
5002099,301965,526,09-07-2026,20-Jul-26,Pending,44649.85,
5002100,300516,532,23-07-2025,31-Jul-25,Shipped,68851.55,
5002101,301608,506,20-10-2024,28-10-2024,Pending,,
5002102,301368,535,04-24-2024,26-04-2024,Delivered,35613.03,
5002103,300107,513,26-11-2025,27-11-2025,Returned,44800.23,
5002104,301398,509,10-02-2023,17-02-2023,Shipped,,
5002105,300269,521,16-12-2022,18-12-2022,Shipped,62776.05,
5002106,302318,506,03-09-2023,15-09-2023,SHIPPED,26849.15,
5002107,301869,528,10-07-2024,19-07-2024,SHIPPED,52752.69,
5002108,301220,516,15-02-2025,18-02-2025,delivered,105037.76,
5002109,301321,515,02-12-2022,05-12-2022,Pending,14827.52,
5002110,300363,507,24-04-2022,28-04-2022,Shipped,,
5002111,301197,538,14-06-2026,19-06-2026,pending ,101227.39,
5002112,301931,515,17-06-2021,29-06-2021,Pending,63914.78,
5002113,301515,513,31-05-2026,01-06-2026,Cancelled,52347.41,
5002114,301351,524,14-03-2023,17-03-2023,Cancelled,,
5002115,301790,528,06-05-2026,16-05-2026,Returned,90246.64,
5002116,302947,538,15-Mar-25,16-03-2025,Cancelled,,
5002117,300542,527,30-06-2026,12-07-2026,SHIPPED,19813.2,
5002118,302907,502,08-03-2026,17-03-2026,Pending,34900.47,
5002119,300313,540,17-01-2024,21-01-2024,delivered,64470.07,
5002120,300206,539,09-03-2026,17-03-2026,pending ,,
5002121,300551,508,09-06-2026,09-06-2026,Delivered,34177.75,
5002122,300430,501,18-07-2025,30-07-2025,delivered,25843.04,
5002123,301221,528,31-01-2026,08-Feb-26,Delivered,17028.13,
5002124,300973,520,05-29-2021,29-05-2021,Returned,65324.51,
5002125,301721,502,19-11-2025,11-30-2025,Cancelled,57844.61,
5002126,300985,501,18-12-2025,25-12-2025,Shipped,15001.54,
5002127,301410,537,29-06-2025,09-07-2025,Pending,21876.24,
5002128,302368,531,10-10-2021,11-10-2021,Delivered,97859.3,
5002129,302467,516,13-05-2022,14-05-2022,Pending,144.24,
5002130,300075,537,14-04-2025,24-04-2025,Delivered,94730.28,
5002131,300306,534,14-09-2025,,delivered,37415.47,
5002132,302711,527,17-06-2022,,Cancelled,2982.95,
5002133,302493,524,24-05-2025,27-05-2025,pending ,81548.92,
5002134,300851,504,10-07-2024,,Delivered,97508,
5002135,300478,513,22-02-2023,06-03-2023,Delivered,45520.59,
5002136,301470,512,26-10-2022,31-10-2022,Returned,,
5002137,302774,535,14-01-2025,22-01-2025,Delivered,,
5002138,301231,532,03-09-2025,,delivered,53744.7,
5002139,301322,507,07-07-2025,07-16-2025,Delivered,31488.15,
5002140,301364,529,25-06-2026,05-07-2026,Shipped,74351.4,
5002141,302623,514,04-12-2025,13-12-2025,Shipped,30043.5,
5002142,302842,526,11-18-2025,11-28-2025,SHIPPED,42588.72,
5002143,302174,517,19-05-2021,22-05-2021,Delivered,83336.25,
5002144,302109,534,04-04-2026,06-04-2026,delivered,49547.72,
5002145,301983,513,20-Aug-24,28-Aug-24,pending ,32812.54,
5002146,300845,506,30-07-2025,04-08-2025,SHIPPED,70388.36,
5002147,302322,520,14-10-2024,17-10-2024,pending ,22257.03,
5002148,302258,513,26-07-2025,26-07-2025,Shipped,,
5002149,301122,521,09-02-2023,10-02-2023,SHIPPED,102373.95,
5002150,300308,503,16-10-2025,,delivered,148669.83,
5002151,301247,509,04-12-2023,14-12-2023,Delivered,23907.31,
5002152,302971,521,11-05-2025,16-05-2025,SHIPPED,,
5002153,300599,524,24-12-2023,28-12-2023,pending ,64858.77,
5002154,300251,504,08-10-2022,08-20-2022,Shipped,89193.89,
5002155,302033,508,03-10-2024,07-10-2024,Returned,12069.47,
5002156,302882,539,02-08-2023,07-Aug-23,Shipped,112469.53,
5002157,300540,525,15-10-2025,21-10-2025,Shipped,63271.22,
5002158,302879,501,12-07-2021,14-07-2021,Delivered,176270.87,
5002159,300503,530,02-01-2025,08-01-2025,SHIPPED,26489.67,
5002160,302665,516,18-06-2026,26-06-2026,Cancelled,92374.42,
5002161,301591,520,26-05-2026,29-05-2026,Pending,2544.9,
5002162,300718,533,10-04-2026,,Delivered,,
5002163,301286,533,15-04-2022,26-04-2022,delivered,,
5002164,302991,524,28-04-2026,,Returned,100490.04,
5002165,300663,505,17-11-2025,20-11-2025,pending ,35543.05,
5002166,302015,506,07-08-2024,,Pending,66203.79,
5002167,301913,508,02-04-2025,07-04-2025,delivered,11455.53,
5002168,301887,533,23-03-2025,03-04-2025,delivered,183601.67,
5002169,300374,520,28-05-2026,08-06-2026,SHIPPED,57585.48,
5002170,301049,521,28-10-2024,10-29-2024,Pending,85980.16,
5002171,301084,531,12-04-2026,22-04-2026,Delivered,67016.22,
5002172,300635,530,29-02-2024,06-03-2024,Returned,28429.47,
5002173,300597,520,23-08-2023,30-08-2023,Shipped,,
5002174,301192,525,06-03-2026,11-03-2026,Pending,89.27,
5002175,301150,515,25-11-2023,,Shipped,221266.43,
5002176,301154,520,30-04-2025,02-05-2025,pending ,,
5002177,302057,524,31-10-2023,09-11-2023,pending ,89260.14,
5002178,300097,528,14-11-2023,18-11-2023,pending ,7250.46,
5002179,302510,529,29-07-2026,03-08-2026,Returned,67051.92,
5002180,300319,514,08-03-2025,15-03-2025,SHIPPED,106123.82,
5002181,301851,529,13-01-2025,16-01-2025,Delivered,,
5002182,300165,508,16-06-2024,25-06-2024,Delivered,,
5002183,302696,512,18-Jul-25,19-07-2025,Delivered,174090.7,
5002184,303000,510,16-08-2023,27-08-2023,Cancelled,24422.99,
5002185,300965,509,09-09-2025,17-09-2025,Shipped,24125.17,
5002186,301665,528,30-07-2024,10-08-2024,pending ,332.83,
5002187,301260,520,11-09-2025,17-09-2025,Shipped,190769.35,
5002188,302473,538,07-11-2025,08-Nov-25,pending ,92080.51,
5002189,300526,538,29-03-2025,01-04-2025,delivered,58714.13,
5002190,302113,501,21-Oct-25,25-10-2025,Returned,208464.6,
5002191,301389,535,04-04-2025,08-04-2025,Cancelled,,
5002192,301827,518,31-08-2023,08-09-2023,Delivered,224121.29,
5002193,301463,530,11-02-2026,12-02-2026,pending ,150731.22,
5002194,302166,520,30-Nov-24,30-11-2024,Returned,80258.09,
5002195,300697,520,27-01-2024,03-02-2024,SHIPPED,85156.32,
5002196,301753,519,06-10-2021,18-10-2021,pending ,,
5002197,300479,535,16-10-2024,22-10-2024,pending ,24483.52,
5002198,302641,519,06-12-2024,13-12-2024,Returned,20251.33,
5002199,301536,509,07-03-2025,10-03-2025,Shipped,70754.85,
5002200,302624,534,09-05-2025,15-05-2025,Shipped,81183.13,
5002201,300875,518,14-02-2026,24-02-2026,pending ,30102.79,
5002202,302609,530,03-Jul-24,14-07-2024,Returned,15230.39,
5002203,302585,524,18-06-2026,21-06-2026,Shipped,35832.52,
5002204,301074,510,09-10-2024,14-10-2024,delivered,44942.42,
5002205,301565,509,08-10-2025,13-10-2025,Pending,128380.61,
5002206,301338,532,23-09-2025,03-10-2025,Pending,118917.79,
5002207,302663,520,02-08-2023,14-08-2023,pending ,67099.15,
5002208,301261,533,25-12-2021,01-06-2022,Shipped,40941.26,
5002209,300015,519,02-01-2025,08-01-2025,Pending,131388.97,
5002210,302925,507,10-01-2023,18-Jan-23,pending ,,
5002211,300950,511,20-12-2025,20-12-2025,Shipped,43380.56,
5002212,302347,525,05-10-2024,14-10-2024,SHIPPED,28157.67,
5002213,302984,503,13-07-2025,22-07-2025,delivered,100825.46,
5002214,302216,517,29-Aug-25,03-09-2025,Returned,25638.15,
5002215,300296,502,22-03-2024,03-Apr-24,pending ,37401.93,
5002216,301655,520,24-02-2025,08-03-2025,Pending,39068.46,
5002217,300396,508,15-06-2025,22-06-2025,pending ,180062.94,
5002218,302418,537,15-06-2024,20-06-2024,Shipped,29970.61,
5002219,301109,514,27-Jul-26,29-07-2026,Returned,116886.41,
5002220,300889,503,04-01-2023,11-01-2023,Returned,260652.14,
5002221,302531,522,04-Apr-26,13-04-2026,Returned,1724.18,
5002222,300674,526,18-03-2026,,SHIPPED,21084.14,
5002223,302831,534,16-12-2025,19-12-2025,Delivered,,
5002224,300484,505,09-12-2022,09-12-2022,Cancelled,50594.68,
5002225,302170,524,15-Aug-25,17-08-2025,Delivered,2409.83,
5002226,301105,534,24-01-2023,30-01-2023,Returned,121909.79,
5002227,301142,540,31-10-2024,04-11-2024,Shipped,3125.62,
5002228,302921,527,07-03-2024,18-03-2024,Returned,93421.76,
5002229,300532,538,08-06-2025,18-06-2025,Pending,47651.72,
5002230,300495,525,02-06-2023,08-06-2023,Delivered,,
5002231,301278,525,08-06-2026,10-06-2026,delivered,50551.67,
5002232,301080,506,01-10-2022,01-10-2022,pending ,171113.81,
5002233,301905,503,01-06-2026,11-06-2026,Delivered,-14325.91,
5002234,301353,514,07-06-2024,19-Jun-24,Pending,27428.51,
5002235,301124,518,07-04-2026,19-04-2026,delivered,120897.11,
5002236,300354,538,16-09-2021,22-09-2021,Cancelled,100144.55,
5002237,300721,526,29-12-2024,30-Dec-24,delivered,76810.81,
5002238,300468,523,17-10-2024,19-10-2024,SHIPPED,67594.27,
5002239,302445,509,29-01-2025,31-01-2025,delivered,3286.65,
5002240,301011,517,09-05-2024,16-05-2024,SHIPPED,49776.08,
5002241,300355,526,12-06-2023,13-12-2023,delivered,8583.45,
5002242,302134,534,25-06-2026,28-06-2026,Cancelled,26099.98,
5002243,302716,504,05-04-2024,16-04-2024,SHIPPED,,
5002244,302604,523,21-Dec-22,30-12-2022,SHIPPED,,
5002245,301567,534,24-05-2026,,pending ,72276.7,
5002246,302412,527,13-03-2024,13-03-2024,pending ,7726.5,
5002247,301494,540,29-12-2024,04-Jan-25,Delivered,0,
5002248,302535,536,19-06-2022,,pending ,120069.48,
5002249,300357,510,28-09-2024,01-10-2024,Pending,90125.54,
5002250,302044,515,21-May-25,31-05-2025,Returned,3998.53,
5002251,302338,517,13-11-2025,19-11-2025,Cancelled,39382.45,
5002252,301619,533,08-07-2026,20-07-2026,Pending,144989.77,
5002253,302110,540,22-03-2024,31-03-2024,SHIPPED,5713.74,
5002254,300309,502,25-03-2026,02-04-2026,Returned,57647.01,
5002255,300080,514,16-11-2024,27-11-2024,Returned,,
5002256,301349,509,31-03-2026,05-Apr-26,Cancelled,71716.22,
5002257,300549,512,12-20-2025,22-12-2025,Cancelled,,
5002258,300599,504,18-12-2023,24-12-2023,Pending,172756.89,
5002259,302322,529,31-May-26,01-06-2026,Shipped,52131.84,
5002260,301729,535,01-08-2023,13-08-2023,delivered,21748.04,
5002261,300436,513,16-09-2025,09-22-2025,pending ,86470.04,
5002262,301326,537,23-12-2022,03-01-2023,Shipped,92235.06,
5002263,302787,533,16-02-2022,18-02-2022,Cancelled,2139.45,
5002264,302349,538,05-07-2024,13-07-2024,delivered,16930.02,
5002265,300223,527,20-07-2025,26-07-2025,delivered,40030.72,
5002266,300260,530,14-07-2025,20-07-2025,Shipped,47297.03,
5002267,302446,527,26-02-2025,04-Mar-25,Returned,2552.59,
5002268,301255,537,25-06-2024,30-06-2024,Cancelled,113649.3,
5002269,301845,518,15-12-2020,25-12-2020,SHIPPED,85339.11,
5002270,300637,513,17-11-2023,24-11-2023,Returned,172406.91,
5002271,300606,510,04-08-2025,06-08-2025,pending ,102209.64,
5002272,300786,506,21-07-2025,02-08-2025,Returned,41322.79,
5002273,301818,507,10-09-2025,11-09-2025,delivered,81062.59,
5002274,302214,536,21-02-2023,01-03-2023,pending ,111756.36,
5002275,300415,520,26-07-2021,06-08-2021,delivered,96791.63,
5002276,302664,513,15-03-2025,26-03-2025,pending ,114.95,
5002277,300319,525,03-09-2025,21-03-2025,Shipped,,
5002278,302874,517,06-12-2024,09-12-2024,Pending,134327.67,
5002279,301326,507,02-11-2023,08-11-2023,Pending,213955.99,
5002280,300134,535,01-06-2025,11-06-2025,delivered,58343.62,
5002281,302258,503,04-06-2026,12-06-2026,Shipped,24362.66,
5002282,302762,527,19-05-2026,29-05-2026,Shipped,,
5002283,301750,512,19-02-2026,02-23-2026,delivered,32351.02,
5002284,301020,527,26-07-2026,29-07-2026,SHIPPED,83843.88,
5002285,300455,527,03-12-2024,07-12-2024,SHIPPED,68203.29,
5002286,300045,518,17-12-2024,24-12-2024,Cancelled,22420.99,
5002287,301567,506,31-05-2025,06-11-2025,Cancelled,10985.1,
5002288,300320,507,04-08-2024,12-08-2024,Delivered,14595.05,
5002289,302716,525,13-Jul-26,20-07-2026,Pending,64267.56,
5002290,300216,506,13-05-2024,15-05-2024,SHIPPED,125117.39,
5002291,301818,521,23-05-2026,31-05-2026,Returned,,
5002292,300059,508,01-08-2026,03-08-2026,Shipped,,
5002293,301856,521,02-12-2025,06-12-2025,Returned,50959.06,
5002294,302892,535,19-Feb-24,23-Feb-24,pending ,11878.65,
5002295,301378,523,18-01-2023,27-01-2023,Shipped,17662.05,
5002296,301057,523,03-31-2023,12-04-2023,SHIPPED,14881.75,
5002297,302774,504,29-12-2025,03-01-2026,Cancelled,23194.57,
5002298,300475,510,28-09-2025,04-10-2025,Returned,30404.63,
5002299,300831,535,16-11-2025,26-11-2025,pending ,,
5002300,301910,516,03-11-2025,11-11-2025,Pending,47468.17,
5002301,300581,518,17-05-2023,28-05-2023,Pending,42806.46,
5002302,302059,507,05-May-24,17-05-2024,Cancelled,,
5002303,302609,539,19-05-2025,24-05-2025,delivered,73611.05,
5002304,300196,537,24-07-2024,29-07-2024,Returned,-21212.84,
5002305,302205,516,30-10-2025,30-10-2025,Pending,94035,
5002306,302133,521,07-03-2025,11-03-2025,Returned,,
5002307,300899,520,27-08-2023,07-09-2023,delivered,14117.22,
5002308,301034,503,02-09-2024,09-09-2024,delivered,2877.9,
5002309,302026,503,05-11-2023,17-11-2023,pending ,13532.15,
5002310,302608,530,09-10-2025,22-09-2025,pending ,43164.06,
5002311,301766,515,28-08-2025,,pending ,4843.44,
5002312,302337,539,19-06-2026,20-06-2026,SHIPPED,272143.71,
5002313,302884,523,08-07-2025,09-07-2025,pending ,1306.67,
5002314,300695,518,17-02-2025,23-02-2025,Shipped,,
5002315,302045,533,08-05-2022,10-05-2022,Shipped,166891.53,
5002316,302868,540,06-22-2024,,Delivered,217266.73,
5002317,300263,520,14-04-2024,24-04-2024,Delivered,129145.25,
5002318,302902,524,21-08-2025,24-08-2025,Returned,97254.55,
5002319,302512,523,08-09-2025,20-09-2025,Returned,66829.13,
5002320,301162,525,05-01-2023,08-01-2023,Returned,,
5002321,302992,522,13-03-2024,13-03-2024,Cancelled,18727.79,
5002322,300218,509,11-Jul-25,14-07-2025,SHIPPED,48679.23,
5002323,302711,517,26-07-2025,06-08-2025,Cancelled,38617.45,
5002324,301500,537,04-07-2026,08-Jul-26,pending ,69886.32,
5002325,302562,514,06-06-2024,16-06-2024,Delivered,10024.48,
5002326,302882,508,01-12-2025,03-12-2025,Shipped,15136.77,
5002327,301569,502,03-04-2026,13-04-2026,Shipped,22227.08,
5002328,302164,530,26-06-2025,06-07-2025,Delivered,87837.89,
5002329,302229,510,23-05-2023,26-05-2023,SHIPPED,75835.36,
5002330,302365,531,25-03-2026,06-04-2026,delivered,5014.79,
5002331,301843,521,10-05-2026,15-05-2026,Shipped,,
5002332,300285,523,28-12-2022,09-Jan-23,Cancelled,130832.6,
5002333,302425,526,28-03-2026,09-04-2026,Returned,8876.52,
5002334,302552,504,01-10-2022,08-10-2022,Returned,,
5002335,301314,539,24-09-2021,,Cancelled,49389.14,
5002336,302549,524,05-07-2025,07-07-2025,Cancelled,59183.73,
5002337,302519,516,11-10-2024,21-10-2024,Shipped,70228.21,
5002338,300101,531,17-06-2024,20-Jun-24,delivered,31520.96,
5002339,300887,535,07-12-2024,09-12-2024,SHIPPED,31009.77,
5002340,302135,537,23-03-2026,26-03-2026,delivered,30706.9,
5002341,302968,512,11-01-2025,,delivered,77997.44,
5002342,302780,520,30-09-2024,08-10-2024,Pending,,
5002343,300017,518,19-02-2024,20-02-2024,pending ,181731.34,
5002344,300058,509,25-11-2024,06-12-2024,Delivered,49894.48,
5002345,300549,517,09-03-2025,19-03-2025,Cancelled,1256.95,
5002346,302352,502,01-22-2023,25-01-2023,Cancelled,,
5002347,302622,509,11-04-2025,12-04-2025,pending ,48896.81,
5002348,300706,522,20-02-2026,27-02-2026,Shipped,,
5002349,300638,514,29-Nov-25,09-12-2025,Cancelled,54911.2,
5002350,300852,512,03-10-2024,04-10-2024,Pending,,
5002351,300484,532,12-04-2023,14-04-2023,delivered,,
5002352,302364,523,05-04-2026,15-04-2026,SHIPPED,54716.45,
5002353,301436,511,20-03-2025,22-03-2025,Delivered,,
5002354,302390,520,20-02-2026,21-02-2026,Cancelled,85014.85,
5002355,301799,513,06-02-2024,18-02-2024,Pending,8633.71,
5002356,301429,519,23-04-2025,28-04-2025,pending ,35842.96,
5002357,301790,538,31-05-2025,10-06-2025,Delivered,91637.06,
5002358,301318,536,22-04-2024,27-Apr-24,SHIPPED,201795.82,
5002359,301148,505,21-12-2025,30-12-2025,Pending,178779.78,
5002360,301358,533,02-09-2023,06-09-2023,SHIPPED,139739.3,
5002361,302501,540,24-04-2025,05-05-2025,Returned,61312.29,
5002362,302821,527,26-11-2025,07-12-2025,Pending,92661.39,
5002363,302067,503,09-01-2025,10-01-2025,delivered,,
5002364,300001,502,27-08-2022,29-08-2022,Delivered,,
5002365,300715,519,16-02-2025,22-02-2025,Pending,20691.15,
5002366,302018,516,03-17-2025,28-03-2025,Returned,53878.41,
5002367,302418,506,02-04-2026,05-02-2026,Cancelled,78922.18,
5002368,302991,521,18-02-2026,28-02-2026,Returned,142696.02,
5002369,302337,539,03-07-2026,19-03-2026,delivered,65075.11,
5002370,302643,539,02-May-26,04-05-2026,delivered,229.75,
5002371,300325,501,02-03-2022,02-03-2022,Returned,,
5002372,302356,516,21-Jul-23,22-07-2023,SHIPPED,30234.61,
5002373,300105,535,03-07-2026,04-07-2026,Returned,21763.28,
5002374,302755,539,15-08-2025,25-08-2025,pending ,96656.31,
5002375,302658,518,20-07-2026,31-07-2026,Cancelled,0,
5002376,301073,519,13-07-2026,07-24-2026,Pending,39750.5,
5002377,300069,533,16-07-2026,17-Jul-26,delivered,17656.65,
5002378,301112,503,26-09-2025,04-10-2025,Delivered,8730.38,
5002379,302893,520,14-12-2024,15-12-2024,pending ,11330.66,
5002380,301515,530,13-02-2026,20-02-2026,SHIPPED,7936.68,
5002381,302693,502,18-06-2026,28-06-2026,SHIPPED,74753.45,
5002382,302405,508,14-12-2023,12-19-2023,Cancelled,102101.93,
5002383,301556,521,23-09-2025,05-10-2025,Pending,0,
5002384,301985,504,17-05-2026,26-05-2026,SHIPPED,84952.1,
5002385,302454,508,01-04-2026,07-04-2026,Returned,63039.27,
5002386,302450,528,21-08-2022,29-08-2022,Shipped,34777.95,
5002387,300080,511,08-06-2021,13-06-2021,Delivered,,
5002388,302556,524,06-01-2024,17-01-2024,delivered,70901.22,
5002389,301923,517,19-05-2025,22-05-2025,SHIPPED,33177.78,
5002390,300821,531,29-05-2024,06-06-2024,Shipped,44239.07,
5002391,300995,531,27-05-2026,04-06-2026,Shipped,74530.94,
5002392,300492,515,19-02-2026,26-02-2026,Pending,12348.04,
5002393,300854,507,30-06-2024,02-07-2024,pending ,100747.41,
5002394,300052,507,24-08-2025,01-09-2025,Cancelled,,
5002395,301007,533,14-07-2026,23-07-2026,Shipped,,
5002396,300787,512,09-05-2026,09-05-2026,Pending,,
5002397,300222,519,16-10-2024,26-10-2024,delivered,39931.81,
5002398,300460,532,11-03-2025,23-03-2025,Returned,88490.12,
5002399,302401,531,10-22-2025,03-11-2025,delivered,6545.22,
5002400,302549,502,14-01-2025,,Pending,11443.59,
5002401,302094,511,14-12-2024,26-12-2024,Cancelled,53784.39,
5002402,302568,516,27-11-2021,07-12-2021,Cancelled,13651.14,
5002403,300243,522,17-10-2025,24-10-2025,Shipped,23865.26,
5002404,302040,515,07-02-2025,12-02-2025,Pending,,
5002405,300665,506,06-03-2023,11-03-2023,pending ,4042.73,
5002406,302525,536,26-10-2025,30-Oct-25,pending ,156778.45,
5002407,300036,504,08-12-2025,08-12-2025,Pending,98289.07,
5002408,301098,530,28-01-2021,07-02-2021,delivered,1790.15,
5002409,302736,525,06-07-2024,15-07-2024,delivered,135234.22,
5002410,300180,507,21-01-2026,25-01-2026,delivered,166183.67,
5002411,300111,509,30-12-2025,31-12-2025,Returned,79828.97,
5002412,301459,538,19-11-2023,28-11-2023,pending ,-13145.41,
5002413,300601,519,08-09-2023,20-09-2023,Shipped,155342.93,
5002414,301835,527,08-02-2026,12-02-2026,SHIPPED,42684.73,
5002415,301334,519,02-09-2021,06-09-2021,pending ,100457.28,
5002416,301268,505,04-07-2024,15-07-2024,SHIPPED,87814.59,
5002417,301221,521,18-06-2025,26-06-2025,Returned,57716.87,
5002418,300976,531,08-03-2022,12-03-2022,Shipped,32885.38,
5002419,300917,539,09-04-2025,16-04-2025,Cancelled,66416.39,
5002420,301998,531,16-04-2024,18-04-2024,Shipped,21617.83,
5002421,301483,510,04-08-2024,09-04-2024,Delivered,,
5002422,302936,534,27-08-2022,31-Aug-22,Pending,39708.81,
5002423,300740,530,30-08-2025,30-08-2025,pending ,,
5002424,301416,531,13-10-2024,,SHIPPED,20144.51,
5002425,300968,516,03-05-2024,12-05-2024,pending ,118405.78,
5002426,301868,515,01-09-2024,03-09-2024,Cancelled,86576.08,
5002427,302623,524,02-05-2025,10-05-2025,SHIPPED,1382.92,
5002428,300928,506,15-10-2023,19-10-2023,delivered,,
5002429,300410,536,11-02-2025,23-02-2025,Shipped,28917.89,
5002430,302162,507,13-11-2021,22-11-2021,pending ,102926.71,
5002431,302912,516,21-10-2025,02-11-2025,Cancelled,30937.58,
5002432,300822,538,06-05-2026,11-05-2026,Cancelled,98495.68,
5002433,300769,537,15-Nov-23,26-11-2023,Returned,54246.15,
5002434,300207,537,20-07-2026,23-07-2026,Cancelled,1191.53,
5002435,302567,502,13-01-2025,14-01-2025,pending ,17127.84,
5002436,300922,525,02-06-2023,04-06-2023,pending ,68047.09,
5002437,300700,517,20-11-2024,23-11-2024,pending ,55106.04,
5002438,300487,506,09-08-2025,11-08-2025,SHIPPED,0,
5002439,302459,504,14-09-2022,15-09-2022,Pending,14329.34,
5002440,301929,511,20-07-2025,24-07-2025,Delivered,,
5002441,301805,537,12-10-2024,13-10-2024,Cancelled,,
5002442,300350,537,15-02-2023,23-Feb-23,delivered,69879.65,
5002443,300231,535,30-12-2021,,Returned,,
5002444,300086,510,24-05-2026,30-05-2026,SHIPPED,2810.8,
5002445,300564,531,24-04-2025,24-Apr-25,SHIPPED,152808.31,
5002446,302202,531,04-09-2025,07-09-2025,pending ,65308.07,
5002447,302634,536,22-10-2023,03-11-2023,Shipped,68433.13,
5002448,302840,518,14-03-2026,19-03-2026,Cancelled,818.98,
5002449,300195,507,10-04-2023,22-04-2023,pending ,103655.53,
5002450,300550,508,08-08-2025,17-08-2025,Cancelled,148343.79,
5002451,302950,504,05-05-2025,07-05-2025,SHIPPED,0,
5002452,301862,519,20-11-2025,22-11-2025,Pending,,
5002453,301336,526,29-03-2025,10-04-2025,SHIPPED,,
5002454,300912,505,13-02-2026,14-02-2026,Delivered,140271.1,
5002455,300846,522,09-10-2025,20-10-2025,Pending,53057.8,
5002456,300836,511,19-06-2024,23-06-2024,SHIPPED,113243.64,
5002457,300515,527,26-03-2025,02-04-2025,pending ,,
5002458,302409,518,12-07-2024,24-07-2024,Returned,24549.16,
5002459,302966,511,21-07-2025,26-07-2025,Pending,93541.55,
5002460,301501,539,11-12-2022,11-12-2022,Shipped,25677.08,
