order_detail_id,order_id,product_id,quantity,discount_pct,line_total
805638,5001222,20406,15,25.2,22417.22
805639,5009304,21195,36,,41046.94
805640,5002922,20733,10,20.8,3978.77
805641,5006260,21154,19,6.5,9522.4
805642,5006024,20510,20,1.4,
805643,5005866,21042,48,11.3,104454.26
805644,5011395,21375,49,16.5,78632.08
805645,5010694,20467,20,6.9,36909.68
805646,5009261,20575,3,1.5,1422.57
805647,5006908,21015,29,6.7,44954.39
805648,5002469,20684,39,1.2,75349.33
805649,5000454,21082,31,21.2,21389.65
805650,5006703,21446,16,16.1,11366.37
805651,5007753,20489,17,16.1,20626.44
805652,5010595,20367,24,16.8,49704.74
805653,5006412,20133,7,17.0,12200.77
805654,5002499,20900,6,1.3,13812.12
805655,5006528,21495,42,1.2,49281.06
805656,5005274,21388,1,1.6,2215.07
805657,5001119,20643,-6,1.0,-11438.66
805658,5007926,20099,42,,55529.88
805659,5005389,20530,19,1.8,24721.29
805660,5005955,21474,20,20.8,5552.24
805661,5011959,21224,5,11.7,10988.27
805662,5008039,20367,50,1.3,122843.01
805663,5008566,20355,9,22.0,4276.09
805664,5000277,20818,2,1.6,3576.7
805665,5010643,21413,2,11.9,20.44
805666,5009624,20209,48,16.1,81395.75
805667,5002205,20459,26,15.5,39305.87
805668,5002619,20458,39,15.1,14825.45
805669,5008693,20825,27,25.5,43498.89
805670,5011046,21080,29,21.3,37365.59
805671,5007590,21245,20,1.6,35434.04
805672,5000052,20061,15,10.3,5686.22
805673,5009248,21239,7,26.7,10861.4
805674,5000019,20102,3,6.9,2156.61
805675,5001927,20061,30,11.9,11169.58
805676,5003769,20680,37,1.7,18476.1
805677,5008726,20310,47,16.9,24459.06
805678,5005909,21462,43,0.3,
805679,5009485,20105,48,26.8,40623.54
805680,5001224,21343,3,0.5,7314.71
805681,5000117,21209,42,1.6,58032.36
805682,5009139,20880,43,21.2,13610.86
805683,5011934,21131,6,,3360.09
805684,5004888,20759,10,25.9,3308.49
805685,5008128,21279,6,21.4,4899.88
805686,5006293,20157,39,,39173.73
805687,5001985,21056,2,20.5,1904.77
805688,5000825,20179,5,1.4,5167.77
805689,5007803,21119,35,25.3,17576.24
805690,5001487,20888,12,6.4,20499.19
805691,5000362,20167,7,6.9,8638.54
805692,5003989,20160,46,15.0,18475.53
805693,5001947,20735,40,,28100.79
805694,5006661,20161,34,1.5,57017.73
805695,5002418,20972,3,1.0,769.32
805696,5008698,20998,29,0.9,3584.9
805697,5007610,20565,19,6.2,16852.3
805698,5001668,20652,32,,
805699,5006433,20141,-4,10.9,-3776.38
805700,5008720,20068,23,21.5,14586.45
805701,5005748,21119,44,1.3,29194.91
805702,5008623,20381,16,10.5,8974.49
805703,5011047,21349,24,0.3,58744.68
805704,5008462,21242,32,0.3,41709.69
805705,5004009,20055,28,0.7,47610.74
805706,5009206,20963,9,21.0,
805707,5010213,20112,36,0.0,70388.28
805708,5009377,20248,31,25.7,5985.36
805709,5003635,21210,5,26.5,
805710,5003365,20094,11,15.5,
805711,5000579,21272,9,1.2,19022.03
805712,5003940,20105,39,15.4,38147.0
805713,5008996,20961,22,0.2,34841.76
805714,5001981,20660,11,10.6,7369.7
805715,5011158,20260,29,10.5,42803.95
805716,5008105,20365,4,1.0,2385.58
805717,5009212,21422,29,6.8,62401.44
805718,5006047,20556,49,15.4,27178.9
805719,5001597,20866,3,15.1,3893.17
805720,5002179,21268,23,5.2,46138.57
805721,5001528,20087,12,0.1,15711.35
805722,5009079,21414,27,1.1,54587.34
805723,5007995,20604,35,26.1,45941.93
805724,5001326,20639,14,15.9,18312.81
805725,5008126,20121,49,5.7,43214.17
805726,5005299,21084,2,16.8,3733.5
805727,5004006,20867,4,0.5,389.4
805728,5002261,21203,48,,86470.04
805729,5007516,20769,25,1.2,23641.85
805730,5005310,20628,17,26.2,
805731,5003227,20735,2,21.4,1109.91
805732,5000866,20246,22,0.8,51244.06
805733,5010413,21289,21,20.2,41198.87
805734,5003642,20024,35,0.3,2652.02
805735,5011679,20992,30,16.2,
805736,5000136,20277,41,21.3,65606.56
805737,5008683,20883,8,21.1,15615.0
805738,5002100,20468,30,21.8,19929.97
805739,5001521,20450,44,11.3,26432.49
805740,5000714,20391,42,6.6,74399.43
805741,5001562,20028,11,1.8,15050.97
805742,5004078,20498,45,1.1,105183.56
805743,5008575,20651,29,0.1,68348.96
805744,5005615,21426,9,16.8,15536.03
805745,5007103,20584,12,21.3,19870.18
805746,5002109,21376,17,0.5,14827.52
805747,5010902,20677,42,5.5,9104.09
805748,5003335,20203,40,,45772.68
805749,5002519,20979,26,16.8,48279.81
805750,5002580,20507,44,6.1,59809.04
805751,5002733,21032,4,0.8,4293.46
805752,5003670,20296,14,1.6,33730.12
805753,5008427,21086,27,0.9,25374.73
805754,5003750,20523,15,,15437.4
805755,5008533,21489,16,0.1,23416.24
805756,5005806,21371,20,1.1,47242.16
805757,5002899,21285,43,6.2,74836.91
805758,5004193,20230,20,,7716.55
805759,5005242,21221,50,1.1,115860.36
805760,5005191,20220,10,21.8,6482.78
805761,5004388,21402,45,11.8,29064.59
805762,5011701,20228,17,10.7,20312.48
805763,5009659,20058,18,1.0,24356.2
805764,5011254,20630,20,1.5,23715.45
805765,5007050,20630,4,26.7,3529.63
805766,5000758,20989,11,1.0,17347.66
805767,5005023,20059,35,1.5,22702.13
805768,5003415,20812,24,6.3,
805769,5011585,20066,23,21.1,38572.72
805770,5005562,20289,7,11.3,2864.96
805771,5008053,20204,24,1.7,6149.96
805772,5005188,20712,7,0.9,10128.02
805773,5005448,20141,20,5.1,20111.02
805774,5001886,20781,7,15.7,4923.91
805775,5008516,21107,1,25.9,824.08
805776,5000576,20019,5,1.5,2610.84
805777,5008334,20129,37,0.2,41701.27
805778,5005748,20174,22,,38977.13
805779,5004337,20775,22,25.5,39077.86
805780,5007968,20191,11,20.2,11400.08
805781,5006817,21270,18,10.9,25986.37
805782,5011753,21011,27,11.9,
805783,5003317,20243,34,0.7,75249.08
805784,5006268,21336,7,0.7,16649.8
805785,5011459,21250,44,25.1,64179.17
805786,5002006,21439,30,0.9,19441.93
805787,5001198,20496,49,25.8,78214.78
805788,5000865,20359,33,6.5,30016.98
805789,5001711,20783,28,11.9,54583.62
805790,5009533,20708,39,1.7,22400.69
805791,5010986,20061,24,5.8,9554.37
805792,5000945,21172,16,10.1,7870.92
805793,5001983,21205,19,,9458.4
805794,5004438,20896,3,1.7,6725.46
805795,5006407,20790,1,5.0,2208.92
805796,5009076,20622,34,,35813.64
805797,5006096,20105,9,21.1,
805798,5001092,21246,41,11.9,22787.66
805799,5001439,20379,40,1.5,8980.05
805800,5004778,20408,27,11.1,
805801,5001128,21411,13,21.7,22146.04
805802,5008519,20871,30,1.0,20844.65
805803,5006044,20208,28,26.5,24736.34
805804,5008429,20972,8,0.3,2066.02
805805,5002540,21394,22,17.0,1015.62
805806,5003848,20724,20,1.3,42172.14
805807,5002273,20897,11,0.5,13468.59
805808,5002726,20563,48,11.3,63103.59
805809,5008282,20448,25,6.5,15381.69
805810,5001208,20026,17,,10763.05
805811,5002774,21253,23,26.8,9652.92
805812,5005520,20230,16,20.1,5017.72
805813,5007526,21032,15,5.9,15272.71
805814,5008798,20029,8,10.9,15393.41
805815,5000370,20533,47,0.6,39808.41
805816,5002081,20486,7,25.1,6354.78
805817,5002053,21407,29,1.4,24030.97
805818,5009929,21130,16,25.8,9591.63
805819,5000778,21352,31,0.2,44421.09
805820,5004887,20458,23,1.3,10164.37
805821,5009769,20901,15,1.1,5506.01
805822,5008055,20778,2,0.1,403.36
805823,5011369,20969,27,10.5,54289.81
805824,5007067,20411,16,1.7,10743.64
805825,5002957,20734,11,20.0,15529.36
805826,5007308,21229,48,11.4,80027.06
805827,5010836,20518,12,,
805828,5006572,21037,25,1.0,13081.12
805829,5004254,21348,38,6.9,20100.01
805830,5011047,21418,21,1.5,402.12
805831,5001412,21255,45,0.4,108543.28
805832,5009886,21462,8,25.1,2135.01
805833,5002343,20418,17,21.5,15137.23
805834,5007512,21200,42,,50312.26
805835,5009158,20877,49,2.0,111813.13
805836,5010302,21054,47,0.9,63746.21
805837,5004649,20104,34,11.6,
805838,5004354,21033,21,20.7,8367.8
805839,5011212,20702,48,26.1,86738.97
805840,5005980,20988,23,1.0,39785.11
805841,5005003,20714,34,10.4,14931.32
805842,5011963,21124,37,0.4,69587.26
805843,5008128,20584,40,26.8,61605.12
805844,5011453,21204,16,20.6,28895.88
805845,5004780,20608,6,26.3,
805846,5007517,20973,1,1.1,1475.22
805847,5008622,20865,38,16.6,78775.22
805848,5004140,20015,32,15.9,12956.78
805849,5009125,20930,45,1.4,54205.5
805850,5001255,21391,49,0.5,3000.38
805851,5003269,20039,46,6.9,4018.79
805852,5011230,20335,48,,63525.1
805853,5001302,21428,25,5.3,13954.28
805854,5004436,20009,35,1.4,65875.1
805855,5002209,21011,18,10.3,37164.54
805856,5006618,20551,31,,44050.84
805857,5002269,21218,31,10.6,69209.62
805858,5003824,20948,9,20.3,7644.77
805859,5010888,20259,7,5.5,7876.61
805860,5009029,20478,32,10.0,67546.08
805861,5002843,21109,23,11.7,45307.35
805862,5011094,21231,3,1.4,2686.13
805863,5006441,20802,46,,45244.73
805864,5001316,20072,36,25.5,593.79
805865,5007508,20086,27,,24934.03
805866,5004367,21455,28,21.6,10179.36
805867,5006063,21289,38,1.2,92300.42
805868,5002730,21407,34,1.9,28031.37
805869,5006938,20151,34,5.6,70232.47
805870,5010922,21417,4,,5988.63
805871,5008771,20652,21,15.8,29195.1
805872,5005083,20226,18,,1044.33
805873,5003535,21359,34,21.4,21436.66
805874,5004779,21477,31,21.5,41859.36
805875,5011005,21202,19,21.2,23052.69
805876,5008933,21496,24,,34245.84
805877,5002578,20398,37,15.4,53689.82
805878,5008304,21417,11,1.9,16237.0
805879,5006582,20469,46,1.5,16950.02
805880,5009980,20945,19,0.8,10330.97
805881,5004524,20991,14,17.0,19165.8
805882,5005417,20656,1,10.7,1162.8
805883,5001199,20720,13,1.0,27273.33
805884,5002523,20579,22,,6102.49
805885,5008966,20155,39,16.2,55392.07
805886,5001037,20138,4,16.6,6826.72
805887,5001924,20038,17,15.4,16162.06
805888,5008431,21079,1,10.3,1949.09
805889,5000650,20139,24,0.5,17874.9
805890,5010310,20718,12,0.5,318.92
805891,5009044,20238,-1,1.8,-13.82
805892,5006569,20919,47,0.2,31632.47
805893,5004614,20873,45,0.3,67861.9
805894,5005112,20130,21,0.5,8440.33
805895,5003953,21142,15,1.8,12206.9
805896,5006066,20895,20,20.1,4944.85
805897,5004976,20597,44,1.5,14182.58
805898,5004203,20898,4,16.2,3025.21
805899,5003445,20009,24,0.3,45675.44
805900,5000258,21363,39,6.0,67706.25
805901,5000905,20095,2,0.4,957.34
805902,5011103,21248,3,0.8,7270.73
805903,5001545,21066,13,0.9,2550.32
805904,5010706,20572,27,25.1,40905.47
805905,5011420,20794,22,0.4,47574.68
805906,5009469,20497,46,11.1,58843.19
805907,5011616,20085,41,20.8,56967.25
805908,5011999,21095,17,16.4,29631.74
805909,5006012,21093,50,20.8,97342.74
805910,5000998,20886,1,1.6,263.6
805911,5003574,21069,1,1.9,2096.13
805912,5003715,21077,36,,2655.28
805913,5002062,21465,9,15.6,582.54
805914,5002326,20660,12,10.9,8012.69
805915,5009736,20759,16,20.7,5665.07
805916,5005859,20166,14,5.2,15626.45
805917,5008508,21392,43,0.9,
805918,5004803,21019,37,,41354.75
805919,5010302,20198,19,0.9,33710.5
805920,5009368,21354,19,25.7,3828.81
805921,5009057,20441,40,10.7,15158.14
805922,5004161,20143,40,0.0,78186.0
805923,5001515,20892,37,21.7,59875.81
805924,5003489,20510,4,,8377.81
805925,5007071,21059,41,15.9,37791.52
805926,5003767,21021,17,1.2,
805927,5000700,21135,42,16.8,23476.43
805928,5003251,20036,18,6.9,1160.32
805929,5006229,21491,32,7.0,57484.71
805930,5007312,20825,6,26.1,9588.57
805931,5005580,20239,6,10.0,
805932,5008868,20434,39,25.9,36832.35
805933,5011154,21267,15,25.4,9351.59
805934,5000824,20274,34,26.6,32326.01
805935,5004207,20599,1,1.8,1431.84
805936,5003042,21032,50,11.1,48095.79
805937,5007974,21470,4,5.7,6934.9
805938,5000080,20912,10,1.4,10954.95
805939,5005405,20688,3,0.4,7461.22
805940,5010547,20145,1,1.0,1621.28
805941,5000805,21067,27,21.7,38325.04
805942,5006005,20905,23,0.5,40915.4
805943,5006512,21270,43,25.9,51627.62
805944,5006106,20789,35,6.6,59998.25
805945,5008201,20633,41,0.0,888.47
805946,5003767,20044,23,21.2,15568.15
805947,5003204,20420,40,0.4,78942.56
805948,5004429,20634,1,5.5,1152.68
805949,5008792,20783,10,6.3,20733.28
805950,5009644,20199,35,5.5,43193.3
805951,5009498,20421,12,21.1,9096.57
805952,5000450,21369,37,16.1,19714.17
805953,5001853,20895,44,26.7,9980.06
805954,5005946,20414,16,25.8,
805955,5002166,21493,29,,25431.94
805956,5008889,21123,50,5.7,94470.21
805957,5002058,20411,49,,33203.64
805958,5007403,21444,31,21.8,19669.72
805959,5011546,20884,29,16.2,5102.2
805960,5000239,21299,12,15.5,19353.71
805961,5006397,20981,1,15.0,346.26
805962,5000841,20684,8,1.2,15456.27
805963,5004395,20064,11,20.5,
805964,5010523,20332,13,25.5,8882.6
805965,5004712,20307,32,11.0,26079.99
805966,5007302,20657,6,15.4,363.8
805967,5005267,20613,44,16.9,41545.11
805968,5003283,21136,42,1.6,47713.59
805969,5003873,21278,34,10.7,69327.98
805970,5003249,20743,47,1.3,10897.7
805971,5008900,20575,30,0.5,14370.09
805972,5011065,20775,36,6.5,80253.86
805973,5008702,21471,49,25.8,74022.71
805974,5004287,20170,41,1.1,49670.9
805975,5007462,20950,24,26.5,43895.73
805976,5003816,21402,32,,23058.35
805977,5004135,20623,3,1.0,706.92
805978,5003025,21101,29,0.9,23231.17
805979,5010117,20333,17,,31973.09
805980,5003222,21251,41,11.7,83955.48
805981,5000658,21266,19,1.7,
805982,5001804,20636,33,1.0,9608.9
805983,5010783,20833,45,11.1,44541.97
805984,5010987,20102,24,5.6,17493.83
805985,5008006,20334,7,1.9,9088.41
805986,5002543,20250,24,1.7,23964.52
805987,5008592,21011,24,1.2,
805988,5005820,20869,21,0.6,22310.76
805989,5001580,20723,33,1.5,15629.05
805990,5001878,20477,16,0.8,27527.92
805991,5004828,21279,38,5.5,37310.13
805992,5011528,21356,12,,7375.1
805993,5007648,21174,34,21.6,57938.95
805994,5005883,20703,4,16.6,238.96
805995,5004208,20516,37,0.5,32940.96
805996,5003825,20912,14,25.6,11572.7
805997,5009939,20250,46,0.9,46305.8
805998,5004004,20488,44,15.8,12706.72
805999,5007199,20161,1,1.5,1676.99
806000,5005156,21494,14,1.9,16277.54
806001,5001252,20732,13,0.7,16561.6
806002,5007340,20073,42,0.2,40193.67
806003,5011535,20293,43,0.7,26854.68
806004,5001869,20674,34,0.3,76011.86
806005,5003073,20626,22,10.3,9163.48
806006,5006495,20692,30,21.4,1870.13
806007,5001698,20461,37,1.8,
806008,5010845,20916,11,16.5,10972.31
806009,5001353,20551,35,16.4,55960.04
806010,5010993,21438,41,25.9,55721.18
806011,5005695,20112,38,16.4,62113.75
806012,5006198,21245,29,26.7,38273.44
806013,5004078,20394,14,15.6,15531.3
806014,5011094,20974,8,15.4,15193.75
806015,5004785,20368,28,5.1,12275.47
806016,5005431,20004,20,25.2,
806017,5006026,20964,29,,
806018,5001816,20724,45,0.4,95752.55
806019,5011759,20014,39,0.3,48858.04
806020,5007803,20505,18,0.4,42675.09
806021,5008363,20937,23,0.3,3620.35
806022,5003650,20364,-5,1.7,-1872.47
806023,5009837,20206,2,16.6,
806024,5006458,21054,36,21.4,38726.47
806025,5006663,20899,36,5.8,12793.3
806026,5008651,21079,9,0.9,19380.1
806027,5008949,21359,36,1.2,28530.87
806028,5007137,20520,13,26.2,17462.81
806029,5010802,21221,21,6.4,46053.61
806030,5011585,20468,43,6.2,34264.94
806031,5011448,20719,3,10.3,300.5
806032,5010940,20847,15,20.9,18834.74
806033,5010993,20321,29,0.4,12133.3
806034,5000729,20874,24,11.7,2214.99
806035,5006831,20795,49,5.5,27249.57
806036,5006683,20689,4,21.8,7660.91
806037,5009364,20833,11,6.8,11414.68
806038,5000350,20179,-9,1.4,-9301.99
806039,5000718,20312,24,1.3,37734.04
806040,5006921,21406,19,15.8,799.74
806041,5000594,20997,47,26.4,37353.13
806042,5007349,20009,33,20.3,50205.19
806043,5001722,20181,22,15.6,25461.37
806044,5000351,21478,39,5.9,81955.11
806045,5010288,21260,37,1.4,84243.14
806046,5003347,20389,24,11.2,49041.47
806047,5002729,20058,4,10.6,4887.64
806048,5008626,20183,-5,6.6,-7525.94
806049,5011900,20982,36,0.2,11833.96
806050,5007650,20526,11,21.7,8992.49
806051,5009637,20887,40,16.4,18497.67
806052,5011900,20985,38,11.8,55321.51
806053,5006474,20146,42,15.4,3513.4
806054,5002232,20876,41,11.2,88757.97
806055,5008449,21133,25,16.2,7438.09
806056,5002637,20601,12,25.0,10605.51
806057,5007017,20782,44,15.8,37514.06
806058,5009471,21354,15,1.6,4003.21
806059,5005724,20427,18,25.5,26636.01
806060,5001948,20435,26,25.5,24142.77
806061,5004413,20054,20,6.5,40468.11
806062,5008814,20524,3,,1829.38
806063,5004277,20690,15,21.6,26874.19
806064,5004498,20880,16,0.3,6407.76
806065,5011040,20378,3,0.8,1243.61
806066,5000653,21106,19,26.0,9926.78
806067,5000871,21227,46,16.5,72800.01
806068,5006043,20925,19,1.7,36678.08
806069,5004665,20232,31,11.0,39526.81
806070,5011389,20858,10,0.4,20211.23
806071,5008459,20244,16,2.0,19700.51
806072,5000958,20095,41,15.7,6724.23
806073,5007571,20665,5,0.1,5692.65
806074,5003842,20126,47,21.3,75994.27
806075,5011749,21119,26,10.2,15695.93
806076,5008586,20152,28,16.8,21482.17
806077,5011166,20939,20,,20980.14
806078,5000684,20538,39,1.3,
806079,5008571,20866,35,,49967.65
806080,5008323,20768,22,16.0,8130.83
806081,5001413,20614,-6,10.8,-12677.01
806082,5004125,20069,13,25.4,
806083,5005423,20197,42,1.6,98194.91
806084,5004432,20889,14,15.3,5617.96
806085,5004538,20231,24,10.4,
806086,5002303,20151,40,15.9,73611.05
806087,5001953,21080,28,15.0,38965.12
806088,5001917,20010,45,20.3,15236.53
806089,5006918,20211,40,26.2,60086.19
806090,5006962,21333,46,26.4,1117.93
806091,5001102,21372,10,16.7,17139.39
806092,5004799,20837,15,0.0,7665.0
806093,5004416,21350,42,6.4,38613.03
806094,5007556,20222,39,20.3,29674.01
806095,5007437,20866,47,16.4,60059.0
806096,5003260,21354,6,21.1,1283.96
806097,5001206,21029,33,1.1,51283.82
806098,5006872,20114,14,1.4,18283.67
806099,5002367,20552,23,1.7,37697.34
806100,5003022,20189,44,10.2,
806101,5000363,20376,9,20.7,8160.02
806102,5009134,20997,33,0.9,35313.35
806103,5002140,20116,31,0.4,72192.41
806104,5003246,20681,30,1.8,4520.93
806105,5000456,20030,38,0.0,49541.36
806106,5003603,20688,46,17.0,95337.75
806107,5002030,21159,2,5.8,4102.49
806108,5008258,21144,12,16.2,1697.45
806109,5002860,20439,14,0.1,
806110,5002065,20389,12,1.7,27144.01
806111,5004562,20269,2,22.0,1519.41
806112,5010844,21294,49,1.0,51236.75
806113,5010751,20703,19,1.0,1347.36
806114,5002336,21133,13,1.5,4546.29
806115,5010520,20552,11,16.7,15278.02
806116,5011150,21256,11,26.5,13387.22
806117,5004728,20938,37,0.0,25014.96
806118,5009094,21480,41,10.8,2914.06
806119,5009810,21467,39,10.1,20636.2
806120,5002166,21283,24,17.0,501.39
806121,5005553,20260,8,10.3,11834.37
806122,5011976,21498,49,10.7,1310.96
806123,5004510,21474,29,15.9,8548.83
806124,5008420,20836,2,15.2,2756.2
806125,5008370,20555,16,,20978.09
806126,5001796,21098,27,5.1,18567.71
806127,5009240,20726,23,21.9,22858.28
806128,5003389,20899,20,11.3,6692.42
806129,5010991,20147,3,25.1,
806130,5003002,20033,22,1.2,18218.46
806131,5004714,21467,41,26.1,17833.39
806132,5005480,20922,34,1.4,49448.57
806133,5005363,21360,35,5.1,40760.78
806134,5003793,21180,49,15.3,83176.99
806135,5005659,21225,23,5.0,39056.44
806136,5005018,21446,24,11.5,17984.33
806137,5006519,20948,37,11.0,35095.81
806138,5010623,21486,23,1.0,21651.31
806139,5007406,20291,33,0.1,35659.74
806140,5009357,21301,47,21.5,41783.96
806141,5001011,20480,19,5.0,22920.61
806142,5011426,21313,23,26.6,36943.56
806143,5006866,20902,37,6.3,83172.32
806144,5002083,20180,8,25.0,9139.74
806145,5007563,21375,34,0.1,65277.22
806146,5005858,20103,45,16.1,78913.24
806147,5005094,20852,19,15.7,16945.35
806148,5001721,20985,38,5.4,20964.51
806149,5008882,21329,9,16.9,11569.56
806150,5002342,21128,25,25.1,36745.19
806151,5001646,20880,43,25.4,12885.41
806152,5006984,20149,7,15.7,6523.02
806153,5002001,21359,7,26.2,
806154,5008456,21068,30,6.1,35163.77
806155,5004779,20814,-2,6.4,-2804.26
806156,5003404,20232,11,0.9,15617.32
806157,5007281,20050,50,15.5,64602.36
806158,5003138,20931,45,,37141.74
806159,5010073,20347,37,21.4,3990.34
806160,5002660,21073,1,26.3,854.79
806161,5008702,20689,9,0.6,21910.01
806162,5006602,20508,11,16.6,13017.81
806163,5000588,20151,31,,60372.44
806164,5000299,21280,46,5.4,1842.03
806165,5000269,20920,23,2.0,53169.38
806166,5008349,20338,-9,25.3,-9251.52
806167,5004258,20657,18,1.1,1275.87
806168,5003670,20349,29,20.5,45334.2
806169,5011686,20736,13,10.2,19097.73
806170,5009157,20149,50,1.4,54496.71
806171,5010009,21105,49,11.3,104299.03
806172,5010648,20968,23,0.9,11025.66
806173,5001813,21234,30,26.4,
806174,5010114,20972,29,16.7,
806175,5006649,20512,8,,10232.07
806176,5000543,20602,48,1.2,30144.12
806177,5000676,21050,25,,24924.41
806178,5007577,20148,14,,9398.47
806179,5008880,20668,22,1.0,53586.64
806180,5006998,20187,2,26.4,2944.22
806181,5009549,20526,44,,36245.59
806182,5010089,20489,48,1.9,68096.31
806183,5007372,21311,16,0.9,30157.16
806184,5010163,21436,30,20.6,14720.05
806185,5006362,20895,8,1.9,2428.49
806186,5006707,20570,28,0.5,
806187,5008168,21378,40,26.6,21166.8
806188,5007646,20175,41,1.8,2003.84
806189,5001231,20849,25,26.1,23010.98
806190,5004216,20842,48,25.2,24382.05
806191,5009734,21217,15,1.7,21398.39
806192,5008544,20671,8,1.2,7661.43
806193,5003831,21402,5,0.1,3657.79
806194,5005946,20872,18,26.2,3241.56
806195,5011348,21021,27,26.6,12416.97
806196,5003820,20859,1,10.2,14.83
806197,5000063,20944,36,0.4,46709.25
806198,5007626,20700,19,26.5,15117.25
806199,5008338,20365,33,16.2,16659.32
806200,5007604,20362,28,10.2,10818.46
806201,5002514,20063,23,15.3,12189.07
806202,5011604,20241,4,15.6,6141.32
806203,5000524,20927,15,0.7,5336.43
806204,5006277,20871,41,1.7,28286.26
806205,5000458,20510,16,,28306.59
806206,5009590,21076,37,1.9,27898.6
806207,5009527,20374,11,15.4,20167.96
806208,5001515,20835,4,,
806209,5001085,20385,42,21.2,74393.19
806210,5011375,20674,45,,80624.41
806211,5006117,21178,44,1.4,43517.19
806212,5000513,21168,16,10.8,8084.37
806213,5010856,20527,47,25.6,52383.11
806214,5002906,21169,18,5.8,3948.2
806215,5009123,20011,10,,805.22
806216,5005344,20653,10,26.9,7355.32
806217,5006872,21305,23,0.4,53962.08
806218,5011560,21297,35,,77914.86
806219,5004792,20046,29,0.9,37100.61
806220,5004102,20505,35,,61901.26
806221,5009088,20053,24,,40913.25
806222,5008888,20287,45,,77636.5
806223,5009430,21034,38,0.6,36479.44
806224,5010450,20991,44,,71992.14
806225,5006747,20175,1,1.6,48.97
806226,5011331,20947,38,1.3,76811.91
806227,5007139,21100,10,0.2,18032.76
806228,5003862,20647,42,1.3,87956.68
806229,5009315,20209,32,0.1,64612.12
806230,5010365,21307,16,,2682.71
806231,5002801,20792,7,20.9,9749.05
806232,5009527,20661,8,0.0,11654.08
806233,5003483,20431,13,1.8,12290.08
806234,5000859,21302,29,20.9,11212.81
806235,5001030,21136,49,1.7,55609.28
806236,5001915,20345,27,16.5,2149.67
806237,5009930,21241,19,0.7,1933.87
806238,5009473,21329,36,,44496.18
806239,5007237,21000,50,,6696.58
806240,5011314,20648,9,6.3,6057.59
806241,5010734,20421,-1,1.5,-946.36
806242,5008807,20037,34,1.4,56424.24
806243,5003676,21228,43,1.2,96974.4
806244,5003998,21358,34,1.6,7668.12
806245,5000528,20765,38,0.7,1204.85
806246,5005651,20420,9,0.1,17815.58
806247,5001760,21023,24,20.4,16941.05
806248,5011206,21464,12,6.3,656.09
806249,5009369,21060,50,1.7,27981.09
806250,5004625,20340,26,1.8,61267.61
806251,5008054,20809,35,5.7,79729.85
806252,5002517,20335,46,25.4,45643.37
806253,5004145,21449,20,6.1,2026.36
806254,5004217,20921,19,21.1,
806255,5005909,20291,49,10.3,47543.08
806256,5002439,21359,19,11.1,13549.12
806257,5009747,20255,12,0.9,18965.12
806258,5007766,20746,37,10.6,34639.28
806259,5006643,20211,30,1.6,60086.19
806260,5004023,20367,33,0.2,81979.97
806261,5009904,20648,10,11.6,6349.95
806262,5007255,21162,23,25.5,35891.31
806263,5001637,20194,17,20.8,21663.71
806264,5008427,20041,23,10.7,49588.54
806265,5005796,21129,4,25.7,3505.65
806266,5010798,20410,20,1.8,31381.77
806267,5005153,20627,2,1.7,69.26
806268,5002578,21274,5,0.8,6701.51
806269,5011055,20798,40,,70107.48
806270,5002578,21187,3,15.2,1199.62
806271,5003240,21045,7,20.2,6116.17
806272,5000179,20792,27,21.3,37413.33
806273,5008004,20094,11,0.5,10090.74
806274,5009431,21161,19,0.2,42561.16
806275,5007416,21038,5,16.6,7458.17
806276,5008528,20499,43,0.2,18874.44
806277,5006832,21475,26,25.4,5068.76
806278,5008630,20864,11,0.2,2287.49
806279,5002745,20169,33,1.4,49217.95
806280,5008574,21344,13,20.0,20144.8
806281,5007661,21444,46,,37249.29
806282,5000151,20956,28,0.2,38848.87
806283,5009960,20425,42,16.3,71817.86
806284,5005448,20805,18,,35887.43
806285,5004139,20917,20,5.3,5166.64
806286,5002189,20529,27,21.5,18964.23
806287,5010725,20143,17,15.0,28244.69
806288,5003718,21275,6,25.8,4727.4
806289,5002170,20925,30,11.9,51903.5
806290,5003107,21292,40,1.9,72926.76
806291,5009072,20879,43,26.7,34528.75
806292,5005654,20070,17,16.1,8949.6
806293,5004979,20883,43,6.8,99142.41
806294,5001858,20456,4,11.6,6121.42
806295,5010820,20808,37,1.5,84901.91
806296,5004457,20714,40,26.4,14429.43
806297,5001587,21496,11,1.7,15429.18
806298,5004685,21149,23,6.8,46876.03
806299,5003420,20440,1,0.8,417.08
806300,5008694,20632,29,1.1,33837.27
806301,5011586,20080,27,25.5,38178.27
806302,5000545,21129,16,21.6,14796.4
806303,5007974,21053,34,0.7,55159.34
806304,5009041,20932,13,,
806305,5001096,20594,33,25.7,43000.2
806306,5005621,20276,37,1.0,16089.36
806307,5000521,21244,4,10.9,1764.54
806308,5004813,20204,17,5.6,4183.39
806309,5001670,20469,40,1.4,14754.11
806310,5007458,20195,17,20.6,15101.29
806311,5004739,20434,49,15.5,52771.5
806312,5001456,20843,47,20.9,51307.23
806313,5001602,21344,16,,30930.02
806314,5000096,20403,10,0.9,15013.75
806315,5005050,20203,38,0.5,45688.09
806316,5003962,21183,28,26.3,42896.05
806317,5001529,21150,2,,1607.02
806318,5000711,20882,22,0.9,2172.57
