order_id,customer_id,warehouse_id,order_date,ship_date,order_status,order_total
5002328,302164,530,2025-06-26,2025-07-06,Delivered,87837.89
5002329,302229,510,2023-05-23,2023-05-26,Shipped,75835.36
5002330,302365,531,2026-03-25,2026-04-06,Delivered,5014.79
5002331,301843,521,2026-05-10,2026-05-15,Shipped,
5002332,300285,523,2022-12-28,2023-01-09,Cancelled,130832.6
5002333,302425,526,2026-03-28,2026-04-09,Returned,8876.52
5002334,302552,504,2022-10-01,2022-10-08,Returned,
5002335,301314,539,2021-09-24,,Cancelled,49389.14
5002336,302549,524,2025-07-05,2025-07-07,Cancelled,59183.73
5002337,302519,516,2024-10-11,2024-10-21,Shipped,70228.21
5002338,300101,531,2024-06-17,2024-06-20,Delivered,31520.96
5002339,300887,535,2024-12-07,2024-12-09,Shipped,31009.77
5002340,302135,537,2026-03-23,2026-03-26,Delivered,30706.9
5002341,302968,512,2025-01-11,,Delivered,77997.44
5002342,302780,520,2024-09-30,2024-10-08,Pending,
5002343,300017,518,2024-02-19,2024-02-20,Pending,181731.34
5002344,300058,509,2024-11-25,2024-12-06,Delivered,49894.48
5002345,300549,517,2025-03-09,2025-03-19,Cancelled,1256.95
5002346,302352,502,2023-01-22,2023-01-25,Cancelled,
5002347,302622,509,2025-04-11,2025-04-12,Pending,48896.81
5002348,300706,522,2026-02-20,2026-02-27,Shipped,
5002349,300638,514,2025-11-29,2025-12-09,Cancelled,54911.2
5002350,300852,512,2024-10-03,2024-10-04,Pending,
5002351,300484,532,2023-04-12,2023-04-14,Delivered,
5002352,302364,523,2026-04-05,2026-04-15,Shipped,54716.45
5002353,301436,511,2025-03-20,2025-03-22,Delivered,
5002354,302390,520,2026-02-20,2026-02-21,Cancelled,85014.85
5002355,301799,513,2024-02-06,2024-02-18,Pending,8633.71
5002356,301429,519,2025-04-23,2025-04-28,Pending,35842.96
5002357,301790,538,2025-05-31,2025-06-10,Delivered,91637.06
5002358,301318,536,2024-04-22,2024-04-27,Shipped,201795.82
5002359,301148,505,2025-12-21,2025-12-30,Pending,178779.78
5002360,301358,533,2023-09-02,2023-09-06,Shipped,139739.3
5002361,302501,540,2025-04-24,2025-05-05,Returned,61312.29
5002362,302821,527,2025-11-26,2025-12-07,Pending,92661.39
5002363,302067,503,2025-01-09,2025-01-10,Delivered,
5002364,300001,502,2022-08-27,2022-08-29,Delivered,
5002365,300715,519,2025-02-16,2025-02-22,Pending,20691.15
5002366,302018,516,2025-03-17,2025-03-28,Returned,53878.41
5002367,302418,506,2026-04-02,2026-02-05,Cancelled,78922.18
5002368,302991,521,2026-02-18,2026-02-28,Returned,142696.02
5002369,302337,539,2026-07-03,2026-03-19,Delivered,65075.11
5002370,302643,539,2026-05-02,2026-05-04,Delivered,229.75
5002371,300325,501,2022-03-02,2022-03-02,Returned,
5002372,302356,516,2023-07-21,2023-07-22,Shipped,30234.61
5002373,300105,535,2026-07-03,2026-07-04,Returned,21763.28
5002374,302755,539,2025-08-15,2025-08-25,Pending,96656.31
5002375,302658,518,2026-07-20,2026-07-31,Cancelled,0.0
5002376,301073,519,2026-07-13,2026-07-24,Pending,39750.5
5002377,300069,533,2026-07-16,2026-07-17,Delivered,17656.65
5002378,301112,503,2025-09-26,2025-10-04,Delivered,8730.38
5002379,302893,520,2024-12-14,2024-12-15,Pending,11330.66
5002380,301515,530,2026-02-13,2026-02-20,Shipped,7936.68
5002381,302693,502,2026-06-18,2026-06-28,Shipped,74753.45
5002382,302405,508,2023-12-14,2023-12-19,Cancelled,102101.93
5002383,301556,521,2025-09-23,2025-10-05,Pending,0.0
5002384,301985,504,2026-05-17,2026-05-26,Shipped,84952.1
5002385,302454,508,2026-04-01,2026-04-07,Returned,63039.27
5002386,302450,528,2022-08-21,2022-08-29,Shipped,34777.95
5002387,300080,511,2021-06-08,2021-06-13,Delivered,
5002388,302556,524,2024-01-06,2024-01-17,Delivered,70901.22
5002389,301923,517,2025-05-19,2025-05-22,Shipped,33177.78
5002390,300821,531,2024-05-29,2024-06-06,Shipped,44239.07
5002391,300995,531,2026-05-27,2026-06-04,Shipped,74530.94
5002392,300492,515,2026-02-19,2026-02-26,Pending,12348.04
5002393,300854,507,2024-06-30,2024-07-02,Pending,100747.41
5002394,300052,507,2025-08-24,2025-09-01,Cancelled,
5002395,301007,533,2026-07-14,2026-07-23,Shipped,
5002396,300787,512,2026-05-09,2026-05-09,Pending,
5002397,300222,519,2024-10-16,2024-10-26,Delivered,39931.81
5002398,300460,532,2025-03-11,2025-03-23,Returned,88490.12
5002399,302401,531,2025-10-22,2025-11-03,Delivered,6545.22
5002400,302549,502,2025-01-14,,Pending,11443.59
5002401,302094,511,2024-12-14,2024-12-26,Cancelled,53784.39
5002402,302568,516,2021-11-27,2021-12-07,Cancelled,13651.14
5002403,300243,522,2025-10-17,2025-10-24,Shipped,23865.26
5002404,302040,515,2025-02-07,2025-02-12,Pending,
5002405,300665,506,2023-03-06,2023-03-11,Pending,4042.73
5002406,302525,536,2025-10-26,2025-10-30,Pending,156778.45
5002407,300036,504,2025-12-08,2025-12-08,Pending,98289.07
5002408,301098,530,2021-01-28,2021-02-07,Delivered,1790.15
5002409,302736,525,2024-07-06,2024-07-15,Delivered,135234.22
5002410,300180,507,2026-01-21,2026-01-25,Delivered,166183.67
5002411,300111,509,2025-12-30,2025-12-31,Returned,79828.97
5002412,301459,538,2023-11-19,2023-11-28,Pending,-13145.41
5002413,300601,519,2023-09-08,2023-09-20,Shipped,155342.93
5002414,301835,527,2026-02-08,2026-02-12,Shipped,42684.73
5002415,301334,519,2021-09-02,2021-09-06,Pending,100457.28
5002416,301268,505,2024-07-04,2024-07-15,Shipped,87814.59
5002417,301221,521,2025-06-18,2025-06-26,Returned,57716.87
5002418,300976,531,2022-03-08,2022-03-12,Shipped,32885.38
5002419,300917,539,2025-04-09,2025-04-16,Cancelled,66416.39
5002420,301998,531,2024-04-16,2024-04-18,Shipped,21617.83
5002421,301483,510,2024-08-04,2024-04-09,Delivered,
5002422,302936,534,2022-08-27,2022-08-31,Pending,39708.81
5002423,300740,530,2025-08-30,2025-08-30,Pending,
5002424,301416,531,2024-10-13,,Shipped,20144.51
5002425,300968,516,2024-05-03,2024-05-12,Pending,118405.78
5002426,301868,515,2024-09-01,2024-09-03,Cancelled,86576.08
5002427,302623,524,2025-05-02,2025-05-10,Shipped,1382.92
5002428,300928,506,2023-10-15,2023-10-19,Delivered,
5002429,300410,536,2025-02-11,2025-02-23,Shipped,28917.89
5002430,302162,507,2021-11-13,2021-11-22,Pending,102926.71
5002431,302912,516,2025-10-21,2025-11-02,Cancelled,30937.58
5002432,300822,538,2026-05-06,2026-05-11,Cancelled,98495.68
5002433,300769,537,2023-11-15,2023-11-26,Returned,54246.15
5002434,300207,537,2026-07-20,2026-07-23,Cancelled,1191.53
5002435,302567,502,2025-01-13,2025-01-14,Pending,17127.84
5002436,300922,525,2023-06-02,2023-06-04,Pending,68047.09
5002437,300700,517,2024-11-20,2024-11-23,Pending,55106.04
5002438,300487,506,2025-08-09,2025-08-11,Shipped,0.0
5002439,302459,504,2022-09-14,2022-09-15,Pending,14329.34
5002440,301929,511,2025-07-20,2025-07-24,Delivered,
5002441,301805,537,2024-10-12,2024-10-13,Cancelled,
5002442,300350,537,2023-02-15,2023-02-23,Delivered,69879.65
5002443,300231,535,2021-12-30,,Returned,
5002444,300086,510,2026-05-24,2026-05-30,Shipped,2810.8
5002445,300564,531,2025-04-24,2025-04-24,Shipped,152808.31
5002446,302202,531,2025-09-04,2025-09-07,Pending,65308.07
5002447,302634,536,2023-10-22,2023-11-03,Shipped,68433.13
5002448,302840,518,2026-03-14,2026-03-19,Cancelled,818.98
5002449,300195,507,2023-04-10,2023-04-22,Pending,103655.53
5002450,300550,508,2025-08-08,2025-08-17,Cancelled,148343.79
5002451,302950,504,2025-05-05,2025-05-07,Shipped,0.0
5002452,301862,519,2025-11-20,2025-11-22,Pending,
5002453,301336,526,2025-03-29,2025-04-10,Shipped,
5002454,300912,505,2026-02-13,2026-02-14,Delivered,140271.1
5002455,300846,522,2025-10-09,2025-10-20,Pending,53057.8
5002456,300836,511,2024-06-19,2024-06-23,Shipped,113243.64
5002457,300515,527,2025-03-26,2025-04-02,Pending,
5002458,302409,518,2024-07-12,2024-07-24,Returned,24549.16
5002459,302966,511,2025-07-21,2025-07-26,Pending,93541.55
5002460,301501,539,2022-12-11,2022-12-11,Shipped,25677.08
5002461,302529,526,2025-10-16,,Returned,95542.93
5002462,302096,532,2025-04-01,2025-04-04,Shipped,40000.69
5002463,301406,537,2022-11-19,2022-11-21,Returned,99677.82
5002464,300752,501,2023-10-27,2023-10-27,Pending,37829.22
5002465,302503,534,2024-01-19,2024-01-27,Delivered,
5002466,301443,515,2026-04-03,2026-04-08,Delivered,
5002467,302511,537,2024-03-20,2024-04-01,Delivered,
5002468,301198,511,2026-06-08,2026-06-18,Returned,32149.43
5002469,300873,534,2025-04-01,2025-04-08,Pending,47044.26
5002470,302753,521,2025-08-30,2025-09-10,Shipped,3601.34
5002471,301972,521,2025-06-09,2025-06-21,Delivered,60424.91
5002472,302226,529,2025-10-22,2025-11-03,Delivered,8142.71
5002473,300444,539,2023-03-03,2023-03-13,Shipped,1791.13
5002474,301976,537,2024-01-28,2024-01-30,Shipped,39995.27
5002475,300084,510,2020-10-21,2020-10-30,Shipped,15892.6
5002476,300781,505,2025-03-28,2025-04-05,Delivered,27831.75
5002477,301501,512,2022-06-20,,Shipped,99594.6
5002478,300313,502,2024-10-13,2024-10-17,Shipped,0.0
5002479,302547,511,2025-09-16,2025-09-26,Cancelled,164882.77
5002480,301751,521,2026-04-05,2026-04-05,Cancelled,3800.6
5002481,300630,534,2026-04-15,2026-04-19,Cancelled,139233.4
5002482,300139,516,2026-02-20,2026-02-27,Shipped,174901.51
5002483,301880,504,2025-09-14,2025-09-21,Cancelled,68853.99
5002484,302610,527,2024-07-14,2024-07-26,Pending,
5002485,301268,504,2023-12-06,2023-12-06,Pending,49712.92
5002486,301928,504,2025-08-26,,Delivered,44038.22
5002487,300259,514,2025-08-20,2025-08-30,Shipped,21830.65
5002488,300293,501,2025-08-17,2025-08-17,Cancelled,69541.54
5002489,301859,501,2024-03-29,2024-03-29,Pending,256817.92
5002490,302970,511,2022-03-06,2022-03-14,Delivered,159609.64
5002491,301306,503,2023-03-23,2023-03-24,Shipped,148938.85
5002492,301552,513,2025-12-29,2026-01-09,Pending,136462.29
5002493,301788,534,2026-01-10,2026-01-11,Returned,
5002494,300326,528,2024-03-13,2024-03-15,Delivered,
5002495,300460,525,2024-12-27,2024-12-29,Delivered,122546.95
5002496,302077,525,2025-11-26,2025-12-03,Pending,28665.21
5002497,300081,510,2026-01-11,2026-01-15,Shipped,69681.88
5002498,301295,503,2024-08-07,2024-08-18,Shipped,66568.9
5002499,302123,510,2025-09-18,2025-09-30,Delivered,75374.98
5002500,302849,523,2026-01-04,2026-01-09,Returned,48220.17
5002501,302666,509,2026-05-16,2026-05-19,Pending,48734.24
5002502,302578,519,2024-01-12,2024-01-19,Cancelled,57939.37
5002503,300630,510,2022-04-28,,Pending,73795.57
5002504,300059,507,2025-10-27,2025-11-02,Pending,108654.38
5002505,301148,534,2025-11-20,2025-11-22,Delivered,46574.46
5002506,302044,540,2023-04-17,2023-04-21,Shipped,39167.47
5002507,301710,529,2025-08-13,2025-08-19,Shipped,36340.56
5002508,302666,540,2025-09-25,2025-10-05,Returned,132046.82
5002509,302439,517,2023-03-09,2023-03-14,Returned,
5002510,301668,530,2025-07-19,2025-07-20,Pending,93893.6
5002511,300456,513,2026-01-31,2026-02-07,Pending,43342.03
5002512,302135,530,2026-07-20,2026-07-22,Pending,23664.64
5002513,301547,521,2025-04-02,2025-04-13,Pending,195659.35
5002514,301250,519,2026-06-06,2026-06-17,Delivered,69329.47
5002515,300775,502,2026-06-18,2026-06-20,Cancelled,
5002516,301576,521,2026-03-28,2026-04-06,Cancelled,38995.39
5002517,302270,514,2022-09-08,2022-09-11,Cancelled,46214.9
5002518,300895,525,2026-01-25,2026-02-06,Shipped,35881.2
5002519,301495,531,2026-03-09,2026-03-13,Delivered,74515.95
5002520,300906,540,2026-06-28,2026-06-29,Pending,12021.51
5002521,302617,505,2023-11-18,2023-11-19,Pending,24884.93
5002522,300033,520,2021-12-04,2021-12-05,Shipped,199346.39
5002523,302608,510,2023-12-15,2023-12-20,Shipped,87616.64
5002524,300464,535,2023-06-20,2023-07-01,Shipped,56621.09
5002525,301542,539,2023-02-22,2023-03-04,Pending,122121.57
5002526,302481,509,2025-07-18,2025-07-30,Delivered,232901.82
5002527,300125,538,2026-05-02,2026-05-06,Pending,11976.72
5002528,300923,501,2025-09-05,2025-09-10,Pending,48656.76
5002529,302635,513,2025-12-23,2026-01-02,Cancelled,22992.51
5002530,300676,529,2023-12-12,2023-12-15,Cancelled,52883.48
5002531,300325,530,2021-05-26,2021-06-04,Pending,49575.1
5002532,300322,507,2024-08-08,2024-08-10,Pending,143755.41
5002533,302425,502,2025-10-03,2025-10-13,Shipped,
5002534,300459,513,2024-07-01,2024-07-04,Shipped,13597.22
5002535,301692,520,2025-05-05,2025-05-07,Delivered,31691.1
5002536,301273,523,2022-02-19,2022-03-01,Returned,16427.59
5002537,302002,522,2026-06-22,2026-06-30,Pending,8827.21
5002538,302670,522,2025-09-25,2025-10-02,Pending,
5002539,300767,522,2023-11-14,2023-11-18,Delivered,85782.93
5002540,300462,538,2025-06-13,2025-06-14,Delivered,147833.31
5002541,301146,514,2024-10-05,2024-05-20,Shipped,29696.38
5002542,301575,528,2025-04-11,2025-04-23,Cancelled,10019.69
5002543,302995,503,2024-11-13,2024-11-23,Delivered,26954.17
5002544,300801,512,2025-07-15,2025-07-20,Pending,10123.39
5002545,302737,507,2024-02-24,2024-02-29,Pending,-4732.32
5002546,300131,515,2022-02-26,2022-09-03,Shipped,91524.05
5002547,302010,514,2025-01-11,2025-01-14,Pending,57144.55
5002548,300510,506,2025-07-25,2025-08-03,Pending,11387.26
5002549,302244,505,2026-06-06,2026-06-07,Cancelled,88963.32
5002550,301428,533,2026-06-24,2026-06-25,Returned,30244.57
5002551,302206,522,2025-01-12,2025-01-23,Shipped,101769.61
5002552,301150,513,2024-08-25,2024-08-31,Shipped,24573.26
5002553,302708,536,2026-02-22,2026-03-04,Shipped,-2668.21
5002554,301289,526,2022-08-04,2022-08-16,Delivered,83930.15
5002555,300148,525,2025-07-12,2025-07-13,Delivered,
5002556,301622,522,2024-10-28,2024-11-01,Cancelled,
5002557,300842,506,2024-03-18,2024-03-24,Delivered,17005.32
5002558,301279,511,2021-06-19,2021-06-21,Delivered,36348.41
5002559,302932,527,2023-08-07,2023-08-10,Delivered,37025.98
5002560,300704,539,2022-07-21,2022-07-27,Cancelled,214863.76
5002561,302848,529,2023-01-02,2023-01-05,Pending,18265.17
5002562,300322,533,2024-09-07,2024-09-12,Cancelled,
5002563,300122,530,2022-08-30,2022-09-11,Pending,47218.5
5002564,302002,519,2024-03-08,2024-03-12,Delivered,14047.72
5002565,300411,514,2024-06-24,2024-06-27,Cancelled,
5002566,300993,528,2026-04-12,2026-04-17,Shipped,88717.27
5002567,301655,530,2025-03-19,2025-03-21,Delivered,10397.14
5002568,301870,528,2026-02-15,2026-02-21,Delivered,
5002569,302112,510,2025-02-17,2025-02-17,Delivered,2035.61
5002570,301418,509,2023-02-22,2023-02-26,Returned,85903.55
5002571,300263,518,2024-10-09,,Returned,61942.27
5002572,300801,534,2026-02-07,2026-02-10,Shipped,64541.22
5002573,300206,501,2025-08-04,2025-08-12,Shipped,51837.51
5002574,301588,534,2024-05-25,2024-05-26,Pending,156186.14
5002575,301953,537,2022-12-09,2022-12-18,Shipped,69124.3
5002576,302501,531,2025-05-30,2025-06-01,Pending,2821.9
5002577,301483,527,2025-06-03,2025-06-04,Shipped,12231.84
5002578,302920,521,2025-09-30,2025-10-02,Shipped,80234.37
5002579,301368,534,2022-06-23,2022-06-25,Shipped,74139.0
5002580,301788,506,2025-03-31,2025-04-07,Pending,104898.06
5002581,301187,516,2024-04-11,2024-04-16,Shipped,73943.36
5002582,300747,522,2024-11-18,2024-11-25,Shipped,127299.16
5002583,302125,521,2022-08-23,2022-08-29,Shipped,63145.06
5002584,300879,508,2026-05-29,2026-06-05,Cancelled,
5002585,301694,535,2025-08-14,2025-08-25,Cancelled,
5002586,301368,513,2021-11-20,2021-11-26,Shipped,95340.11
5002587,302600,529,2025-11-18,2025-11-22,Delivered,54886.73
5002588,301248,535,2024-03-18,2024-03-26,Pending,9228.6
5002589,300892,507,2022-11-12,2022-11-17,Pending,
5002590,301930,503,2022-11-13,2022-11-18,Cancelled,21363.18
5002591,301272,525,2026-05-08,2026-05-16,Shipped,78721.32
5002592,302539,528,2026-07-17,2026-07-20,Returned,
5002593,301964,532,2026-01-23,2026-01-27,Cancelled,8145.31
5002594,301080,506,2025-12-12,,Pending,28097.65
5002595,300555,527,2025-12-01,2025-12-06,Shipped,92824.84
5002596,302044,504,2025-09-27,2025-10-06,Pending,
5002597,302786,530,2025-06-06,2025-06-07,Pending,144645.59
5002598,300500,534,2023-07-31,2023-08-11,Returned,
5002599,300145,516,2025-08-08,2025-08-20,Shipped,
5002600,301990,509,2022-12-04,2022-12-04,Shipped,59506.56
5002601,301628,519,2025-08-09,2025-08-20,Returned,8237.27
5002602,301946,533,2023-12-03,2023-12-13,Returned,119927.37
5002603,301433,532,2025-08-16,2025-08-21,Shipped,89290.15
5002604,300406,539,2025-10-21,2025-10-30,Delivered,69937.98
5002605,301539,512,2024-09-22,2024-10-02,Shipped,34390.16
5002606,300085,514,2026-04-02,2026-04-14,Shipped,43240.99
5002607,301608,528,2025-03-27,2025-04-06,Returned,334.14
5002608,300599,502,2022-04-08,2022-04-14,Cancelled,
5002609,300204,509,2025-04-22,2025-04-23,Shipped,108526.54
5002610,301532,515,2024-02-29,2024-03-02,Delivered,146824.14
5002611,301952,504,2023-08-26,2023-09-05,Shipped,32865.96
5002612,300125,518,2026-03-10,2026-03-20,Delivered,106220.68
5002613,301233,514,2024-12-22,2024-12-28,Pending,
5002614,302846,537,2026-07-29,2026-08-05,Delivered,47448.22
5002615,301229,521,2025-04-12,2025-04-13,Shipped,15676.35
5002616,301411,533,2023-02-07,2023-02-17,Delivered,
5002617,301004,512,2021-06-16,2021-06-16,Delivered,20080.53
5002618,301278,502,2024-01-18,2024-01-22,Returned,9765.09
5002619,300751,532,2025-01-03,2025-03-04,Pending,28478.84
5002620,301276,519,2023-07-22,2023-07-29,Shipped,143165.73
5002621,300666,531,2023-04-12,2023-04-19,Returned,119587.61
5002622,302981,540,2021-12-06,2021-12-06,Pending,33645.65
5002623,301096,509,2025-10-15,2025-10-20,Delivered,7667.05
5002624,300082,537,2025-07-02,2025-07-03,Delivered,
5002625,302714,518,2026-07-11,2026-07-12,Delivered,9165.96
5002626,300378,526,2025-03-24,2025-03-31,Shipped,125212.96
5002627,301297,535,2026-07-27,2026-08-02,Cancelled,14916.27
5002628,301810,524,2025-12-26,2026-01-02,Pending,22652.12
5002629,300504,505,2025-08-26,2025-09-04,Shipped,69942.29
5002630,302018,531,2025-03-20,,Pending,83113.76
5002631,302609,501,2024-06-14,2024-06-24,Pending,
5002632,301134,522,2023-09-13,2023-09-21,Cancelled,103376.79
5002633,300001,515,2020-12-12,2020-12-19,Shipped,
5002634,301175,522,2024-09-04,2024-09-08,Returned,56863.04
5002635,302462,532,2026-05-10,2026-05-19,Delivered,16491.07
5002636,300859,511,2022-05-31,2022-06-06,Pending,64911.72
5002637,301504,532,2023-05-08,2023-05-20,Shipped,15036.36
5002638,301329,501,2023-03-10,2023-03-14,Cancelled,3808.06
5002639,300074,533,2026-04-23,2026-04-25,Delivered,32092.07
5002640,300079,505,2025-08-06,2025-08-12,Delivered,
5002641,302994,537,2025-01-19,2025-01-24,Pending,26279.11
5002642,300952,519,2021-11-03,2021-11-05,Pending,101907.07
5002643,300596,517,2026-07-27,2026-08-02,Delivered,170719.52
5002644,301972,504,2025-02-15,,Shipped,43600.6
5002645,301118,530,2024-10-11,2024-10-14,Pending,13075.07
5002646,302471,515,2024-12-15,2024-12-24,Cancelled,24215.53
5002647,302968,534,2024-04-09,2024-04-15,Shipped,10369.2
5002648,302139,534,2026-05-06,2026-05-14,Shipped,249629.39
5002649,302206,525,2024-10-30,2024-11-10,Pending,68042.68
5002650,302226,515,2026-04-17,2026-04-22,Returned,
5002651,302445,502,2025-09-17,2025-09-20,Delivered,38390.82
5002652,302217,530,2023-07-21,2023-08-01,Delivered,8950.43
5002653,301842,529,2024-12-28,2025-01-04,Shipped,136976.75
5002654,301816,515,2026-05-17,2026-05-24,Delivered,
5002655,301470,537,2025-03-28,2025-04-03,Cancelled,3048.09
5002656,300890,524,2024-02-17,2024-02-24,Pending,32367.16
5002657,301050,525,2025-08-12,2025-08-23,Pending,16703.78
5002658,300770,523,2024-01-12,2024-01-20,Shipped,89249.07
5002659,301612,514,2024-01-25,2024-01-29,Pending,
5002660,300748,530,2023-04-16,2023-04-19,Pending,
5002661,301626,534,2026-07-24,2026-07-24,Returned,
5002662,300929,523,2025-12-23,2026-01-04,Pending,22743.9
5002663,302857,521,2024-10-22,2024-10-27,Returned,165143.35
5002664,302062,515,2026-04-29,2026-05-08,Returned,
5002665,301318,525,2024-08-20,2024-08-29,Pending,14952.96
5002666,302046,530,2026-03-25,2026-03-27,Shipped,51704.98
5002667,302992,506,2025-08-29,2025-09-03,Delivered,16229.05
5002668,300043,532,2023-10-19,,Delivered,3721.89
5002669,300246,527,2025-01-09,2025-01-18,Shipped,86419.49
5002670,302842,535,2025-09-01,2025-01-14,Shipped,11873.87
5002671,302659,508,2023-09-21,2023-09-29,Pending,16942.65
5002672,301401,504,2025-02-14,,Shipped,56340.5
5002673,301426,534,2024-12-27,2025-01-01,Pending,3022.95
5002674,300589,517,2024-09-20,2024-09-26,Pending,63793.91
5002675,300393,535,2023-03-16,2023-03-20,Shipped,47001.08
5002676,301832,537,2025-04-09,2025-04-12,Shipped,49574.32
5002677,301298,538,2024-12-23,2024-12-23,Shipped,59359.71
5002678,302449,505,2025-10-25,,Cancelled,19499.9
5002679,301685,505,2025-02-15,2025-02-23,Shipped,125632.36
5002680,300262,513,2024-01-26,2024-02-05,Cancelled,213411.63
5002681,302173,505,2023-05-15,2023-05-17,Shipped,103179.48
5002682,300553,537,2026-03-09,2026-03-12,Delivered,88399.99
5002683,301478,505,2024-07-31,2024-07-31,Cancelled,28226.34
5002684,300438,510,2025-05-28,2025-05-28,Delivered,121210.7
5002685,302164,527,2026-01-07,2026-01-16,Returned,
5002686,300064,516,2026-06-17,2026-06-23,Shipped,169889.14
5002687,302549,512,2026-01-17,2026-01-27,Returned,15856.07
5002688,302091,520,2023-11-11,2023-11-11,Cancelled,1943.84
5002689,300113,504,2026-07-09,2026-07-15,Returned,131917.01
5002690,301115,526,2026-05-28,2026-06-02,Delivered,43230.9
5002691,300216,526,2025-03-05,2025-11-03,Delivered,77946.49
5002692,301430,502,2026-05-21,2026-05-26,Shipped,7427.12
5002693,301351,535,2024-03-13,2024-03-16,Cancelled,
5002694,302391,539,2021-11-09,2021-11-13,Cancelled,24880.49
5002695,301334,510,2025-12-24,2026-01-05,Shipped,131702.47
5002696,300075,508,2026-07-17,,Returned,128138.45
5002697,302037,520,2024-07-22,2024-08-01,Shipped,3981.02
5002698,302591,504,2026-07-06,2026-07-16,Cancelled,62769.75
5002699,301987,513,2025-04-13,2025-04-21,Cancelled,6850.09
5002700,300031,535,2025-06-21,2025-06-25,Delivered,44134.21
5002701,300850,525,2025-10-31,2025-11-03,Returned,-3493.55
5002702,302594,524,2024-02-16,2024-02-22,Shipped,-2592.45
5002703,301696,522,2023-10-20,2023-10-20,Delivered,
5002704,302866,535,2023-03-26,2023-04-02,Delivered,44862.35
5002705,300380,518,2024-06-23,2024-07-01,Delivered,
5002706,301860,507,2026-06-22,2026-06-22,Returned,110002.42
5002707,302537,507,2026-02-01,2026-02-09,Shipped,124284.75
5002708,301424,519,2023-03-09,2023-09-09,Pending,51612.64
5002709,300382,501,2022-05-31,2022-06-06,Pending,
5002710,301621,528,2025-10-12,2025-10-17,Delivered,93161.59
5002711,300963,515,2025-09-03,2025-09-15,Delivered,
5002712,302533,503,2024-12-26,2024-12-29,Pending,81180.97
5002713,300955,528,2025-06-10,2025-06-16,Returned,64230.42
5002714,302515,534,2024-02-01,2024-02-02,Cancelled,27951.72
5002715,301655,522,2025-09-01,2025-09-01,Cancelled,69235.6
5002716,300356,506,2024-12-29,2024-12-30,Shipped,41937.83
5002717,300448,501,2025-07-11,2025-07-19,Pending,49384.66
5002718,302367,513,2026-02-16,2026-02-27,Shipped,46508.12
5002719,300312,527,2026-03-18,2026-03-20,Returned,18505.95
5002720,302710,508,2024-05-21,2024-06-01,Pending,42304.9
5002721,301247,534,2023-05-25,2023-06-01,Cancelled,89445.2
5002722,302499,510,2025-12-12,2025-12-18,Delivered,19784.88
5002723,301800,538,2026-03-14,2026-03-14,Cancelled,121907.45
5002724,301185,510,2024-04-19,2024-04-20,Returned,174792.92
5002725,301368,505,2023-07-06,2023-07-16,Pending,88242.71
5002726,302105,516,2024-06-28,2024-07-02,Shipped,118297.51
5002727,302748,504,2024-05-22,2024-06-01,Shipped,10043.34
5002728,301247,521,2025-01-10,2025-01-13,Pending,9079.87
5002729,300083,524,2024-02-28,2024-02-29,Shipped,4887.64
5002730,301555,505,2025-04-20,2025-04-27,Returned,30510.41
5002731,300030,540,2026-04-09,2026-04-13,Delivered,36361.47
5002732,302534,532,2024-06-25,2024-06-30,Delivered,62632.59
5002733,300417,538,2022-12-21,2022-12-25,Delivered,4293.46
5002734,301339,513,2026-06-09,2026-06-12,Pending,
5002735,302437,528,2024-12-16,2024-12-24,Shipped,101993.31
5002736,301568,535,2026-07-14,2026-07-16,Cancelled,
5002737,302672,539,2022-01-29,2022-02-05,Shipped,74365.35
5002738,301129,522,2025-01-26,,Shipped,0.0
5002739,302751,517,2024-09-11,2024-09-22,Pending,
5002740,300946,504,2023-12-24,,Shipped,85321.85
5002741,300980,509,2026-02-27,2026-03-06,Cancelled,60624.77
5002742,301748,521,2026-03-09,2026-03-12,Delivered,-1628.92
5002743,302397,517,2025-04-12,2025-04-17,Pending,
5002744,301714,517,2025-07-18,2025-07-18,Delivered,17520.18
5002745,300857,530,2025-12-24,2026-01-05,Cancelled,162431.23
5002746,302774,523,2025-08-02,2025-08-11,Shipped,179763.85
5002747,300254,502,2026-01-13,2026-01-22,Delivered,16208.44
5002748,302870,506,2024-03-23,2024-04-03,Shipped,213191.2
5002749,301192,505,2025-06-01,2025-06-02,Shipped,50930.17
5002750,301272,504,2026-06-30,2026-07-12,Pending,70797.89
5002751,301754,503,2022-07-12,2022-07-20,Pending,70939.84
5002752,300686,534,2023-10-20,2023-10-25,Cancelled,47041.13
5002753,302203,539,2026-02-11,2026-02-20,Pending,
5002754,300638,505,2025-08-13,2025-08-17,Returned,
5002755,302551,530,2026-04-21,2026-04-26,Shipped,14746.21
5002756,300827,513,2026-03-14,2026-03-20,Delivered,7756.6
5002757,300861,501,2023-03-30,2023-04-01,Pending,64111.15
5002758,301460,514,2025-07-12,2025-07-22,Returned,18756.01
5002759,302095,522,2025-07-01,2025-07-13,Pending,8115.03
5002760,301182,533,2026-07-10,2026-07-20,Cancelled,8474.62
5002761,302302,509,2026-02-06,2026-02-11,Cancelled,121279.96
5002762,301400,522,2024-05-20,2024-05-21,Returned,55841.85
5002763,301556,502,2024-09-18,2024-09-24,Pending,54679.43
5002764,301048,507,2024-10-12,2024-10-19,Shipped,5905.05
5002765,300071,503,2026-03-28,2026-03-29,Pending,
