order_id,customer_id,warehouse_id,order_date,ship_date,order_status,source_order_total,detail_row_count,total_quantity,calculated_order_total,order_total_difference,order_financial_status,shipment_count,has_shipment,detail_status,customer_status,quantity_status,date_status
5001840,302391,522,2026-01-27,2026-02-06,Delivered,87158.53,3.0,85.0,87158.53,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001841,301085,510,2024-08-31,2024-09-07,Shipped,147786.94,3.0,65.0,147786.94,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001842,300767,534,2024-02-24,2024-03-05,Pending,50649.62,3.0,84.0,50649.619999999995,7.275957614183426e-12,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001843,301612,515,2025-11-13,2025-11-17,Returned,101515.15,3.0,78.0,101515.15,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001844,301071,528,2026-01-16,2026-01-18,Shipped,55861.23,2.0,76.0,55861.229999999996,7.275957614183426e-12,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001845,302114,508,2025-11-24,2025-11-26,Cancelled,150715.92,5.0,149.0,150715.91999999998,2.9103830456733704e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001846,301522,536,2023-11-04,2023-08-11,Delivered,90163.49,1.0,43.0,90163.49,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Ship Date Before Order Date
5001847,302563,523,2023-02-26,2023-03-05,Delivered,25548.99,1.0,29.0,25548.99,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001848,301986,527,2026-02-28,2026-03-07,Shipped,-3752.6,2.0,-1.0,-3752.5999999999995,-4.547473508864641e-13,Matched,1,True,Has Order Details,Matched,Negative Net Quantity,Valid
5001849,300733,528,2025-02-26,,Cancelled,50080.13,1.0,31.0,50080.13,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5001850,300805,539,2025-11-28,2025-11-30,Pending,14908.5,1.0,42.0,14908.5,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001851,301050,509,2025-12-04,2025-12-16,Shipped,83364.45,2.0,82.0,83364.45,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001852,300064,524,2025-04-28,2025-05-02,Delivered,40675.98,2.0,16.0,40675.98,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001853,301276,507,2025-06-27,2025-06-28,Returned,26054.2,2.0,54.0,26054.199999999997,3.637978807091713e-12,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001854,302759,530,2026-05-03,2026-05-12,Shipped,53365.58,2.0,61.0,53365.58,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001855,302578,537,2023-03-08,2023-03-18,Returned,126052.42,2.0,69.0,126052.42000000001,-1.4551915228366852e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001856,301154,501,2025-09-16,2025-09-18,Pending,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5001857,302857,521,2023-11-24,2023-12-02,Shipped,44910.42,2.0,49.0,44910.42,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001858,302790,519,2025-04-23,2025-05-02,Delivered,188251.61,4.0,107.0,188251.61,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001859,302692,502,2024-09-13,2024-09-25,Pending,138773.76,3.0,65.0,138773.76,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001860,302320,503,2025-06-12,2025-06-16,Shipped,78632.92,2.0,73.0,78632.92,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001861,301335,519,2025-01-29,,Cancelled,20323.32,1.0,33.0,20323.32,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5001862,301903,517,2025-07-18,2025-07-24,Pending,,,,,,Cannot Calculate,2,True,No Order Details,Matched,,Valid
5001863,302150,511,2022-05-11,2022-05-17,Delivered,56846.41,4.0,84.0,56846.41,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001864,300055,501,2025-06-14,2025-06-22,Delivered,0.0,1.0,11.0,,,Cannot Calculate,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001865,300029,516,2026-07-17,,Cancelled,129911.45,3.0,93.0,129911.45,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5001866,301869,510,2024-11-22,2024-11-28,Pending,36899.12,3.0,26.0,36899.12,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001867,302968,504,2024-01-15,2024-01-18,Shipped,82593.11,5.0,91.0,82593.11,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001868,302340,511,2024-04-01,2024-04-12,Shipped,62568.02,2.0,34.0,62568.02,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001869,300686,524,2023-05-17,2023-05-22,Delivered,157122.26,3.0,107.0,157122.26,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001870,301825,509,2024-05-04,2024-06-05,Pending,26389.45,1.0,38.0,26389.45,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001871,302713,527,2024-12-11,2024-12-19,Pending,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5001872,302882,513,2025-07-24,2025-08-05,Pending,73021.02,5.0,82.0,73021.02,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001873,302642,518,2025-02-01,2025-02-06,Cancelled,91865.77,3.0,86.0,91865.77,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001874,300983,524,2024-10-08,2024-10-16,Pending,104290.5,1.0,49.0,104290.5,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001875,302112,515,2025-12-10,2025-12-20,Shipped,50518.84,2.0,23.0,50518.84,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001876,301781,539,2025-04-21,,Pending,70530.4,3.0,75.0,70530.4,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5001877,301498,502,2025-08-10,2025-08-12,Returned,91477.0,5.0,91.0,91477.0,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001878,300265,530,2025-08-16,2025-08-26,Pending,58812.82,2.0,34.0,58812.82,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001879,301902,540,2026-04-06,2026-06-15,Shipped,,1.0,19.0,6988.43,,Missing Source Total,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001880,300291,540,2025-03-12,2025-03-19,Delivered,2133.03,1.0,5.0,2133.03,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001881,302114,535,2025-10-24,2025-10-28,Pending,22924.62,2.0,56.0,22924.62,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001882,301724,536,2022-10-15,2022-10-23,Delivered,,,,,,Cannot Calculate,1,True,No Order Details,Matched,,Valid
5001883,302021,502,2025-07-22,2025-07-30,Delivered,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5001884,300330,532,2026-06-28,2026-07-01,Delivered,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5001885,301829,510,2023-11-17,2023-11-26,Delivered,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5001886,302607,533,2026-03-22,,Returned,52694.87,2.0,42.0,52694.869999999995,7.275957614183426e-12,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5001887,301739,501,2023-10-08,2023-10-19,Shipped,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5001888,300625,512,2023-05-09,2023-05-19,Pending,36845.43,2.0,33.0,36845.43,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001889,302779,501,2025-04-09,2025-04-14,Pending,19894.66,2.0,13.0,19894.66,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001890,300570,518,2024-03-24,2024-03-24,Pending,73848.87,3.0,60.0,73848.87,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001891,302823,511,2025-05-26,2025-06-03,Shipped,69555.52,2.0,62.0,69555.52,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001892,300995,535,2023-09-04,2023-09-11,Shipped,57175.38,2.0,68.0,57175.380000000005,-7.275957614183426e-12,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001893,302763,503,2022-11-03,2022-11-09,Returned,96393.43,1.0,41.0,96393.43,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001894,302571,533,2025-02-11,,Pending,10119.67,1.0,8.0,10119.67,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5001895,300187,510,2026-04-28,2026-04-28,Pending,212814.37,3.0,95.0,212814.37,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001896,301411,516,2026-01-04,2026-01-16,Pending,27477.1,1.0,15.0,27477.1,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001897,302054,525,2024-11-14,2024-11-21,Pending,88755.32,2.0,64.0,88755.32,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001898,301360,527,2026-07-25,2026-07-31,Shipped,91720.45,2.0,46.0,91720.45,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001899,301575,533,2025-08-31,2025-09-02,Pending,17636.99,3.0,59.0,17636.99,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001900,300457,503,2023-06-26,2023-06-28,Returned,3856.27,1.0,4.0,3856.27,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001901,301395,516,2026-04-20,2026-04-27,Returned,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5001902,302603,519,2026-07-30,2026-07-30,Delivered,91155.34,2.0,48.0,91155.34,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001903,300145,525,2023-12-16,2023-12-19,Delivered,139593.48,3.0,89.0,139593.47999999998,2.9103830456733704e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001904,302658,505,2025-05-08,2025-05-17,Delivered,25022.99,3.0,70.0,25022.989999999998,3.637978807091713e-12,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001905,302683,523,2026-02-07,2026-02-11,Cancelled,0.0,1.0,40.0,,,Cannot Calculate,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001906,302653,519,2022-06-09,2022-06-19,Pending,112812.58,4.0,96.0,112812.58,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001907,302945,506,2021-06-28,2021-06-29,Pending,26675.75,1.0,13.0,26675.75,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001908,301207,513,2026-06-18,2026-06-22,Delivered,,4.0,100.0,158317.49,,Missing Source Total,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001909,302473,529,2023-10-07,2023-10-11,Returned,189475.01,3.0,121.0,189475.01,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001910,301927,539,2025-11-06,2025-11-16,Cancelled,39333.65,1.0,20.0,39333.65,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001911,302930,527,2025-06-23,2025-07-03,Pending,4313.21,1.0,25.0,4313.21,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001912,301882,520,2025-12-02,2025-07-12,Cancelled,150086.98,4.0,116.0,150086.98,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Ship Date Before Order Date
5001913,300333,540,2026-01-27,2026-02-01,Pending,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5001914,302312,502,2023-11-13,2023-11-16,Delivered,,,,,,Cannot Calculate,2,True,No Order Details,Matched,,Valid
5001915,301518,532,2023-12-09,2023-12-11,Returned,28216.03,2.0,38.0,28216.03,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001916,301377,535,2025-03-19,2025-03-26,Shipped,128754.78,4.0,64.0,128754.78,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001917,302624,527,2023-06-01,2023-06-04,Cancelled,95818.64,8.0,193.0,95818.64,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001918,300448,534,2026-06-22,2026-06-25,Shipped,207590.56,3.0,137.0,207590.56,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001919,300701,517,2023-07-23,2023-08-03,Delivered,34510.75,2.0,22.0,34510.75,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001920,300742,523,2025-08-17,2025-08-24,Pending,28902.84,2.0,28.0,28902.84,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001921,302865,518,2026-04-19,2026-04-24,Shipped,34295.0,2.0,38.0,34295.0,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001922,300824,532,2025-07-25,2025-07-27,Delivered,24453.66,2.0,30.0,24453.66,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001923,300532,505,2025-10-04,,Pending,56650.27,2.0,28.0,56650.270000000004,-7.275957614183426e-12,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5001924,301589,519,2024-12-15,2024-12-18,Pending,73260.86,2.0,61.0,73260.86,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001925,302661,514,2026-01-30,2026-02-04,Pending,199127.0,3.0,131.0,199127.0,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001926,302427,536,2026-05-09,2026-05-16,Shipped,86226.3,1.0,50.0,86226.3,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001927,301475,518,2023-11-20,2023-12-01,Shipped,177385.11,4.0,152.0,177385.11000000002,-2.9103830456733704e-11,Matched,3,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001928,301945,513,2023-12-13,2023-12-21,Returned,40954.54,1.0,38.0,40954.54,0.0,Matched,4,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001929,302196,511,2025-02-08,2025-02-18,Delivered,131536.42,3.0,96.0,131536.41999999998,2.9103830456733704e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001930,301177,531,2026-07-18,2026-07-20,Delivered,128488.22,3.0,89.0,128488.22,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001931,300972,526,2023-03-03,2023-03-04,Delivered,110718.14,4.0,124.0,110718.13999999998,1.4551915228366852e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001932,301091,534,2025-12-22,2025-12-24,Pending,94341.87,3.0,90.0,94341.87,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001933,300805,504,2025-10-17,2025-10-17,Cancelled,38074.92,1.0,25.0,38074.92,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001934,300897,524,2025-05-06,2025-05-12,Shipped,4039.94,1.0,19.0,4039.94,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001935,302154,536,2024-02-01,2024-02-04,Returned,,,,,,Cannot Calculate,1,True,No Order Details,Matched,,Valid
5001936,302171,525,2026-03-02,2026-02-03,Pending,6787.37,2.0,29.0,6787.370000000001,-9.094947017729282e-13,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Ship Date Before Order Date
5001937,302915,513,2024-08-05,2024-08-05,Pending,0.0,1.0,40.0,,,Cannot Calculate,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001938,301664,525,2026-02-20,,Delivered,14436.94,1.0,33.0,14436.94,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5001939,301246,530,2023-01-06,2023-01-11,Delivered,27098.22,3.0,20.0,27098.22,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001940,301365,526,2025-09-26,2025-10-01,Delivered,150675.99,3.0,123.0,150675.99,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001941,302645,521,2025-02-25,2025-03-03,Pending,114005.85,3.0,86.0,114005.84999999999,1.4551915228366852e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001942,300671,511,2022-10-07,2022-10-07,Cancelled,102394.61,4.0,123.0,102394.60999999999,1.4551915228366852e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001943,302828,537,2023-08-07,2023-08-07,Pending,77773.89,4.0,100.0,77773.89,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001944,300413,516,2026-08-01,2026-08-04,Returned,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5001945,302944,504,2025-07-30,2025-08-01,Cancelled,37309.05,3.0,29.0,37309.05,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001946,300647,527,2026-01-22,2026-02-03,Pending,43650.05,2.0,23.0,43650.049999999996,7.275957614183426e-12,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001947,302606,522,2024-04-10,2024-04-12,Pending,35859.77,3.0,39.0,35859.770000000004,-7.275957614183426e-12,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001948,301177,502,2025-05-19,2025-05-30,Cancelled,37930.77,2.0,56.0,37930.770000000004,-7.275957614183426e-12,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001949,300531,534,2023-12-31,2024-01-02,Returned,18890.3,2.0,39.0,18890.3,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001950,302713,522,2023-02-18,2023-02-27,Cancelled,86665.08,2.0,48.0,86665.07999999999,1.4551915228366852e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001951,301375,511,2025-03-31,2025-04-06,Pending,90037.61,3.0,119.0,90037.61,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001952,302411,534,2023-01-07,2023-01-18,Delivered,26910.87,3.0,67.0,26910.87,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001953,302202,539,2026-03-30,2026-04-06,Shipped,142816.22,4.0,102.0,142816.22,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001954,300284,501,2024-10-27,2024-10-27,Shipped,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5001955,301008,525,2024-10-31,2024-11-07,Delivered,109904.04,4.0,124.0,109904.04,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001956,301733,511,2023-09-04,2023-09-11,Cancelled,43674.56,2.0,69.0,43674.56,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001957,301759,538,2025-07-24,2025-07-29,Pending,31548.37,1.0,18.0,31548.37,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001958,302899,530,2025-11-16,2025-11-27,Cancelled,-2249.09,2.0,3.0,-2249.09,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001959,302059,505,2022-06-06,2022-06-08,Cancelled,12754.42,1.0,7.0,12754.42,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001960,300807,506,2024-03-29,2024-04-03,Delivered,150757.56,4.0,85.0,150757.56,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001961,301577,532,2025-07-17,2025-07-29,Delivered,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5001962,302946,507,2026-07-28,2026-08-01,Pending,90027.62,2.0,66.0,90027.62,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001963,300760,510,2025-05-16,2025-05-21,Cancelled,,,,,,Cannot Calculate,1,True,No Order Details,Matched,,Valid
5001964,302357,523,2024-01-25,,Pending,127368.15,3.0,80.0,127368.15,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5001965,302844,540,2026-07-05,2026-07-08,Shipped,,6.0,127.0,142175.17,,Missing Source Total,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001966,301444,522,2022-11-13,2022-11-25,Cancelled,41715.22,2.0,27.0,41715.22,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001967,300849,534,2025-07-23,2025-08-02,Shipped,106066.73,3.0,71.0,106066.73000000001,-1.4551915228366852e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001968,302996,540,2026-06-15,,Delivered,94418.94,4.0,105.0,94418.94000000002,-1.4551915228366852e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5001969,302373,522,2023-09-10,2023-09-15,Delivered,41259.27,2.0,29.0,41259.270000000004,-7.275957614183426e-12,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001970,301954,515,2024-09-03,2024-09-14,Delivered,26237.25,2.0,12.0,26237.25,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001971,302292,505,2024-12-24,2025-01-02,Returned,30194.08,2.0,54.0,30194.08,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001972,301614,519,2025-06-27,2025-07-07,Returned,,,,,,Cannot Calculate,1,True,No Order Details,Matched,,Valid
5001973,302244,524,2025-02-28,2025-03-06,Pending,55884.4,2.0,43.0,55884.4,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001974,302723,530,2025-09-10,2025-09-20,Pending,46650.01,2.0,68.0,46650.01,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001975,302775,517,2026-02-24,2026-02-25,Delivered,74246.38,3.0,68.0,74246.38,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001976,301508,527,2023-08-03,2023-08-07,Pending,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5001977,301724,533,2025-05-16,,Returned,120367.25,3.0,79.0,120367.25,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Missing Ship Date
5001978,300203,537,2025-11-10,2025-11-17,Returned,48955.82,2.0,58.0,48955.82,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001979,300699,519,2026-05-14,2026-05-19,Pending,224022.88,5.0,144.0,224022.88,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001980,300097,521,2025-07-27,2025-08-07,Shipped,,,,,,Cannot Calculate,1,True,No Order Details,Matched,,Valid
5001981,301209,520,2024-09-01,2024-09-12,Cancelled,150206.3,6.0,187.0,150206.30000000002,-2.9103830456733704e-11,Matched,3,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001982,301960,523,2024-01-30,2024-02-10,Delivered,72464.49,2.0,56.0,72464.48999999999,1.4551915228366852e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001983,302494,522,2021-10-12,2021-10-18,Delivered,49924.66,2.0,39.0,49924.66,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001984,302536,524,2026-04-02,2026-03-04,Pending,20023.44,1.0,38.0,20023.44,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Ship Date Before Order Date
5001985,301646,538,2024-10-02,2024-10-09,Shipped,141372.8,6.0,127.0,141372.8,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001986,301190,511,2025-03-31,2025-04-10,Pending,116360.74,4.0,99.0,116360.74,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001987,302700,530,2022-10-26,2022-11-06,Shipped,62476.02,1.0,45.0,62476.02,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001988,300554,519,2022-08-25,2022-08-25,Returned,46915.07,1.0,31.0,46915.07,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001989,300528,508,2022-09-20,2022-09-27,Delivered,-13383.38,2.0,-5.0,-13383.38,0.0,Matched,1,True,Has Order Details,Matched,Negative Net Quantity,Valid
5001990,300105,517,2024-11-26,2024-11-26,Delivered,44693.31,1.0,39.0,44693.31,0.0,Matched,2,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001991,301800,513,2025-10-03,2025-10-14,Pending,105722.75,3.0,67.0,105722.75,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001992,300127,537,2025-02-25,2025-02-25,Delivered,38484.95,3.0,77.0,38484.95,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001993,301086,509,2023-09-09,2023-09-16,Cancelled,42227.8,3.0,78.0,42227.799999999996,7.275957614183426e-12,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001994,300308,523,2024-06-26,2024-06-26,Pending,191904.35,4.0,136.0,191904.34999999998,2.9103830456733704e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001995,302252,503,2024-01-24,2024-01-24,Delivered,53579.49,2.0,49.0,53579.49,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001996,302653,518,2022-03-28,2022-04-05,Delivered,,,,,,Cannot Calculate,0,False,No Order Details,Matched,,Valid
5001997,301652,537,2023-06-22,2023-06-26,Pending,36256.52,2.0,37.0,36256.52,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5001998,300212,510,2025-10-18,2025-10-30,Shipped,96687.48,4.0,84.0,96687.48,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5001999,301372,508,2023-03-05,2023-03-16,Pending,61499.51,4.0,88.0,61499.51,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5002000,300395,514,2025-05-09,2025-05-18,Shipped,0.0,1.0,5.0,,,Cannot Calculate,2,True,Has Order Details,Matched,Positive Net Quantity,Valid
5002001,301334,517,2021-01-03,2021-03-08,Shipped,25331.37,3.0,26.0,25331.37,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5002002,302863,532,2024-04-14,2024-04-15,Delivered,103452.29,3.0,85.0,103452.29000000001,-1.4551915228366852e-11,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5002003,300131,520,2024-07-11,2024-07-22,Delivered,13808.74,1.0,9.0,13808.74,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5002004,302248,528,2024-09-23,2024-09-23,Pending,28140.23,1.0,22.0,28140.23,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5002005,301301,516,2024-10-30,2024-10-31,Cancelled,87987.19,1.0,37.0,87987.19,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5002006,300305,538,2025-10-11,2025-10-23,Delivered,100023.7,2.0,79.0,100023.70000000001,-1.4551915228366852e-11,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
5002007,300106,539,2026-06-01,2026-06-09,Shipped,1634.72,1.0,7.0,1634.72,0.0,Matched,0,False,Has Order Details,Matched,Positive Net Quantity,Valid
5002008,302406,512,2025-03-31,2025-04-07,Shipped,58399.61,1.0,46.0,58399.61,0.0,Matched,1,True,Has Order Details,Matched,Positive Net Quantity,Valid
