date_key,date,year,quarter,month,month_name,month_year,week,day,day_name,day_of_week,is_weekend
20201229,29-12-2020,2020,Q4,12,December,2020-12,53,29,Tuesday,2,FALSE
20201230,30-12-2020,2020,Q4,12,December,2020-12,53,30,Wednesday,3,FALSE
20201231,31-12-2020,2020,Q4,12,December,2020-12,53,31,Thursday,4,FALSE
20210101,01-01-2021,2021,Q1,1,January,2021-01,53,1,Friday,5,FALSE
20210102,02-01-2021,2021,Q1,1,January,2021-01,53,2,Saturday,6,TRUE
20210103,03-01-2021,2021,Q1,1,January,2021-01,53,3,Sunday,7,TRUE
20210104,04-01-2021,2021,Q1,1,January,2021-01,1,4,Monday,1,FALSE
20210105,05-01-2021,2021,Q1,1,January,2021-01,1,5,Tuesday,2,FALSE
20210106,06-01-2021,2021,Q1,1,January,2021-01,1,6,Wednesday,3,FALSE
20210107,07-01-2021,2021,Q1,1,January,2021-01,1,7,Thursday,4,FALSE
20210108,08-01-2021,2021,Q1,1,January,2021-01,1,8,Friday,5,FALSE
20210109,09-01-2021,2021,Q1,1,January,2021-01,1,9,Saturday,6,TRUE
20210110,10-01-2021,2021,Q1,1,January,2021-01,1,10,Sunday,7,TRUE
20210111,11-01-2021,2021,Q1,1,January,2021-01,2,11,Monday,1,FALSE
20210112,12-01-2021,2021,Q1,1,January,2021-01,2,12,Tuesday,2,FALSE
20210113,13-01-2021,2021,Q1,1,January,2021-01,2,13,Wednesday,3,FALSE
20210114,14-01-2021,2021,Q1,1,January,2021-01,2,14,Thursday,4,FALSE
20210115,15-01-2021,2021,Q1,1,January,2021-01,2,15,Friday,5,FALSE
20210116,16-01-2021,2021,Q1,1,January,2021-01,2,16,Saturday,6,TRUE
20210117,17-01-2021,2021,Q1,1,January,2021-01,2,17,Sunday,7,TRUE
20210118,18-01-2021,2021,Q1,1,January,2021-01,3,18,Monday,1,FALSE
20210119,19-01-2021,2021,Q1,1,January,2021-01,3,19,Tuesday,2,FALSE
20210120,20-01-2021,2021,Q1,1,January,2021-01,3,20,Wednesday,3,FALSE
20210121,21-01-2021,2021,Q1,1,January,2021-01,3,21,Thursday,4,FALSE
20210122,22-01-2021,2021,Q1,1,January,2021-01,3,22,Friday,5,FALSE
20210123,23-01-2021,2021,Q1,1,January,2021-01,3,23,Saturday,6,TRUE
20210124,24-01-2021,2021,Q1,1,January,2021-01,3,24,Sunday,7,TRUE
20210125,25-01-2021,2021,Q1,1,January,2021-01,4,25,Monday,1,FALSE
20210126,26-01-2021,2021,Q1,1,January,2021-01,4,26,Tuesday,2,FALSE
20210127,27-01-2021,2021,Q1,1,January,2021-01,4,27,Wednesday,3,FALSE
20210128,28-01-2021,2021,Q1,1,January,2021-01,4,28,Thursday,4,FALSE
20210129,29-01-2021,2021,Q1,1,January,2021-01,4,29,Friday,5,FALSE
20210130,30-01-2021,2021,Q1,1,January,2021-01,4,30,Saturday,6,TRUE
20210131,31-01-2021,2021,Q1,1,January,2021-01,4,31,Sunday,7,TRUE
20210201,01-02-2021,2021,Q1,2,February,2021-02,5,1,Monday,1,FALSE
20210202,02-02-2021,2021,Q1,2,February,2021-02,5,2,Tuesday,2,FALSE
20210203,03-02-2021,2021,Q1,2,February,2021-02,5,3,Wednesday,3,FALSE
20210204,04-02-2021,2021,Q1,2,February,2021-02,5,4,Thursday,4,FALSE
20210205,05-02-2021,2021,Q1,2,February,2021-02,5,5,Friday,5,FALSE
20210206,06-02-2021,2021,Q1,2,February,2021-02,5,6,Saturday,6,TRUE
20210207,07-02-2021,2021,Q1,2,February,2021-02,5,7,Sunday,7,TRUE
20210208,08-02-2021,2021,Q1,2,February,2021-02,6,8,Monday,1,FALSE
20210209,09-02-2021,2021,Q1,2,February,2021-02,6,9,Tuesday,2,FALSE
20210210,10-02-2021,2021,Q1,2,February,2021-02,6,10,Wednesday,3,FALSE
20210211,11-02-2021,2021,Q1,2,February,2021-02,6,11,Thursday,4,FALSE
20210212,12-02-2021,2021,Q1,2,February,2021-02,6,12,Friday,5,FALSE
20210213,13-02-2021,2021,Q1,2,February,2021-02,6,13,Saturday,6,TRUE
20210214,14-02-2021,2021,Q1,2,February,2021-02,6,14,Sunday,7,TRUE
20210215,15-02-2021,2021,Q1,2,February,2021-02,7,15,Monday,1,FALSE
20210216,16-02-2021,2021,Q1,2,February,2021-02,7,16,Tuesday,2,FALSE
20210217,17-02-2021,2021,Q1,2,February,2021-02,7,17,Wednesday,3,FALSE
20210218,18-02-2021,2021,Q1,2,February,2021-02,7,18,Thursday,4,FALSE
20210219,19-02-2021,2021,Q1,2,February,2021-02,7,19,Friday,5,FALSE
20210220,20-02-2021,2021,Q1,2,February,2021-02,7,20,Saturday,6,TRUE
20210221,21-02-2021,2021,Q1,2,February,2021-02,7,21,Sunday,7,TRUE
20210222,22-02-2021,2021,Q1,2,February,2021-02,8,22,Monday,1,FALSE
20210223,23-02-2021,2021,Q1,2,February,2021-02,8,23,Tuesday,2,FALSE
20210224,24-02-2021,2021,Q1,2,February,2021-02,8,24,Wednesday,3,FALSE
20210225,25-02-2021,2021,Q1,2,February,2021-02,8,25,Thursday,4,FALSE
20210226,26-02-2021,2021,Q1,2,February,2021-02,8,26,Friday,5,FALSE
20210227,27-02-2021,2021,Q1,2,February,2021-02,8,27,Saturday,6,TRUE
20210228,28-02-2021,2021,Q1,2,February,2021-02,8,28,Sunday,7,TRUE
20210301,01-03-2021,2021,Q1,3,March,2021-03,9,1,Monday,1,FALSE
20210302,02-03-2021,2021,Q1,3,March,2021-03,9,2,Tuesday,2,FALSE
20210303,03-03-2021,2021,Q1,3,March,2021-03,9,3,Wednesday,3,FALSE
20210304,04-03-2021,2021,Q1,3,March,2021-03,9,4,Thursday,4,FALSE
20210305,05-03-2021,2021,Q1,3,March,2021-03,9,5,Friday,5,FALSE
20210306,06-03-2021,2021,Q1,3,March,2021-03,9,6,Saturday,6,TRUE
20210307,07-03-2021,2021,Q1,3,March,2021-03,9,7,Sunday,7,TRUE
20210308,08-03-2021,2021,Q1,3,March,2021-03,10,8,Monday,1,FALSE
20210309,09-03-2021,2021,Q1,3,March,2021-03,10,9,Tuesday,2,FALSE
20210310,10-03-2021,2021,Q1,3,March,2021-03,10,10,Wednesday,3,FALSE
20210311,11-03-2021,2021,Q1,3,March,2021-03,10,11,Thursday,4,FALSE
20210312,12-03-2021,2021,Q1,3,March,2021-03,10,12,Friday,5,FALSE
20210313,13-03-2021,2021,Q1,3,March,2021-03,10,13,Saturday,6,TRUE
20210314,14-03-2021,2021,Q1,3,March,2021-03,10,14,Sunday,7,TRUE
20210315,15-03-2021,2021,Q1,3,March,2021-03,11,15,Monday,1,FALSE
20210316,16-03-2021,2021,Q1,3,March,2021-03,11,16,Tuesday,2,FALSE
20210317,17-03-2021,2021,Q1,3,March,2021-03,11,17,Wednesday,3,FALSE
20210318,18-03-2021,2021,Q1,3,March,2021-03,11,18,Thursday,4,FALSE
20210319,19-03-2021,2021,Q1,3,March,2021-03,11,19,Friday,5,FALSE
20210320,20-03-2021,2021,Q1,3,March,2021-03,11,20,Saturday,6,TRUE
20210321,21-03-2021,2021,Q1,3,March,2021-03,11,21,Sunday,7,TRUE
20210322,22-03-2021,2021,Q1,3,March,2021-03,12,22,Monday,1,FALSE
20210323,23-03-2021,2021,Q1,3,March,2021-03,12,23,Tuesday,2,FALSE
20210324,24-03-2021,2021,Q1,3,March,2021-03,12,24,Wednesday,3,FALSE
20210325,25-03-2021,2021,Q1,3,March,2021-03,12,25,Thursday,4,FALSE
20210326,26-03-2021,2021,Q1,3,March,2021-03,12,26,Friday,5,FALSE
20210327,27-03-2021,2021,Q1,3,March,2021-03,12,27,Saturday,6,TRUE
20210328,28-03-2021,2021,Q1,3,March,2021-03,12,28,Sunday,7,TRUE
20210329,29-03-2021,2021,Q1,3,March,2021-03,13,29,Monday,1,FALSE
20210330,30-03-2021,2021,Q1,3,March,2021-03,13,30,Tuesday,2,FALSE
20210331,31-03-2021,2021,Q1,3,March,2021-03,13,31,Wednesday,3,FALSE
20210401,01-04-2021,2021,Q2,4,April,2021-04,13,1,Thursday,4,FALSE
20210402,02-04-2021,2021,Q2,4,April,2021-04,13,2,Friday,5,FALSE
20210403,03-04-2021,2021,Q2,4,April,2021-04,13,3,Saturday,6,TRUE
20210404,04-04-2021,2021,Q2,4,April,2021-04,13,4,Sunday,7,TRUE
20210405,05-04-2021,2021,Q2,4,April,2021-04,14,5,Monday,1,FALSE
20210406,06-04-2021,2021,Q2,4,April,2021-04,14,6,Tuesday,2,FALSE
20210407,07-04-2021,2021,Q2,4,April,2021-04,14,7,Wednesday,3,FALSE
20210408,08-04-2021,2021,Q2,4,April,2021-04,14,8,Thursday,4,FALSE
20210409,09-04-2021,2021,Q2,4,April,2021-04,14,9,Friday,5,FALSE
20210410,10-04-2021,2021,Q2,4,April,2021-04,14,10,Saturday,6,TRUE
20210411,11-04-2021,2021,Q2,4,April,2021-04,14,11,Sunday,7,TRUE
20210412,12-04-2021,2021,Q2,4,April,2021-04,15,12,Monday,1,FALSE
20210413,13-04-2021,2021,Q2,4,April,2021-04,15,13,Tuesday,2,FALSE
20210414,14-04-2021,2021,Q2,4,April,2021-04,15,14,Wednesday,3,FALSE
20210415,15-04-2021,2021,Q2,4,April,2021-04,15,15,Thursday,4,FALSE
20210416,16-04-2021,2021,Q2,4,April,2021-04,15,16,Friday,5,FALSE
20210417,17-04-2021,2021,Q2,4,April,2021-04,15,17,Saturday,6,TRUE
20210418,18-04-2021,2021,Q2,4,April,2021-04,15,18,Sunday,7,TRUE
20210419,19-04-2021,2021,Q2,4,April,2021-04,16,19,Monday,1,FALSE
20210420,20-04-2021,2021,Q2,4,April,2021-04,16,20,Tuesday,2,FALSE
20210421,21-04-2021,2021,Q2,4,April,2021-04,16,21,Wednesday,3,FALSE
20210422,22-04-2021,2021,Q2,4,April,2021-04,16,22,Thursday,4,FALSE
20210423,23-04-2021,2021,Q2,4,April,2021-04,16,23,Friday,5,FALSE
20210424,24-04-2021,2021,Q2,4,April,2021-04,16,24,Saturday,6,TRUE
20210425,25-04-2021,2021,Q2,4,April,2021-04,16,25,Sunday,7,TRUE
20210426,26-04-2021,2021,Q2,4,April,2021-04,17,26,Monday,1,FALSE
20210427,27-04-2021,2021,Q2,4,April,2021-04,17,27,Tuesday,2,FALSE
20210428,28-04-2021,2021,Q2,4,April,2021-04,17,28,Wednesday,3,FALSE
20210429,29-04-2021,2021,Q2,4,April,2021-04,17,29,Thursday,4,FALSE
20210430,30-04-2021,2021,Q2,4,April,2021-04,17,30,Friday,5,FALSE
20210501,01-05-2021,2021,Q2,5,May,2021-05,17,1,Saturday,6,TRUE
20210502,02-05-2021,2021,Q2,5,May,2021-05,17,2,Sunday,7,TRUE
20210503,03-05-2021,2021,Q2,5,May,2021-05,18,3,Monday,1,FALSE
20210504,04-05-2021,2021,Q2,5,May,2021-05,18,4,Tuesday,2,FALSE
20210505,05-05-2021,2021,Q2,5,May,2021-05,18,5,Wednesday,3,FALSE
20210506,06-05-2021,2021,Q2,5,May,2021-05,18,6,Thursday,4,FALSE
20210507,07-05-2021,2021,Q2,5,May,2021-05,18,7,Friday,5,FALSE
20210508,08-05-2021,2021,Q2,5,May,2021-05,18,8,Saturday,6,TRUE
20210509,09-05-2021,2021,Q2,5,May,2021-05,18,9,Sunday,7,TRUE
20210510,10-05-2021,2021,Q2,5,May,2021-05,19,10,Monday,1,FALSE
20210511,11-05-2021,2021,Q2,5,May,2021-05,19,11,Tuesday,2,FALSE
20210512,12-05-2021,2021,Q2,5,May,2021-05,19,12,Wednesday,3,FALSE
20210513,13-05-2021,2021,Q2,5,May,2021-05,19,13,Thursday,4,FALSE
20210514,14-05-2021,2021,Q2,5,May,2021-05,19,14,Friday,5,FALSE
20210515,15-05-2021,2021,Q2,5,May,2021-05,19,15,Saturday,6,TRUE
20210516,16-05-2021,2021,Q2,5,May,2021-05,19,16,Sunday,7,TRUE
20210517,17-05-2021,2021,Q2,5,May,2021-05,20,17,Monday,1,FALSE
20210518,18-05-2021,2021,Q2,5,May,2021-05,20,18,Tuesday,2,FALSE
20210519,19-05-2021,2021,Q2,5,May,2021-05,20,19,Wednesday,3,FALSE
20210520,20-05-2021,2021,Q2,5,May,2021-05,20,20,Thursday,4,FALSE
20210521,21-05-2021,2021,Q2,5,May,2021-05,20,21,Friday,5,FALSE
20210522,22-05-2021,2021,Q2,5,May,2021-05,20,22,Saturday,6,TRUE
20210523,23-05-2021,2021,Q2,5,May,2021-05,20,23,Sunday,7,TRUE
20210524,24-05-2021,2021,Q2,5,May,2021-05,21,24,Monday,1,FALSE
20210525,25-05-2021,2021,Q2,5,May,2021-05,21,25,Tuesday,2,FALSE
20210526,26-05-2021,2021,Q2,5,May,2021-05,21,26,Wednesday,3,FALSE
20210527,27-05-2021,2021,Q2,5,May,2021-05,21,27,Thursday,4,FALSE
20210528,28-05-2021,2021,Q2,5,May,2021-05,21,28,Friday,5,FALSE
20210529,29-05-2021,2021,Q2,5,May,2021-05,21,29,Saturday,6,TRUE
20210530,30-05-2021,2021,Q2,5,May,2021-05,21,30,Sunday,7,TRUE
20210531,31-05-2021,2021,Q2,5,May,2021-05,22,31,Monday,1,FALSE
20210601,01-06-2021,2021,Q2,6,June,2021-06,22,1,Tuesday,2,FALSE
20210602,02-06-2021,2021,Q2,6,June,2021-06,22,2,Wednesday,3,FALSE
20210603,03-06-2021,2021,Q2,6,June,2021-06,22,3,Thursday,4,FALSE
20210604,04-06-2021,2021,Q2,6,June,2021-06,22,4,Friday,5,FALSE
20210605,05-06-2021,2021,Q2,6,June,2021-06,22,5,Saturday,6,TRUE
20210606,06-06-2021,2021,Q2,6,June,2021-06,22,6,Sunday,7,TRUE
20210607,07-06-2021,2021,Q2,6,June,2021-06,23,7,Monday,1,FALSE
20210608,08-06-2021,2021,Q2,6,June,2021-06,23,8,Tuesday,2,FALSE
20210609,09-06-2021,2021,Q2,6,June,2021-06,23,9,Wednesday,3,FALSE
20210610,10-06-2021,2021,Q2,6,June,2021-06,23,10,Thursday,4,FALSE
20210611,11-06-2021,2021,Q2,6,June,2021-06,23,11,Friday,5,FALSE
20210612,12-06-2021,2021,Q2,6,June,2021-06,23,12,Saturday,6,TRUE
20210613,13-06-2021,2021,Q2,6,June,2021-06,23,13,Sunday,7,TRUE
20210614,14-06-2021,2021,Q2,6,June,2021-06,24,14,Monday,1,FALSE
20210615,15-06-2021,2021,Q2,6,June,2021-06,24,15,Tuesday,2,FALSE
20210616,16-06-2021,2021,Q2,6,June,2021-06,24,16,Wednesday,3,FALSE
20210617,17-06-2021,2021,Q2,6,June,2021-06,24,17,Thursday,4,FALSE
20210618,18-06-2021,2021,Q2,6,June,2021-06,24,18,Friday,5,FALSE
20210619,19-06-2021,2021,Q2,6,June,2021-06,24,19,Saturday,6,TRUE
20210620,20-06-2021,2021,Q2,6,June,2021-06,24,20,Sunday,7,TRUE
20210621,21-06-2021,2021,Q2,6,June,2021-06,25,21,Monday,1,FALSE
20210622,22-06-2021,2021,Q2,6,June,2021-06,25,22,Tuesday,2,FALSE
20210623,23-06-2021,2021,Q2,6,June,2021-06,25,23,Wednesday,3,FALSE
20210624,24-06-2021,2021,Q2,6,June,2021-06,25,24,Thursday,4,FALSE
20210625,25-06-2021,2021,Q2,6,June,2021-06,25,25,Friday,5,FALSE
20210626,26-06-2021,2021,Q2,6,June,2021-06,25,26,Saturday,6,TRUE
20210627,27-06-2021,2021,Q2,6,June,2021-06,25,27,Sunday,7,TRUE
20210628,28-06-2021,2021,Q2,6,June,2021-06,26,28,Monday,1,FALSE
20210629,29-06-2021,2021,Q2,6,June,2021-06,26,29,Tuesday,2,FALSE
20210630,30-06-2021,2021,Q2,6,June,2021-06,26,30,Wednesday,3,FALSE
20210701,01-07-2021,2021,Q3,7,July,2021-07,26,1,Thursday,4,FALSE
20210702,02-07-2021,2021,Q3,7,July,2021-07,26,2,Friday,5,FALSE
20210703,03-07-2021,2021,Q3,7,July,2021-07,26,3,Saturday,6,TRUE
20210704,04-07-2021,2021,Q3,7,July,2021-07,26,4,Sunday,7,TRUE
20210705,05-07-2021,2021,Q3,7,July,2021-07,27,5,Monday,1,FALSE
20210706,06-07-2021,2021,Q3,7,July,2021-07,27,6,Tuesday,2,FALSE
20210707,07-07-2021,2021,Q3,7,July,2021-07,27,7,Wednesday,3,FALSE
20210708,08-07-2021,2021,Q3,7,July,2021-07,27,8,Thursday,4,FALSE
20210709,09-07-2021,2021,Q3,7,July,2021-07,27,9,Friday,5,FALSE
20210710,10-07-2021,2021,Q3,7,July,2021-07,27,10,Saturday,6,TRUE
20210711,11-07-2021,2021,Q3,7,July,2021-07,27,11,Sunday,7,TRUE
20210712,12-07-2021,2021,Q3,7,July,2021-07,28,12,Monday,1,FALSE
20210713,13-07-2021,2021,Q3,7,July,2021-07,28,13,Tuesday,2,FALSE
20210714,14-07-2021,2021,Q3,7,July,2021-07,28,14,Wednesday,3,FALSE
20210715,15-07-2021,2021,Q3,7,July,2021-07,28,15,Thursday,4,FALSE
20210716,16-07-2021,2021,Q3,7,July,2021-07,28,16,Friday,5,FALSE
20210717,17-07-2021,2021,Q3,7,July,2021-07,28,17,Saturday,6,TRUE
20210718,18-07-2021,2021,Q3,7,July,2021-07,28,18,Sunday,7,TRUE
20210719,19-07-2021,2021,Q3,7,July,2021-07,29,19,Monday,1,FALSE
20210720,20-07-2021,2021,Q3,7,July,2021-07,29,20,Tuesday,2,FALSE
20210721,21-07-2021,2021,Q3,7,July,2021-07,29,21,Wednesday,3,FALSE
20210722,22-07-2021,2021,Q3,7,July,2021-07,29,22,Thursday,4,FALSE
20210723,23-07-2021,2021,Q3,7,July,2021-07,29,23,Friday,5,FALSE
20210724,24-07-2021,2021,Q3,7,July,2021-07,29,24,Saturday,6,TRUE
20210725,25-07-2021,2021,Q3,7,July,2021-07,29,25,Sunday,7,TRUE
20210726,26-07-2021,2021,Q3,7,July,2021-07,30,26,Monday,1,FALSE
20210727,27-07-2021,2021,Q3,7,July,2021-07,30,27,Tuesday,2,FALSE
20210728,28-07-2021,2021,Q3,7,July,2021-07,30,28,Wednesday,3,FALSE
20210729,29-07-2021,2021,Q3,7,July,2021-07,30,29,Thursday,4,FALSE
20210730,30-07-2021,2021,Q3,7,July,2021-07,30,30,Friday,5,FALSE
20210731,31-07-2021,2021,Q3,7,July,2021-07,30,31,Saturday,6,TRUE
20210801,01-08-2021,2021,Q3,8,August,2021-08,30,1,Sunday,7,TRUE
20210802,02-08-2021,2021,Q3,8,August,2021-08,31,2,Monday,1,FALSE
20210803,03-08-2021,2021,Q3,8,August,2021-08,31,3,Tuesday,2,FALSE
20210804,04-08-2021,2021,Q3,8,August,2021-08,31,4,Wednesday,3,FALSE
20210805,05-08-2021,2021,Q3,8,August,2021-08,31,5,Thursday,4,FALSE
20210806,06-08-2021,2021,Q3,8,August,2021-08,31,6,Friday,5,FALSE
20210807,07-08-2021,2021,Q3,8,August,2021-08,31,7,Saturday,6,TRUE
20210808,08-08-2021,2021,Q3,8,August,2021-08,31,8,Sunday,7,TRUE
20210809,09-08-2021,2021,Q3,8,August,2021-08,32,9,Monday,1,FALSE
20210810,10-08-2021,2021,Q3,8,August,2021-08,32,10,Tuesday,2,FALSE
20210811,11-08-2021,2021,Q3,8,August,2021-08,32,11,Wednesday,3,FALSE
20210812,12-08-2021,2021,Q3,8,August,2021-08,32,12,Thursday,4,FALSE
20210813,13-08-2021,2021,Q3,8,August,2021-08,32,13,Friday,5,FALSE
20210814,14-08-2021,2021,Q3,8,August,2021-08,32,14,Saturday,6,TRUE
20210815,15-08-2021,2021,Q3,8,August,2021-08,32,15,Sunday,7,TRUE
20210816,16-08-2021,2021,Q3,8,August,2021-08,33,16,Monday,1,FALSE
20210817,17-08-2021,2021,Q3,8,August,2021-08,33,17,Tuesday,2,FALSE
20210818,18-08-2021,2021,Q3,8,August,2021-08,33,18,Wednesday,3,FALSE
20210819,19-08-2021,2021,Q3,8,August,2021-08,33,19,Thursday,4,FALSE
20210820,20-08-2021,2021,Q3,8,August,2021-08,33,20,Friday,5,FALSE
20210821,21-08-2021,2021,Q3,8,August,2021-08,33,21,Saturday,6,TRUE
20210822,22-08-2021,2021,Q3,8,August,2021-08,33,22,Sunday,7,TRUE
20210823,23-08-2021,2021,Q3,8,August,2021-08,34,23,Monday,1,FALSE
20210824,24-08-2021,2021,Q3,8,August,2021-08,34,24,Tuesday,2,FALSE
20210825,25-08-2021,2021,Q3,8,August,2021-08,34,25,Wednesday,3,FALSE
20210826,26-08-2021,2021,Q3,8,August,2021-08,34,26,Thursday,4,FALSE
20210827,27-08-2021,2021,Q3,8,August,2021-08,34,27,Friday,5,FALSE
20210828,28-08-2021,2021,Q3,8,August,2021-08,34,28,Saturday,6,TRUE
20210829,29-08-2021,2021,Q3,8,August,2021-08,34,29,Sunday,7,TRUE
20210830,30-08-2021,2021,Q3,8,August,2021-08,35,30,Monday,1,FALSE
20210831,31-08-2021,2021,Q3,8,August,2021-08,35,31,Tuesday,2,FALSE
20210901,01-09-2021,2021,Q3,9,September,2021-09,35,1,Wednesday,3,FALSE
20210902,02-09-2021,2021,Q3,9,September,2021-09,35,2,Thursday,4,FALSE
20210903,03-09-2021,2021,Q3,9,September,2021-09,35,3,Friday,5,FALSE
20210904,04-09-2021,2021,Q3,9,September,2021-09,35,4,Saturday,6,TRUE
20210905,05-09-2021,2021,Q3,9,September,2021-09,35,5,Sunday,7,TRUE
20210906,06-09-2021,2021,Q3,9,September,2021-09,36,6,Monday,1,FALSE
20210907,07-09-2021,2021,Q3,9,September,2021-09,36,7,Tuesday,2,FALSE
20210908,08-09-2021,2021,Q3,9,September,2021-09,36,8,Wednesday,3,FALSE
20210909,09-09-2021,2021,Q3,9,September,2021-09,36,9,Thursday,4,FALSE
20210910,10-09-2021,2021,Q3,9,September,2021-09,36,10,Friday,5,FALSE
20210911,11-09-2021,2021,Q3,9,September,2021-09,36,11,Saturday,6,TRUE
20210912,12-09-2021,2021,Q3,9,September,2021-09,36,12,Sunday,7,TRUE
20210913,13-09-2021,2021,Q3,9,September,2021-09,37,13,Monday,1,FALSE
20210914,14-09-2021,2021,Q3,9,September,2021-09,37,14,Tuesday,2,FALSE
20210915,15-09-2021,2021,Q3,9,September,2021-09,37,15,Wednesday,3,FALSE
20210916,16-09-2021,2021,Q3,9,September,2021-09,37,16,Thursday,4,FALSE
20210917,17-09-2021,2021,Q3,9,September,2021-09,37,17,Friday,5,FALSE
20210918,18-09-2021,2021,Q3,9,September,2021-09,37,18,Saturday,6,TRUE
20210919,19-09-2021,2021,Q3,9,September,2021-09,37,19,Sunday,7,TRUE
20210920,20-09-2021,2021,Q3,9,September,2021-09,38,20,Monday,1,FALSE
20210921,21-09-2021,2021,Q3,9,September,2021-09,38,21,Tuesday,2,FALSE
20210922,22-09-2021,2021,Q3,9,September,2021-09,38,22,Wednesday,3,FALSE
20210923,23-09-2021,2021,Q3,9,September,2021-09,38,23,Thursday,4,FALSE
20210924,24-09-2021,2021,Q3,9,September,2021-09,38,24,Friday,5,FALSE
20210925,25-09-2021,2021,Q3,9,September,2021-09,38,25,Saturday,6,TRUE
20210926,26-09-2021,2021,Q3,9,September,2021-09,38,26,Sunday,7,TRUE
20210927,27-09-2021,2021,Q3,9,September,2021-09,39,27,Monday,1,FALSE
20210928,28-09-2021,2021,Q3,9,September,2021-09,39,28,Tuesday,2,FALSE
20210929,29-09-2021,2021,Q3,9,September,2021-09,39,29,Wednesday,3,FALSE
20210930,30-09-2021,2021,Q3,9,September,2021-09,39,30,Thursday,4,FALSE
20211001,01-10-2021,2021,Q4,10,October,2021-10,39,1,Friday,5,FALSE
20211002,02-10-2021,2021,Q4,10,October,2021-10,39,2,Saturday,6,TRUE
20211003,03-10-2021,2021,Q4,10,October,2021-10,39,3,Sunday,7,TRUE
20211004,04-10-2021,2021,Q4,10,October,2021-10,40,4,Monday,1,FALSE
20211005,05-10-2021,2021,Q4,10,October,2021-10,40,5,Tuesday,2,FALSE
20211006,06-10-2021,2021,Q4,10,October,2021-10,40,6,Wednesday,3,FALSE
20211007,07-10-2021,2021,Q4,10,October,2021-10,40,7,Thursday,4,FALSE
20211008,08-10-2021,2021,Q4,10,October,2021-10,40,8,Friday,5,FALSE
20211009,09-10-2021,2021,Q4,10,October,2021-10,40,9,Saturday,6,TRUE
20211010,10-10-2021,2021,Q4,10,October,2021-10,40,10,Sunday,7,TRUE
20211011,11-10-2021,2021,Q4,10,October,2021-10,41,11,Monday,1,FALSE
20211012,12-10-2021,2021,Q4,10,October,2021-10,41,12,Tuesday,2,FALSE
20211013,13-10-2021,2021,Q4,10,October,2021-10,41,13,Wednesday,3,FALSE
20211014,14-10-2021,2021,Q4,10,October,2021-10,41,14,Thursday,4,FALSE
20211015,15-10-2021,2021,Q4,10,October,2021-10,41,15,Friday,5,FALSE
20211016,16-10-2021,2021,Q4,10,October,2021-10,41,16,Saturday,6,TRUE
20211017,17-10-2021,2021,Q4,10,October,2021-10,41,17,Sunday,7,TRUE
20211018,18-10-2021,2021,Q4,10,October,2021-10,42,18,Monday,1,FALSE
20211019,19-10-2021,2021,Q4,10,October,2021-10,42,19,Tuesday,2,FALSE
20211020,20-10-2021,2021,Q4,10,October,2021-10,42,20,Wednesday,3,FALSE
20211021,21-10-2021,2021,Q4,10,October,2021-10,42,21,Thursday,4,FALSE
20211022,22-10-2021,2021,Q4,10,October,2021-10,42,22,Friday,5,FALSE
20211023,23-10-2021,2021,Q4,10,October,2021-10,42,23,Saturday,6,TRUE
20211024,24-10-2021,2021,Q4,10,October,2021-10,42,24,Sunday,7,TRUE
20211025,25-10-2021,2021,Q4,10,October,2021-10,43,25,Monday,1,FALSE
20211026,26-10-2021,2021,Q4,10,October,2021-10,43,26,Tuesday,2,FALSE
20211027,27-10-2021,2021,Q4,10,October,2021-10,43,27,Wednesday,3,FALSE
20211028,28-10-2021,2021,Q4,10,October,2021-10,43,28,Thursday,4,FALSE
20211029,29-10-2021,2021,Q4,10,October,2021-10,43,29,Friday,5,FALSE
20211030,30-10-2021,2021,Q4,10,October,2021-10,43,30,Saturday,6,TRUE
20211031,31-10-2021,2021,Q4,10,October,2021-10,43,31,Sunday,7,TRUE
20211101,01-11-2021,2021,Q4,11,November,2021-11,44,1,Monday,1,FALSE
20211102,02-11-2021,2021,Q4,11,November,2021-11,44,2,Tuesday,2,FALSE
20211103,03-11-2021,2021,Q4,11,November,2021-11,44,3,Wednesday,3,FALSE
20211104,04-11-2021,2021,Q4,11,November,2021-11,44,4,Thursday,4,FALSE
20211105,05-11-2021,2021,Q4,11,November,2021-11,44,5,Friday,5,FALSE
20211106,06-11-2021,2021,Q4,11,November,2021-11,44,6,Saturday,6,TRUE
20211107,07-11-2021,2021,Q4,11,November,2021-11,44,7,Sunday,7,TRUE
20211108,08-11-2021,2021,Q4,11,November,2021-11,45,8,Monday,1,FALSE
20211109,09-11-2021,2021,Q4,11,November,2021-11,45,9,Tuesday,2,FALSE
20211110,10-11-2021,2021,Q4,11,November,2021-11,45,10,Wednesday,3,FALSE
20211111,11-11-2021,2021,Q4,11,November,2021-11,45,11,Thursday,4,FALSE
20211112,12-11-2021,2021,Q4,11,November,2021-11,45,12,Friday,5,FALSE
20211113,13-11-2021,2021,Q4,11,November,2021-11,45,13,Saturday,6,TRUE
20211114,14-11-2021,2021,Q4,11,November,2021-11,45,14,Sunday,7,TRUE
20211115,15-11-2021,2021,Q4,11,November,2021-11,46,15,Monday,1,FALSE
20211116,16-11-2021,2021,Q4,11,November,2021-11,46,16,Tuesday,2,FALSE
20211117,17-11-2021,2021,Q4,11,November,2021-11,46,17,Wednesday,3,FALSE
