inventory_id,warehouse_id,product_id,warehouse_name,location,capacity_units,product_name,category,unit_price,is_active,stock_quantity,reorder_level,last_restock_date,stock_status,restock_date_status,business_key_status,inventory_key_status
700500,507,20256,New Zachary Distribution Center,Germany,216755,Re-contextualized clear-thinking data-warehouse,Toys,549.97,N,6683,110,29-08-2026,Above Reorder Level,Valid,Unique,Valid
700501,507,20770,New Zachary Distribution Center,Germany,216755,Face-to-face intangible interface,Toys,773.5,N,1869,482,23-07-2026,Above Reorder Level,Valid,Unique,Valid
700502,507,20120,New Zachary Distribution Center,Germany,216755,Vision-oriented multi-tasking extranet,Industrial Equipment,56.74,N,1198,498,12-12-2025,Above Reorder Level,Valid,Unique,Valid
700503,507,21188,New Zachary Distribution Center,Germany,216755,Horizontal neutral flexibility,Sporting Goods,779.11,N,578,114,19-01-2026,Above Reorder Level,Valid,Unique,Valid
700504,507,20771,New Zachary Distribution Center,Germany,216755,Synergized web-enabled initiative,Furniture,380.87,N,2622,183,02-07-2026,Above Reorder Level,Valid,Unique,Valid
700505,507,20291,New Zachary Distribution Center,Germany,216755,Optimized incremental attitude,Toys,1081.68,Y,1801,104,29-04-2026,Above Reorder Level,Valid,Unique,Valid
700506,507,20543,New Zachary Distribution Center,Germany,216755,Down-sized zero tolerance encryption,Office Supplies,2310.73,N,277,431,21-04-2026,Below Reorder Level,Valid,Unique,Valid
700507,507,20153,New Zachary Distribution Center,Germany,216755,Cross-platform cohesive standardization,Groceries,1485.92,N,3773,201,07-07-2026,Above Reorder Level,Valid,Unique,Valid
700508,507,20233,New Zachary Distribution Center,Germany,216755,Multi-channeled tertiary open architecture,Office Supplies,1032.81,Y,2697,141,17-01-2026,Above Reorder Level,Valid,Unique,Valid
700509,507,20225,New Zachary Distribution Center,Germany,216755,Virtual coherent open architecture,Furniture,2089.49,Y,4668,118,03-03-2026,Above Reorder Level,Valid,Unique,Valid
700510,507,20584,New Zachary Distribution Center,Germany,216755,Universal directional emulation,Electronics,2104,N,2018,446,15-05-2026,Above Reorder Level,Valid,Unique,Valid
700511,507,20900,New Zachary Distribution Center,Germany,216755,Right-sized leadingedge support,Apparel,2332.34,Y,1483,26,06-02-2026,Above Reorder Level,Valid,Unique,Valid
700512,507,20617,New Zachary Distribution Center,Germany,216755,Managed fault-tolerant architecture,Toys,747.77,N,845,107,17-07-2026,Above Reorder Level,Valid,Unique,Valid
700513,507,20817,New Zachary Distribution Center,Germany,216755,Total 6thgeneration encoding,Pharmaceuticals,1370.76,Y,4211,110,28-07-2026,Above Reorder Level,Valid,Unique,Valid
700514,507,20918,New Zachary Distribution Center,Germany,216755,Profit-focused attitude-oriented interface,Furniture,267.95,Y,3136,195,23-07-2026,Above Reorder Level,Valid,Unique,Valid
700515,507,21136,New Zachary Distribution Center,Germany,216755,Universal solution-oriented capability,Sporting Goods,1154.51,Y,72,81,17-05-2026,Below Reorder Level,Valid,Unique,Valid
700516,507,20101,New Zachary Distribution Center,Germany,216755,Front-line impactful encoding,Sporting Goods,265.93,Y,42,124,19-06-2026,Below Reorder Level,Valid,Unique,Valid
700517,507,20402,New Zachary Distribution Center,Germany,216755,Organic client-server throughput,Automotive Parts,2424.09,Y,737,89,01-07-2026,Above Reorder Level,Valid,Unique,Valid
700518,507,20613,New Zachary Distribution Center,Germany,216755,Configurable object-oriented workforce,Automotive Parts,1136.23,N,2596,381,28-05-2026,Above Reorder Level,Valid,Unique,Valid
700519,507,20313,New Zachary Distribution Center,Germany,216755,Innovative regional pricing structure,Electronics,2424.35,Y,6809,29,02-12-2025,Above Reorder Level,Valid,Unique,Valid
700520,507,20470,New Zachary Distribution Center,Germany,216755,Robust incremental budgetary management,Industrial Equipment,2268.13,Y,254,48,15-01-2026,Above Reorder Level,Valid,Unique,Valid
700521,507,20717,New Zachary Distribution Center,Germany,216755,Enhanced fresh-thinking structure,Pharmaceuticals,599.07,Y,1407,257,02-03-2026,Above Reorder Level,Valid,Unique,Valid
700522,507,21401,New Zachary Distribution Center,Germany,216755,Polarized well-modulated open system,Industrial Equipment,444.73,Y,748,47,04-02-2026,Above Reorder Level,Valid,Unique,Valid
700523,507,21120,New Zachary Distribution Center,Germany,216755,Advanced bottom-line budgetary management,Apparel,517.09,Y,5466,156,10-03-2026,Above Reorder Level,Valid,Unique,Valid
700524,507,20182,New Zachary Distribution Center,Germany,216755,Cross-group holistic concept,Sporting Goods,2088.41,Y,2880,,15-12-2025,Cannot Determine,Valid,Unique,Valid
700525,507,20265,New Zachary Distribution Center,Germany,216755,Horizontal secondary system engine,Office Supplies,635.57,Y,2843,476,16-03-2026,Above Reorder Level,Valid,Unique,Valid
700526,508,20259,Sethberg Distribution Center,Canada,363139,Compatible neutral portal,Industrial Equipment,1190.72,Y,1794,318,01-03-2026,Above Reorder Level,Valid,Unique,Valid
700527,508,20199,Sethberg Distribution Center,Canada,363139,Phased client-driven Graphic Interface,Apparel,1305.92,N,1520,355,24-09-2025,Above Reorder Level,Valid,Unique,Valid
700528,508,20618,Sethberg Distribution Center,Canada,363139,Self-enabling responsive attitude,Office Supplies,2080.47,N,906,351,01-11-2025,Above Reorder Level,Valid,Unique,Valid
700529,508,21103,Sethberg Distribution Center,Canada,363139,Synergistic zero tolerance circuit,Furniture,1217.62,Y,165,205,04-03-2026,Below Reorder Level,Valid,Unique,Valid
700530,508,20817,Sethberg Distribution Center,Canada,363139,Total 6thgeneration encoding,Pharmaceuticals,1370.76,Y,5676,381,19-07-2026,Above Reorder Level,Valid,Unique,Valid
700531,508,21233,Sethberg Distribution Center,Canada,363139,Synergistic dynamic moratorium,Groceries,1458.91,N,4756,453,17-04-2026,Above Reorder Level,Valid,Unique,Valid
700532,508,21058,Sethberg Distribution Center,Canada,363139,User-friendly bifurcated orchestration,Electronics,1382.13,Y,23187,473,30-11-2025,Above Reorder Level,Valid,Unique,Valid
700533,508,20273,Sethberg Distribution Center,Canada,363139,Networked methodical flexibility,Groceries,1638.24,N,16158,386,23-05-2026,Above Reorder Level,Valid,Unique,Valid
700534,508,21309,Sethberg Distribution Center,Canada,363139,Multi-lateral full-range framework,Toys,1966.21,Y,2300,493,09-04-2026,Above Reorder Level,Valid,Unique,Valid
700535,508,20134,Sethberg Distribution Center,Canada,363139,Digitized high-level leverage,Furniture,244.27,N,4157,420,02-03-2026,Above Reorder Level,Valid,Unique,Valid
700536,508,20245,Sethberg Distribution Center,Canada,363139,Managed 4thgeneration forecast,Groceries,1116.66,N,8217,80,02-11-2025,Above Reorder Level,Valid,Unique,Valid
700537,508,21224,Sethberg Distribution Center,Canada,363139,User-centric stable moderator,Toys,2488.85,Y,5376,481,14-11-2025,Above Reorder Level,Valid,Unique,Valid
700538,508,21477,Sethberg Distribution Center,Canada,363139,Object-based interactive software,Apparel,1720.13,Y,806,294,03-12-2025,Above Reorder Level,Valid,Unique,Valid
700539,508,20987,Sethberg Distribution Center,Canada,363139,Re-contextualized didactic contingency,Electronics,650.7,N,1699,295,28-03-2026,Above Reorder Level,Valid,Unique,Valid
700540,508,21017,Sethberg Distribution Center,Canada,363139,Synergized stable leverage,Pharmaceuticals,630.08,Y,392,365,30-09-2025,Above Reorder Level,Valid,Unique,Valid
700541,508,20869,Sethberg Distribution Center,Canada,363139,Extended bi-directional help-desk,Electronics,1068.83,N,8739,17,28-10-2025,Above Reorder Level,Valid,Unique,Valid
700542,508,20982,Sethberg Distribution Center,Canada,363139,Horizontal upward-trending Internet solution,Toys,329.38,Y,2644,93,14-11-2025,Above Reorder Level,Valid,Unique,Valid
700543,508,20546,Sethberg Distribution Center,Canada,363139,Persistent regional frame,Apparel,821.63,N,737,208,19-11-2025,Above Reorder Level,Valid,Unique,Valid
700544,508,21371,Sethberg Distribution Center,Canada,363139,Multi-tiered solution-oriented extranet,Toys,2388.38,Y,3160,500,15-07-2026,Above Reorder Level,Valid,Unique,Valid
700545,508,20404,Sethberg Distribution Center,Canada,363139,Programmable asymmetric artificial intelligence,Apparel,680.2,Y,2731,14,02-07-2026,Above Reorder Level,Valid,Unique,Valid
700546,508,20330,Sethberg Distribution Center,Canada,363139,Implemented non-volatile infrastructure,Electronics,1647.91,N,1258,233,10-03-2026,Above Reorder Level,Valid,Unique,Valid
700547,508,21061,Sethberg Distribution Center,Canada,363139,Adaptive fault-tolerant approach,Furniture,2183.39,Y,342,137,07-04-2026,Above Reorder Level,Valid,Unique,Valid
700548,508,20685,Sethberg Distribution Center,Canada,363139,Self-enabling optimal task-force,Industrial Equipment,2402.86,N,3159,58,02-08-2026,Above Reorder Level,Valid,Unique,Valid
700549,508,21276,Sethberg Distribution Center,Canada,363139,Optimized radical support,Toys,,Y,2084,436,14-10-2025,Above Reorder Level,Valid,Unique,Valid
700550,508,20395,Sethberg Distribution Center,Canada,363139,Self-enabling static encryption,Industrial Equipment,2020.33,N,4199,132,25-03-2026,Above Reorder Level,Valid,Unique,Valid
700551,508,21248,Sethberg Distribution Center,Canada,363139,Progressive multimedia collaboration,Groceries,2443.12,Y,2083,,08-09-2025,Cannot Determine,Valid,Unique,Valid
700552,508,20925,Sethberg Distribution Center,Canada,363139,Polarized attitude-oriented hierarchy,Pharmaceuticals,1963.81,N,5424,337,15-02-2026,Above Reorder Level,Valid,Unique,Valid
700553,508,21462,Sethberg Distribution Center,Canada,363139,Reduced asynchronous matrices,Sporting Goods,356.31,Y,2278,56,27-06-2026,Above Reorder Level,Valid,Unique,Valid
700554,508,21146,Sethberg Distribution Center,Canada,363139,Profit-focused exuding hierarchy,Apparel,1482.41,,2335,216,16-11-2025,Above Reorder Level,Valid,Unique,Valid
700555,508,20538,Sethberg Distribution Center,Canada,363139,Streamlined zero tolerance capacity,Electronics,1893.82,N,5938,485,20-08-2026,Above Reorder Level,Valid,Unique,Valid
700556,508,21178,Sethberg Distribution Center,Canada,363139,Open-source asymmetric groupware,Electronics,1003.07,Y,1466,323,30-04-2026,Above Reorder Level,Valid,Unique,Valid
700557,508,20498,Sethberg Distribution Center,Canada,363139,Visionary tertiary function,Pharmaceuticals,2363.41,N,408,369,09-02-2025,Above Reorder Level,Valid,Unique,Valid
700558,508,20677,Sethberg Distribution Center,Canada,363139,Secured didactic encoding,Apparel,229.38,Y,83,303,20-05-2026,Below Reorder Level,Valid,Unique,Valid
700559,508,21343,Sethberg Distribution Center,Canada,363139,Vision-oriented human-resource initiative,Industrial Equipment,2450.49,N,3992,40,08-12-2026,Above Reorder Level,Future Restock Date,Unique,Valid
700560,508,21235,Sethberg Distribution Center,Canada,363139,Innovative mission-critical frame,Sporting Goods,2163.79,N,2748,454,03-12-2025,Above Reorder Level,Valid,Unique,Valid
700561,508,20041,Sethberg Distribution Center,Canada,363139,Proactive optimizing implementation,Toys,2414.36,Y,3455,483,12-06-2026,Above Reorder Level,Valid,Unique,Valid
700562,508,21200,Sethberg Distribution Center,Canada,363139,Up-sized scalable hub,Apparel,1282.56,Y,679,342,31-01-2026,Above Reorder Level,Valid,Unique,Valid
700563,508,20656,Sethberg Distribution Center,Canada,363139,Profound solution-oriented system engine,Office Supplies,1302.13,Y,416,232,04-08-2026,Above Reorder Level,Valid,Unique,Valid
700564,508,21180,Sethberg Distribution Center,Canada,363139,Managed zero-defect flexibility,Sporting Goods,2004.12,Y,42,,23-02-2026,Cannot Determine,Valid,Unique,Valid
700565,508,21386,Sethberg Distribution Center,Canada,363139,Robust content-based architecture,Toys,1054.01,N,1225,250,10-01-2026,Above Reorder Level,Valid,Unique,Valid
700566,508,20986,Sethberg Distribution Center,Canada,363139,Profit-focused bifurcated knowledge user,Apparel,567.4,Y,2529,345,29-06-2026,Above Reorder Level,Valid,Unique,Valid
700567,508,20931,Sethberg Distribution Center,Canada,363139,Multi-tiered interactive artificial intelligence,Industrial Equipment,918.1,N,1413,247,06-12-2025,Above Reorder Level,Valid,Unique,Valid
700568,508,21376,Sethberg Distribution Center,Canada,363139,Versatile hybrid collaboration,Furniture,876.59,Y,1632,143,26-05-2026,Above Reorder Level,Valid,Unique,Valid
700569,508,20892,Sethberg Distribution Center,Canada,363139,Seamless well-modulated capability,Electronics,2066.75,Y,6653,496,17-02-2026,Above Reorder Level,Valid,Unique,Valid
700570,508,20608,Sethberg Distribution Center,Canada,363139,Programmable well-modulated analyzer,Sporting Goods,291.83,N,1215,21,12-05-2026,Above Reorder Level,Valid,Unique,Valid
700571,508,20338,Sethberg Distribution Center,Canada,363139,Up-sized reciprocal service-desk,Pharmaceuticals,1376.1,N,2047,427,20-01-2026,Above Reorder Level,Valid,Unique,Valid
700572,508,20329,Sethberg Distribution Center,Canada,363139,Reduced dynamic customer loyalty,Office Supplies,1708.69,Y,4343,37,17-12-2025,Above Reorder Level,Valid,Unique,Valid
700573,508,21121,Sethberg Distribution Center,Canada,363139,Configurable bottom-line matrix,Apparel,2006.43,Y,1433,301,30-01-2026,Above Reorder Level,Valid,Unique,Valid
700574,508,20227,Sethberg Distribution Center,Canada,363139,Organic actuating core,Automotive Parts,2054.41,N,2761,77,03-04-2026,Above Reorder Level,Valid,Unique,Valid
700575,508,20799,Sethberg Distribution Center,Canada,363139,Diverse real-time orchestration,Toys,1143.38,N,5627,315,23-11-2025,Above Reorder Level,Valid,Unique,Valid
700576,508,20605,Sethberg Distribution Center,Canada,363139,Optional incremental focus group,Toys,1870.06,N,8472,249,30-09-2025,Above Reorder Level,Valid,Unique,Valid
700577,508,20073,Sethberg Distribution Center,Canada,363139,Face-to-face regional synergy,Apparel,958.91,Y,451,57,06-10-2025,Above Reorder Level,Valid,Unique,Valid
700578,508,20182,Sethberg Distribution Center,Canada,363139,Cross-group holistic concept,Sporting Goods,2088.41,Y,7410,72,08-05-2026,Above Reorder Level,Valid,Unique,Valid
700579,508,21337,Sethberg Distribution Center,Canada,363139,Re-contextualized analyzing utilization,Office Supplies,2452.57,Y,1922,412,28-05-2026,Above Reorder Level,Valid,Unique,Valid
700580,508,21204,Sethberg Distribution Center,Canada,363139,Organic heuristic website,Automotive Parts,2274.55,Y,848,324,13-01-2026,Above Reorder Level,Valid,Unique,Valid
700581,508,21321,Sethberg Distribution Center,Canada,363139,Reverse-engineered solution-oriented core,Toys,2033.28,Y,1744,339,26-04-2026,Above Reorder Level,Valid,Unique,Valid
700582,508,20446,Sethberg Distribution Center,Canada,363139,Universal object-oriented service-desk,Pharmaceuticals,528.72,N,11104,243,26-02-2026,Above Reorder Level,Valid,Unique,Valid
700583,508,21295,Sethberg Distribution Center,Canada,363139,Progressive fault-tolerant standardization,Groceries,,N,1925,80,15-06-2026,Above Reorder Level,Valid,Unique,Valid
700584,508,21372,Sethberg Distribution Center,Canada,363139,Self-enabling scalable portal,Furniture,2057.55,Y,1131,176,02-05-2026,Above Reorder Level,Valid,Unique,Valid
700585,508,20728,Sethberg Distribution Center,Canada,363139,Configurable client-driven system engine,Furniture,1131.3,N,2847,334,11-02-2026,Above Reorder Level,Valid,Unique,Valid
700586,508,20794,Sethberg Distribution Center,Canada,363139,De-engineered national instruction set,Groceries,2171.17,Y,779,399,25-06-2026,Above Reorder Level,Valid,Unique,Valid
700587,508,21277,Sethberg Distribution Center,Canada,363139,Advanced intermediate matrices,Furniture,1097.49,N,224,367,08-07-2026,Below Reorder Level,Valid,Unique,Valid
700588,508,20423,Sethberg Distribution Center,Canada,363139,Innovative attitude-oriented alliance,Sporting Goods,1481.22,N,391,145,25-06-2026,Above Reorder Level,Valid,Unique,Valid
700589,508,20507,Sethberg Distribution Center,Canada,363139,Grass-roots zero tolerance database,Pharmaceuticals,1447.6,N,389,151,21-05-2026,Above Reorder Level,Valid,Unique,Valid
700590,508,20102,Sethberg Distribution Center,Canada,363139,Customizable coherent core,Automotive Parts,772.15,Y,467,447,18-01-2026,Above Reorder Level,Valid,Unique,Valid
700591,508,20551,Sethberg Distribution Center,Canada,363139,Extended optimal migration,Industrial Equipment,1912.51,N,424,333,12-07-2026,Above Reorder Level,Valid,Unique,Valid
700592,508,20891,Sethberg Distribution Center,Canada,363139,Advanced discrete adapter,Groceries,1811.32,Y,2906,308,22-02-2026,Above Reorder Level,Valid,Unique,Valid
700593,508,21331,Sethberg Distribution Center,Canada,363139,Organized responsive structure,Apparel,1534.32,Y,570,90,22-01-2026,Above Reorder Level,Valid,Unique,Valid
700594,508,20250,Sethberg Distribution Center,Canada,363139,Triple-buffered stable matrices,Pharmaceuticals,1015.79,Y,1203,422,24-03-2026,Above Reorder Level,Valid,Unique,Valid
700595,508,20562,Sethberg Distribution Center,Canada,363139,Fully-configurable stable Graphic Interface,Pharmaceuticals,245.18,Y,6443,130,16-10-2025,Above Reorder Level,Valid,Unique,Valid
700596,508,20748,Sethberg Distribution Center,Canada,363139,Ergonomic tertiary portal,Groceries,505.85,N,1823,496,02-03-2026,Above Reorder Level,Valid,Unique,Valid
700597,508,20304,Sethberg Distribution Center,Canada,363139,Enterprise-wide didactic contingency,Pharmaceuticals,2151.2,N,3125,124,27-05-2026,Above Reorder Level,Valid,Unique,Valid
700598,508,20254,Sethberg Distribution Center,Canada,363139,Secured local Graphic Interface,Industrial Equipment,99.9,N,537,393,03-01-2026,Above Reorder Level,Valid,Unique,Valid
700599,508,21080,Sethberg Distribution Center,Canada,363139,Managed coherent structure,Groceries,1637.19,N,606,337,22-04-2026,Above Reorder Level,Valid,Unique,Valid
700600,508,20086,Sethberg Distribution Center,Canada,363139,Self-enabling tertiary model,Automotive Parts,930.93,N,118,152,02-04-2026,Below Reorder Level,Valid,Unique,Valid
700601,509,21138,Williamsfurt Distribution Center,India,300799,Switchable bottom-line contingency,Apparel,2174.63,N,838,460,22-12-2025,Above Reorder Level,Valid,Unique,Valid
700602,509,20569,Williamsfurt Distribution Center,India,300799,Total tertiary matrix,Automotive Parts,1629.54,N,1478,238,19-07-2026,Above Reorder Level,Valid,Unique,Valid
700603,509,20097,Williamsfurt Distribution Center,India,300799,Intuitive asymmetric productivity,Electronics,1231.09,N,882,180,05-08-2026,Above Reorder Level,Valid,Unique,Valid
700604,509,20756,Williamsfurt Distribution Center,India,300799,Virtual coherent infrastructure,Sporting Goods,1676.4,N,420,299,25-09-2025,Above Reorder Level,Valid,Unique,Valid
700605,509,20013,Williamsfurt Distribution Center,India,300799,Devolved 4thgeneration attitude,Office Supplies,41.3,N,582,279,11-01-2026,Above Reorder Level,Valid,Unique,Valid
700606,509,20859,Williamsfurt Distribution Center,India,300799,Operative 4thgeneration access,Furniture,16.51,N,2796,350,14-12-2025,Above Reorder Level,Valid,Unique,Valid
700607,509,21478,Williamsfurt Distribution Center,India,300799,Persevering neutral structure,Office Supplies,2233.17,N,1046,67,16-04-2026,Above Reorder Level,Valid,Unique,Valid
700608,509,20661,Williamsfurt Distribution Center,India,300799,Multi-layered 24/7 model,Pharmaceuticals,1456.76,Y,2050,431,09-03-2026,Above Reorder Level,Valid,Unique,Valid
700609,509,21055,Williamsfurt Distribution Center,India,300799,Customizable explicit array,Electronics,2261,Y,3168,182,12-03-2026,Above Reorder Level,Valid,Unique,Valid
700610,509,21264,Williamsfurt Distribution Center,India,300799,Polarized static flexibility,Automotive Parts,499.06,N,,288,05-04-2026,Cannot Determine,Valid,Unique,Valid
700611,509,20048,Williamsfurt Distribution Center,India,300799,Mandatory homogeneous attitude,Furniture,13.12,Y,182,173,02-03-2026,Above Reorder Level,Valid,Unique,Valid
700612,509,21038,Williamsfurt Distribution Center,India,300799,Versatile stable standardization,Groceries,1788.53,N,7271,417,30-08-2026,Above Reorder Level,Valid,Unique,Valid
700613,509,20472,Williamsfurt Distribution Center,India,300799,Implemented 6thgeneration model,Industrial Equipment,1243.86,N,,218,18-02-2026,Cannot Determine,Valid,Unique,Valid
700614,509,20512,Williamsfurt Distribution Center,India,300799,Pre-emptive 3rdgeneration Graphical User Interface,Groceries,1350.59,Y,386,304,18-12-2025,Above Reorder Level,Valid,Unique,Valid
700615,509,21182,Williamsfurt Distribution Center,India,300799,Advanced bandwidth-monitored implementation,Pharmaceuticals,1194.41,N,9361,,09-12-2025,Cannot Determine,Valid,Unique,Valid
700616,509,20549,Williamsfurt Distribution Center,India,300799,Right-sized eco-centric software,Industrial Equipment,988.24,Y,11482,92,30-10-2025,Above Reorder Level,Valid,Unique,Valid
700617,509,20641,Williamsfurt Distribution Center,India,300799,Networked maximized utilization,Pharmaceuticals,2202.5,Y,285,11,04-02-2026,Above Reorder Level,Valid,Unique,Valid
700618,509,21122,Williamsfurt Distribution Center,India,300799,Stand-alone static migration,Pharmaceuticals,1297.59,Y,1467,373,09-05-2026,Above Reorder Level,Valid,Unique,Valid
700619,509,20447,Williamsfurt Distribution Center,India,300799,Devolved transitional implementation,Sporting Goods,1191.63,N,7427,376,21-03-2026,Above Reorder Level,Valid,Unique,Valid
700620,509,21424,Williamsfurt Distribution Center,India,300799,Innovative regional forecast,Toys,915.54,Y,6243,306,11-05-2026,Above Reorder Level,Valid,Unique,Valid
700621,509,20848,Williamsfurt Distribution Center,India,300799,Universal 5thgeneration service-desk,Sporting Goods,1386.29,Y,923,261,29-01-2026,Above Reorder Level,Valid,Unique,Valid
700622,509,21001,Williamsfurt Distribution Center,India,300799,Extended multi-state utilization,Furniture,983.43,Y,1063,189,10-04-2026,Above Reorder Level,Valid,Unique,Valid
700623,509,20328,Williamsfurt Distribution Center,India,300799,Phased 3rdgeneration knowledge user,Furniture,1940.49,Y,2095,20,05-04-2026,Above Reorder Level,Valid,Unique,Valid
700624,509,20629,Williamsfurt Distribution Center,India,300799,Configurable analyzing alliance,Electronics,314.47,Y,2999,425,15-03-2026,Above Reorder Level,Valid,Unique,Valid
700625,509,21364,Williamsfurt Distribution Center,India,300799,Implemented fresh-thinking approach,Groceries,1144.17,Y,4359,205,13-06-2026,Above Reorder Level,Valid,Unique,Valid
700626,509,20040,Williamsfurt Distribution Center,India,300799,Centralized hybrid firmware,Pharmaceuticals,1644.69,N,2083,397,23-11-2025,Above Reorder Level,Valid,Unique,Valid
700627,509,20041,Williamsfurt Distribution Center,India,300799,Proactive optimizing implementation,Toys,2414.36,Y,2810,271,11-03-2026,Above Reorder Level,Valid,Unique,Valid
700628,509,20020,Williamsfurt Distribution Center,India,300799,Switchable web-enabled model,Pharmaceuticals,,N,6229,222,14-06-2026,Above Reorder Level,Valid,Unique,Valid
700629,509,20060,Williamsfurt Distribution Center,India,300799,Phased optimizing adapter,Groceries,416.62,N,169,314,09-12-2025,Below Reorder Level,Valid,Unique,Valid
700630,509,20895,Williamsfurt Distribution Center,India,300799,Secured attitude-oriented approach,Electronics,309.44,Y,1317,494,22-09-2025,Above Reorder Level,Valid,Unique,Valid
700631,509,20562,Williamsfurt Distribution Center,India,300799,Fully-configurable stable Graphic Interface,Pharmaceuticals,245.18,Y,5655,385,19-06-2026,Above Reorder Level,Valid,Unique,Valid
700632,509,20012,Williamsfurt Distribution Center,India,300799,Proactive discrete product,Electronics,1768.51,N,10210,357,21-10-2025,Above Reorder Level,Valid,Unique,Valid
700633,509,20887,Williamsfurt Distribution Center,India,300799,Ameliorated real-time paradigm,Automotive Parts,553.16,N,3244,,29-01-2026,Cannot Determine,Valid,Unique,Valid
700634,509,21063,Williamsfurt Distribution Center,India,300799,Networked interactive functionalities,Office Supplies,627,Y,3438,136,17-08-2026,Above Reorder Level,Valid,Unique,Valid
700635,509,20449,Williamsfurt Distribution Center,India,300799,Customer-focused fresh-thinking model,Electronics,1707.83,N,513,408,12-11-2025,Above Reorder Level,Valid,Unique,Valid
700636,509,21016,Williamsfurt Distribution Center,India,300799,Multi-layered local process improvement,Apparel,2064.03,Y,2685,411,13-09-2025,Above Reorder Level,Valid,Unique,Valid
700637,509,20501,Williamsfurt Distribution Center,India,300799,Ergonomic regional moratorium,Automotive Parts,883.07,N,3443,353,29-10-2025,Above Reorder Level,Valid,Unique,Valid
700638,509,20515,Williamsfurt Distribution Center,India,300799,Multi-tiered eco-centric array,Electronics,1829.64,Y,1257,359,14-07-2026,Above Reorder Level,Valid,Unique,Valid
700639,509,20838,Williamsfurt Distribution Center,India,300799,Switchable dynamic structure,Pharmaceuticals,2054.28,Y,1420,484,03-12-2025,Above Reorder Level,Valid,Unique,Valid
700640,509,20984,Williamsfurt Distribution Center,India,300799,Enterprise-wide tertiary challenge,Toys,1531.58,Y,2144,,20-09-2025,Cannot Determine,Valid,Unique,Valid
700641,509,20075,Williamsfurt Distribution Center,India,300799,Cross-platform optimizing Graphical User Interface,Sporting Goods,1540.96,N,92,419,02-10-2025,Below Reorder Level,Valid,Unique,Valid
700642,509,20721,Williamsfurt Distribution Center,India,300799,Open-architected scalable utilization,Apparel,948.55,N,1759,201,12-05-2026,Above Reorder Level,Valid,Unique,Valid
700643,509,21179,Williamsfurt Distribution Center,India,300799,Sharable background hierarchy,Groceries,1880.12,,1075,397,31-08-2026,Above Reorder Level,Valid,Unique,Valid
700644,509,20876,Williamsfurt Distribution Center,India,300799,Cloned didactic installation,Pharmaceuticals,2437.87,N,1796,186,27-06-2026,Above Reorder Level,Valid,Unique,Valid
700645,509,21435,Williamsfurt Distribution Center,India,300799,Inverse clear-thinking contingency,Furniture,1124.81,Y,577,63,26-11-2025,Above Reorder Level,Valid,Unique,Valid
700646,509,21452,Williamsfurt Distribution Center,India,300799,Centralized grid-enabled hierarchy,Pharmaceuticals,1454.79,Y,10012,171,27-06-2026,Above Reorder Level,Valid,Unique,Valid
700647,509,21347,Williamsfurt Distribution Center,India,300799,Total 24/7 utilization,Groceries,779.37,N,4075,66,25-07-2026,Above Reorder Level,Valid,Unique,Valid
700648,509,21196,Williamsfurt Distribution Center,India,300799,Synergized multimedia structure,Groceries,1357.79,Y,5145,484,09-10-2025,Above Reorder Level,Valid,Unique,Valid
700649,509,21053,Williamsfurt Distribution Center,India,300799,Realigned intermediate workforce,Electronics,1633.77,Y,7046,125,11-10-2025,Above Reorder Level,Valid,Unique,Valid
700650,509,20061,Williamsfurt Distribution Center,India,300799,Intuitive homogeneous orchestration,Automotive Parts,422.61,Y,3123,89,15-07-2026,Above Reorder Level,Valid,Unique,Valid
700651,509,20049,Williamsfurt Distribution Center,India,300799,Optimized grid-enabled help-desk,Pharmaceuticals,469.03,N,412,457,05-12-2025,Below Reorder Level,Valid,Unique,Valid
700652,509,21130,Williamsfurt Distribution Center,India,300799,Inverse asymmetric structure,Toys,,Y,3486,107,07-09-2025,Above Reorder Level,Valid,Unique,Valid
700653,509,20274,Williamsfurt Distribution Center,India,300799,Re-contextualized radical interface,Apparel,1295.32,N,4001,306,07-01-2026,Above Reorder Level,Valid,Unique,Valid
700654,509,21437,Williamsfurt Distribution Center,India,300799,Intuitive modular interface,Pharmaceuticals,1212.77,Y,6193,500,02-03-2026,Above Reorder Level,Valid,Unique,Valid
700655,509,21050,Williamsfurt Distribution Center,India,300799,Multi-tiered transitional synergy,Electronics,1247.78,N,2557,158,27-12-2025,Above Reorder Level,Valid,Unique,Valid
700656,509,21193,Williamsfurt Distribution Center,India,300799,Public-key neutral policy,Toys,1330.22,N,618,181,10-03-2026,Above Reorder Level,Valid,Unique,Valid
700657,509,21243,Williamsfurt Distribution Center,India,300799,Innovative heuristic benchmark,Electronics,2204.34,Y,1511,56,26-12-2025,Above Reorder Level,Valid,Unique,Valid
700658,509,20103,Williamsfurt Distribution Center,India,300799,Assimilated dynamic website,Pharmaceuticals,2090.14,Y,2042,246,18-10-2025,Above Reorder Level,Valid,Unique,Valid
700659,509,20414,Williamsfurt Distribution Center,India,300799,Up-sized value-added functionalities,Apparel,960.23,N,4699,297,14-12-2025,Above Reorder Level,Valid,Unique,Valid
700660,509,20152,Williamsfurt Distribution Center,India,300799,Managed transitional interface,Sporting Goods,922.14,Y,3828,195,26-10-2025,Above Reorder Level,Valid,Unique,Valid
