supplier_id,supplier_name,contact_email,phone,country,rating,established_year,product_count,has_products
1271,"Riley, Buckley and Johnson",tracysmith@williams.com,+1-504-317-9291x1179,United Kingdom,,1986,5,TRUE
1272,Simmons Ltd,rnguyen@gardner.com,,India,4.2,2022,3,TRUE
1273,"Williams, Garcia and Boone",bstrickland@miller-smith.com,,China,3.3,1996,3,TRUE
1274,"Holt, Carlson and Love",burtonkimberly@barnes-grant.com,581-695-8837,Vietnam,4.8,2004,6,TRUE
1275,Lee and Sons,kjimenez@livingston.com,(345)397-0108x22078,United Kingdom,,1996,9,TRUE
1276,Griffith PLC,robert53@nguyen.com,001-963-463-1797x0623,Australia,3.4,2000,6,TRUE
1277,Brooks-Ellis,crystalcantrell@rogers.org,5426177625,Canada,1.4,2005,3,TRUE
1278,"Moore, Norton and Cisneros",,797.874.0633,Germany,2.1,2012,8,TRUE
1279,"Walker, Pennington and Shah",butlerbradley@quinn-gordon.biz,667.517.7318x06325,United States,2.9,2018,5,TRUE
1280,"Duarte, Smith and Caldwell",jacquelinehodge@silva.com,001-862-657-0165x804,Mexico,3.6,1998,3,TRUE
1281,"Shah, Daniels and Norton",olivermatthew@robertson.com,4163579055,Germany,5,2019,3,TRUE
1282,"Fletcher, Harris and Zavala",amberbanks@crosby.com,001-335-954-8640x15577,Japan,4.3,2018,8,TRUE
1283,"Patel, Bryan and Lam",zoliver@dougherty.com,471.616.2411,United Kingdom,4.7,2010,6,TRUE
1284,Terry Group,nancymeyer@johnson.com,756.770.4310x3856,Germany,3.1,1988,2,TRUE
1285,Watkins-Terry,kellis@villanueva.com,437-654-0254x729,Japan,4.2,2007,3,TRUE
1286,Mcpherson Ltd,evanwilson@andrews-alexander.com,(438)605-5257,Australia,4.2,2000,5,TRUE
1287,Knapp Group,dmack@moore-cordova.net,354.674.9297x51702,United States,3.8,1978,3,TRUE
1288,Morales and Sons,uhoward@franklin.org,234.730.1871x86375,United Kingdom,4.1,2021,4,TRUE
1289,Hernandez-Nash,paul04@bell-madden.net,437-367-4266,France,2.8,1999,6,TRUE
1290,Clark Group,carl96@smith.com,(628)979-2326x48704,Vietnam,1.5,1982,5,TRUE
1291,"Singh, Walker and Moody",joseblanchard@kennedy.biz,(773)901-4719,Canada,4.9,,5,TRUE
1292,"Graham, Scott and Jennings",brooksjessica@bruce.org,7258725204,China,2.7,1989,7,TRUE
1293,"Barr, Kelly and Roberts",palmerkatie@duran.com,-6387,Brazil,4.5,1977,4,TRUE
1294,Taylor LLC,kimberly65@garcia.net,938.398.8816,France,4.6,1979,6,TRUE
1295,Fuentes Inc,sbailey@taylor-ramos.org,352.840.1322x34232,United States,,2003,3,TRUE
1296,"Hines, Rodriguez and Smith",ctodd@rodriguez.net,001-307-314-0140,Germany,1.9,2011,9,TRUE
1297,"Harris, Santana and Lopez",anthony24@bailey.org,589.611.9083,Australia,1.9,2017,6,TRUE
1298,Winters PLC,beltrancorey@knapp.info,,France,4.8,1986,1,TRUE
1299,Martinez-Rodriguez,tylerward@hawkins-williams.com,,France,2.4,1999,3,TRUE
1300,Crosby-Richardson,lutztravis@sanders.com,526-769-1215,Brazil,2.2,2009,6,TRUE
1301,Kaufman-Walker,wgomez@sparks-eaton.com,327.523.1843x22259,Japan,2.5,1999,0,FALSE
1302,"Blankenship, Khan and Turner",clarence54@watson.com,9643361103,India,4.5,2008,0,FALSE
1303,Jackson-Edwards,jenniferdavidson@larsen-taylor.com,577.654.7812x9142,Brazil,2.8,1993,0,FALSE
1304,Smith-Williams,lopezcurtis@martinez-gonzales.com,912.707.3564,Brazil,1.4,2023,0,FALSE
1305,Walters Group,jperez@reynolds-frazier.biz,494-831-1426,France,1.1,2018,0,FALSE
1306,Anderson-Valencia,rdiaz@farmer.com,001-610-843-0068,Vietnam,1.9,1981,0,FALSE
