order_detail_id,order_id,product_id,customer_id,warehouse_id,supplier_id,order_date,order_status,product_name,category,is_active,quantity,unit_price,discount_pct,source_line_total,gross_line_amount,discount_amount,net_line_amount,calculated_line_total,line_total_difference,line_total_status,transaction_type,supplier_status
806984,5011384,21429,301837,504,1174,30-01-2026,Returned,Distributed zero-defect projection,Industrial Equipment,N,41,1576.89,20.3,51528.03,64652.49,13124.45547,51528.03453,51528.03453,-0.00453,Matched,Sale,Matched
806985,5002767,20460,302443,515,1255,26-02-2026,Shipped,Proactive scalable interface,Electronics,N,4,373.84,16.4,1250.12,1495.36,245.23904,1250.12096,1250.12096,-0.00096,Matched,Sale,Matched
806986,5010909,20553,301740,505,1129,03-05-2026,Delivered,User-centric national open system,Furniture,Y,18,1224.37,16.8,18336.17,22038.66,3702.49488,18336.16512,18336.16512,0.00488,Matched,Sale,Matched
806987,5003811,20342,301543,525,1284,12-06-2025,Cancelled,Reactive asymmetric flexibility,Industrial Equipment,Y,2,1279.16,,2172.01,,,,,,Cannot Calculate,Sale,Matched
806988,5010294,20494,302106,528,1184,16-03-2025,Shipped,Balanced static intranet,Apparel,Y,24,,6.7,45949.28,,,,,,Cannot Calculate,Sale,Matched
806989,5007386,20686,301068,538,1140,18-12-2025,Pending,Multi-lateral 6thgeneration algorithm,Toys,N,34,1495.47,16.9,42253.01,50845.98,8592.97062,42253.00938,42253.00938,0.00062,Matched,Sale,Matched
806990,5003328,20307,301674,531,1158,24-02-2023,Delivered,Optional national adapter,Automotive Parts,Y,5,915.73,,4523.71,,,,,,Cannot Calculate,Sale,Matched
806991,5011934,20589,300037,514,1233,27-07-2025,Pending,Object-based bifurcated focus group,Electronics,Y,17,1738.63,1.6,29083.8,29556.71,472.90736,29083.80264,29083.80264,-0.00264,Matched,Sale,Matched
806992,5001918,20702,300448,534,1116,22-06-2026,Shipped,Multi-tiered system-worthy hub,Toys,Y,49,2445.28,6,112629.6,119818.72,7189.1232,112629.5968,112629.5968,0.0032,Matched,Sale,Matched
806993,5001516,20826,302163,501,1063,29-07-2025,Delivered,Open-source local concept,Office Supplies,Y,15,1224.07,1.6,18067.27,18361.05,293.7768,18067.2732,18067.2732,-0.0032,Matched,Sale,Matched
806994,5005350,20372,301166,520,1071,23-08-2025,Delivered,Visionary 6thgeneration throughput,Furniture,N,34,411.14,1.6,13755.1,13978.76,223.66016,13755.09984,13755.09984,0.00016,Matched,Sale,Matched
806995,5005744,20795,300349,535,1300,12-11-2023,Returned,Polarized value-added architecture,Sporting Goods,Y,10,588.48,11.7,5196.28,5884.8,688.5216,5196.2784,5196.2784,0.0016,Matched,Sale,Matched
806996,5000234,20782,300347,511,1252,14-08-2025,Returned,Organized scalable framework,Toys,Y,1,1012.58,15.2,858.67,1012.58,153.91216,858.66784,858.66784,0.00216,Matched,Sale,Matched
806997,5011872,20736,301482,517,1242,30-04-2025,Shipped,Multi-tiered 4thgeneration conglomeration,Groceries,Y,30,1635.92,21.7,38427.76,49077.6,10649.8392,38427.7608,38427.7608,-0.0008,Matched,Sale,Matched
806998,5003045,20158,301424,508,1300,26-05-2025,Shipped,Assimilated well-modulated application,Office Supplies,N,38,257.58,11.9,8623.26,9788.04,1164.77676,8623.26324,8623.26324,-0.00324,Matched,Sale,Matched
806999,5005725,20718,302353,506,1186,28-11-2025,Pending,Multi-layered multi-tasking solution,Pharmaceuticals,Y,30,26.71,1.7,,801.3,13.6221,787.6779,787.6779,,Missing Source Total,Sale,Matched
807000,5006062,20611,300630,502,1214,05-05-2023,Shipped,Organized foreground ability,Furniture,N,50,2301.19,15.6,97110.22,115059.5,17949.282,97110.218,97110.218,0.002,Matched,Sale,Matched
807001,5011924,20879,300505,528,1085,14-10-2024,Pending,Public-key non-volatile concept,Office Supplies,Y,41,1095.49,25.8,33327,44915.09,11588.09322,33326.99678,33326.99678,0.00322,Matched,Sale,Matched
807002,5010893,21115,301187,518,1050,06-05-2026,Pending,Vision-oriented system-worthy utilization,Automotive Parts,Y,25,548.89,0.8,13612.47,13722.25,109.778,13612.472,13612.472,-0.002,Matched,Sale,Matched
807003,5010429,21039,302603,538,1193,29-05-2024,Returned,Cross-group bi-directional Internet solution,Industrial Equipment,N,26,2406.46,0.6,62192.55,62567.96,375.40776,62192.55224,62192.55224,-0.00224,Matched,Sale,Matched
807004,5000986,20100,302362,520,1202,02-03-2025,Returned,Function-based systemic policy,Pharmaceuticals,Y,28,1752.41,2,48086.13,49067.48,981.3496,48086.1304,48086.1304,-0.0004,Matched,Sale,Matched
807005,5011458,21041,301910,526,1016,29-06-2026,Returned,Inverse human-resource throughput,Groceries,N,10,2130.37,21.6,16702.1,21303.7,4601.5992,16702.1008,16702.1008,-0.0008,Matched,Sale,Matched
807006,5001060,20483,302224,501,1027,09-04-2025,Pending,Integrated non-volatile knowledge user,Groceries,N,47,2312.3,10.7,97049.54,108678.1,11628.5567,97049.5433,97049.5433,-0.0033,Matched,Sale,Matched
807007,5011179,20618,302663,510,1050,11-03-2026,Pending,Self-enabling responsive attitude,Office Supplies,N,33,2080.47,21.3,54031.89,68655.51,14623.62363,54031.88637,54031.88637,0.00363,Matched,Sale,Matched
807008,5003382,20234,300418,518,1093,03-10-2023,Cancelled,Pre-emptive logistical methodology,Industrial Equipment,N,46,1678.1,,76420.67,,,,,,Cannot Calculate,Sale,Matched
807009,5004377,20657,300268,516,1012,23-08-2023,Cancelled,Multi-channeled fault-tolerant paradigm,Office Supplies,Y,36,71.67,15.7,2175.04,2580.12,405.07884,2175.04116,2175.04116,-0.00116,Matched,Sale,Matched
807010,5003285,21412,301830,510,1055,23-06-2025,Pending,Multi-channeled solution-oriented forecast,Electronics,Y,35,1532.19,1.6,52768.62,53626.65,858.0264,52768.6236,52768.6236,-0.0036,Matched,Sale,Matched
807011,5000619,20022,301915,513,1197,22-10-2022,Shipped,Persistent dedicated frame,Groceries,N,48,1889.51,5.5,85708.17,90696.48,4988.3064,85708.1736,85708.1736,-0.0036,Matched,Sale,Matched
807012,5004201,20724,302975,510,1097,30-11-2022,Cancelled,Organized disintermediate infrastructure,Automotive Parts,Y,37,2136.38,0.1,78967.01,79046.06,79.04606,78967.01394,78967.01394,-0.00394,Matched,Sale,Matched
807013,5002488,20223,300293,501,1264,17-08-2025,Cancelled,Intuitive intermediate concept,Sporting Goods,Y,13,2007.44,25.6,19415.96,26096.72,6680.76032,19415.95968,19415.95968,0.00032,Matched,Sale,Matched
807014,5011202,21013,301096,538,1098,10-02-2024,Shipped,Devolved 4thgeneration portal,Office Supplies,N,6,104.67,2,615.46,628.02,12.5604,615.4596,615.4596,0.0004,Matched,Sale,Matched
807015,5006492,20464,302306,504,1175,27-05-2025,Returned,Pre-emptive transitional knowledgebase,Sporting Goods,N,8,202.98,1.1,1605.98,1623.84,17.86224,1605.97776,1605.97776,0.00224,Matched,Sale,Matched
807016,5000772,20603,300615,513,1022,02-04-2022,Pending,Optimized secondary service-desk,Automotive Parts,Y,50,1452.06,10,65342.7,72603,7260.3,65342.7,65342.7,-7.28E-12,Matched,Sale,Matched
807017,5001791,20859,301967,513,1223,03-04-2026,Returned,Operative 4thgeneration access,Furniture,N,16,16.51,21,208.69,264.16,55.4736,208.6864,208.6864,0.0036,Matched,Sale,Matched
807018,5006941,20503,300616,508,1189,15-09-2024,Delivered,Re-contextualized multi-state core,Apparel,Y,24,2000.16,11.7,42387.39,48003.84,5616.44928,42387.39072,42387.39072,-0.00072,Matched,Sale,Matched
807019,5003054,20166,301384,504,1061,16-12-2025,Delivered,Visionary solution-oriented task-force,Industrial Equipment,Y,5,1177.4,6.6,5498.46,5887,388.542,5498.458,5498.458,0.002,Matched,Sale,Matched
807020,5000133,20407,302016,533,1168,04-03-2024,Shipped,Centralized hybrid task-force,Apparel,N,11,359.95,10.4,3547.67,3959.45,411.7828,3547.6672,3547.6672,0.0028,Matched,Sale,Matched
807021,5003254,21420,301627,508,1034,25-08-2023,Delivered,Distributed context-sensitive interface,Pharmaceuticals,N,21,1423.86,6.2,28047.19,29901.06,1853.86572,28047.19428,28047.19428,-0.00428,Matched,Sale,Matched
807022,5007903,20969,300364,511,1059,17-06-2024,Cancelled,Team-oriented exuding middleware,Electronics,N,42,2246.63,15.1,80110.33,94358.46,14248.12746,80110.33254,80110.33254,-0.00254,Matched,Sale,Matched
807023,5009775,21163,300693,511,1089,06-08-2022,Pending,Fundamental homogeneous projection,Automotive Parts,Y,35,1109.61,1.6,38214.97,38836.35,621.3816,38214.9684,38214.9684,0.0016,Matched,Sale,Matched
807024,5005507,21031,301730,507,1063,10-01-2026,Shipped,Universal motivating alliance,Sporting Goods,N,36,751.21,1.2,26719.04,27043.56,324.52272,26719.03728,26719.03728,0.00272,Matched,Sale,Matched
807025,6000001,21336,,,1040,,,De-engineered explicit analyzer,Groceries,Y,16,2395.31,,32039.67,,,,,,Cannot Calculate,Sale,Matched
807026,5008965,20708,300980,506,1211,30-05-2026,Cancelled,Business-focused responsive utilization,Industrial Equipment,N,7,584.31,26.3,3014.46,4090.17,1075.71471,3014.45529,3014.45529,0.00471,Matched,Sale,Matched
807027,5009824,21206,301601,513,1114,11-04-2023,Shipped,Grass-roots interactive model,Automotive Parts,N,43,161.18,26.3,5107.96,6930.74,1822.78462,5107.95538,5107.95538,0.00462,Matched,Sale,Matched
807028,5007233,20120,301776,524,1031,14-04-2025,Delivered,Vision-oriented multi-tasking extranet,Industrial Equipment,N,39,56.74,10.3,1984.94,2212.86,227.92458,1984.93542,1984.93542,0.00458,Matched,Sale,Matched
807029,5005756,20006,301638,535,1239,18-04-2025,Delivered,Versatile secondary initiative,Sporting Goods,Y,21,248.32,21.5,4093.56,5214.72,1121.1648,4093.5552,4093.5552,0.0048,Matched,Sale,Matched
807030,5000779,21488,302303,513,1036,09-01-2024,Shipped,Polarized foreground projection,Sporting Goods,Y,39,1256.18,0.5,48746.06,48991.02,244.9551,48746.0649,48746.0649,-0.0049,Matched,Sale,Matched
807031,5010170,20106,300225,519,1206,04-03-2026,Pending,Stand-alone 5thgeneration customer loyalty,Apparel,Y,22,931.85,20.3,16339.06,20500.7,4161.6421,16339.0579,16339.0579,0.0021,Matched,Sale,Matched
807032,5002701,20140,300850,525,1062,31-10-2025,Returned,Reactive human-resource function,Sporting Goods,Y,-6,2373.24,26.6,-10451.75,-14239.44,-3787.69104,-10451.74896,-10451.74896,-0.00104,Matched,Return / Reversal,Matched
807033,5003865,20482,301974,511,1146,28-01-2026,Pending,Operative mission-critical orchestration,Automotive Parts,N,49,525.56,5.3,24387.56,25752.44,1364.87932,24387.56068,24387.56068,-0.00068,Matched,Sale,Matched
807034,5001863,21288,302150,511,1081,11-05-2022,Delivered,Ergonomic optimizing product,Pharmaceuticals,N,31,252.09,1.9,7666.31,7814.79,148.48101,7666.30899,7666.30899,0.00101,Matched,Sale,Matched
807035,5007197,20547,301104,517,1116,27-08-2024,Shipped,Streamlined composite ability,Automotive Parts,N,41,1385.68,20.6,45109.43,56812.88,11703.45328,45109.42672,45109.42672,0.00328,Matched,Sale,Matched
807036,5002268,20843,301255,537,1273,25-06-2024,Cancelled,Public-key user-facing infrastructure,Toys,Y,33,1380.08,21.2,35887.6,45542.64,9655.03968,35887.60032,35887.60032,-0.00032,Matched,Sale,Matched
807037,5010448,21250,300130,522,1100,26-06-2023,Shipped,Adaptive coherent throughput,Furniture,Y,11,1947.42,0.8,21250.25,21421.62,171.37296,21250.24704,21250.24704,0.00296,Matched,Sale,Matched
807038,5004331,21182,301542,534,1003,12-12-2020,Returned,Advanced bandwidth-monitored implementation,Pharmaceuticals,N,10,1194.41,16.5,9973.32,11944.1,1970.7765,9973.3235,9973.3235,-0.0035,Matched,Sale,Matched
807039,5008524,21134,300480,529,1253,04-11-2025,Delivered,Progressive mobile architecture,Automotive Parts,N,10,631.56,6.5,5905.09,6315.6,410.514,5905.086,5905.086,0.004,Matched,Sale,Matched
807040,5005772,20373,300412,539,1114,10-06-2021,Delivered,Realigned encompassing collaboration,Furniture,N,15,1856.43,0.2,27790.76,27846.45,55.6929,27790.7571,27790.7571,0.0029,Matched,Sale,Matched
807041,5011291,21441,302288,530,1056,08-11-2025,Pending,Networked intangible neural-net,Sporting Goods,N,28,2342.38,1.2,64799.6,65586.64,787.03968,64799.60032,64799.60032,-0.00032,Matched,Sale,Matched
807042,5002449,20986,300195,507,1224,10-04-2023,Pending,Profit-focused bifurcated knowledge user,Apparel,Y,4,567.4,1.8,2228.75,2269.6,40.8528,2228.7472,2228.7472,0.0028,Matched,Sale,Matched
807043,5011117,20981,301852,510,1122,08-02-2026,Delivered,Progressive intangible projection,Automotive Parts,N,44,,20.3,14895.83,,,,,,Cannot Calculate,Sale,Matched
807044,5006836,21115,300535,517,1050,31-10-2024,Shipped,Vision-oriented system-worthy utilization,Automotive Parts,Y,5,548.89,0.1,2741.71,2744.45,2.74445,2741.70555,2741.70555,0.00445,Matched,Sale,Matched
807045,5004827,20574,300730,537,1212,23-08-2023,Shipped,Synergistic bottom-line help-desk,Automotive Parts,Y,28,668.8,0,18726.4,18726.4,0,18726.4,18726.4,3.64E-12,Matched,Sale,Matched
807046,5005982,20761,302776,511,1194,13-06-2024,Shipped,Up-sized maximized Graphical User Interface,Furniture,Y,10,1918.25,10.1,17245.07,19182.5,1937.4325,17245.0675,17245.0675,0.0025,Matched,Sale,Matched
807047,5003478,20451,301528,523,1100,23-03-2023,Shipped,Multi-lateral logistical attitude,Groceries,N,23,1300.84,1.9,29350.85,29919.32,568.46708,29350.85292,29350.85292,-0.00292,Matched,Sale,Matched
807048,5009112,20964,300674,529,1048,29-07-2026,Shipped,Visionary background project,Pharmaceuticals,N,6,195.3,,1033.53,,,,,,Cannot Calculate,Sale,Matched
807049,5007990,20501,302692,530,1165,16-09-2024,Pending,Ergonomic regional moratorium,Automotive Parts,N,21,883.07,6.5,17339.08,18544.47,1205.39055,17339.07945,17339.07945,0.00055,Matched,Sale,Matched
807050,5010090,20889,301834,505,1091,29-07-2026,Delivered,Sharable user-facing emulation,Sporting Goods,Y,10,473.77,5.3,4486.6,4737.7,251.0981,4486.6019,4486.6019,-0.0019,Matched,Sale,Matched
807051,5010043,20727,302882,531,1254,16-12-2025,Delivered,Multi-layered eco-centric neural-net,Industrial Equipment,N,15,1185.45,,14883.32,,,,,,Cannot Calculate,Sale,Matched
807052,5001536,20430,300725,517,1163,01-05-2026,Delivered,Sharable cohesive adapter,Toys,Y,2,1780.01,25.4,2655.77,3560.02,904.24508,2655.77492,2655.77492,-0.00492,Matched,Sale,Matched
807053,5000568,20051,302597,523,1153,27-05-2024,Returned,Switchable dynamic encryption,Industrial Equipment,Y,42,2296.87,0.2,96275.6,96468.54,192.93708,96275.60292,96275.60292,-0.00292,Matched,Sale,Matched
807054,5009201,20589,302717,538,1233,07-09-2021,Pending,Object-based bifurcated focus group,Electronics,Y,4,1738.63,11.3,6168.66,6954.52,785.86076,6168.65924,6168.65924,0.00076,Matched,Sale,Matched
807055,5000694,20915,302449,503,1109,12-04-2026,Returned,Digitized demand-driven capacity,Electronics,Y,12,1002.21,0.5,11966.39,12026.52,60.1326,11966.3874,11966.3874,0.0026,Matched,Sale,Matched
807056,5006791,20420,301960,514,1037,11-02-2024,Pending,Streamlined leadingedge standardization,Office Supplies,Y,11,1981.49,6.1,20466.81,21796.39,1329.57979,20466.81021,20466.81021,-0.00021,Matched,Sale,Matched
807057,5000575,20092,301011,512,1092,28-07-2026,Pending,Self-enabling analyzing model,Office Supplies,N,12,559.52,15.4,5680.25,6714.24,1033.99296,5680.24704,5680.24704,0.00296,Matched,Sale,Matched
807058,5011165,20389,300193,522,1170,15-09-2025,Delivered,Operative zero administration throughput,Electronics,Y,13,2301.12,0.9,29645.33,29914.56,269.23104,29645.32896,29645.32896,0.00104,Matched,Sale,Matched
807059,5007643,20974,301248,534,1192,29-08-2023,Delivered,Re-engineered zero-defect website,Apparel,N,10,2244.94,0.6,22314.7,22449.4,134.6964,22314.7036,22314.7036,-0.0036,Matched,Sale,Matched
807060,5005550,20119,301853,510,9026,11-10-2025,Pending,Programmable static paradigm,Industrial Equipment,N,49,3.71,2,178.15,181.79,3.6358,178.1542,178.1542,-0.0042,Matched,Sale,Unmatched Supplier Reference
807061,5010146,20929,302650,515,1236,26-09-2022,Pending,Optional well-modulated collaboration,Sporting Goods,Y,37,646.34,15.8,20136.08,23914.58,3778.50364,20136.07636,20136.07636,0.00364,Matched,Sale,Matched
807062,5002431,21090,302912,516,1210,21-10-2025,Cancelled,Progressive upward-trending forecast,Pharmaceuticals,Y,21,905.98,26.7,13945.75,19025.58,5079.82986,13945.75014,13945.75014,-0.00014,Matched,Sale,Matched
807063,5007152,21035,300806,504,1289,06-08-2024,Shipped,Organized bifurcated matrices,Industrial Equipment,Y,21,974.79,21.5,16069.41,20470.59,4401.17685,16069.41315,16069.41315,-0.00315,Matched,Sale,Matched
807064,5003281,20511,302747,514,1134,09-06-2024,Shipped,Open-architected optimizing analyzer,Furniture,N,49,925.44,5.1,43033.89,45346.56,2312.67456,43033.88544,43033.88544,0.00456,Matched,Sale,Matched
807065,5002867,21324,302100,506,1083,24-02-2026,Pending,Secured global framework,Office Supplies,Y,46,525.03,0.4,24054.77,24151.38,96.60552,24054.77448,24054.77448,-0.00448,Matched,Sale,Matched
807066,5009644,20254,300082,526,1263,17-12-2024,Shipped,Secured local Graphic Interface,Industrial Equipment,N,24,99.9,,2368.83,,,,,,Cannot Calculate,Sale,Matched
807067,5011508,20174,301244,513,1223,20-08-2022,Delivered,Object-based homogeneous orchestration,Groceries,,30,2220.16,25.4,,66604.8,16917.6192,49687.1808,49687.1808,,Missing Source Total,Sale,Matched
807068,5003665,20062,300122,520,1070,06-01-2026,Shipped,Networked fresh-thinking orchestration,Toys,,36,2407,21.4,68108.47,86652,18543.528,68108.472,68108.472,-0.002,Matched,Sale,Matched
807069,5003660,20235,301098,525,1282,10-10-2025,Returned,Customizable uniform circuit,Apparel,N,15,184.72,0.2,2765.26,2770.8,5.5416,2765.2584,2765.2584,0.0016,Matched,Sale,Matched
807070,5002955,20186,302148,525,1048,11-10-2025,Delivered,Proactive bottom-line definition,Pharmaceuticals,N,7,932.81,6,6137.89,6529.67,391.7802,6137.8898,6137.8898,0.0002,Matched,Sale,Matched
807071,5002293,21074,301856,521,1122,02-12-2025,Returned,Right-sized foreground function,Electronics,N,41,331.42,17,11278.22,13588.22,2309.9974,11278.2226,11278.2226,-0.0026,Matched,Sale,Matched
807072,5004500,20537,300758,531,1158,01-10-2023,Cancelled,Fully-configurable well-modulated open architecture,Groceries,Y,6,315.11,1,1871.75,1890.66,18.9066,1871.7534,1871.7534,-0.0034,Matched,Sale,Matched
807073,5002500,21120,302849,523,1275,04-01-2026,Returned,Advanced bottom-line budgetary management,Apparel,Y,28,517.09,15.8,12190.91,14478.52,2287.60616,12190.91384,12190.91384,-0.00384,Matched,Sale,Matched
807074,5002647,20404,302968,534,1017,09-04-2024,Shipped,Programmable asymmetric artificial intelligence,Apparel,Y,4,680.2,15.2,2307.24,2720.8,413.5616,2307.2384,2307.2384,0.0016,Matched,Sale,Matched
807075,5009807,20274,302318,525,1103,09-12-2023,Pending,Re-contextualized radical interface,Apparel,N,29,1295.32,11.5,33244.39,37564.28,4319.8922,33244.3878,33244.3878,0.0022,Matched,Sale,Matched
807076,5004410,21287,301908,525,1015,20-01-2023,Delivered,Profit-focused reciprocal contingency,Electronics,Y,4,2222.27,,7449.05,,,,,,Cannot Calculate,Sale,Matched
807077,5006293,21205,302471,516,1141,25-07-2024,Delivered,Persistent motivating forecast,Industrial Equipment,N,1,669.1,2,655.72,669.1,13.382,655.718,655.718,0.002,Matched,Sale,Matched
807078,5002352,21272,302364,523,1133,05-04-2026,Shipped,Ameliorated clear-thinking collaboration,Industrial Equipment,N,20,2139.23,26.6,31403.9,42784.6,11380.7036,31403.8964,31403.8964,0.0036,Matched,Sale,Matched
807079,5002541,20086,301146,514,1086,05-10-2024,Shipped,Self-enabling tertiary model,Automotive Parts,N,24,930.93,26.6,16399.26,22342.32,5943.05712,16399.26288,16399.26288,-0.00288,Matched,Sale,Matched
807080,5004334,21307,301871,527,1001,26-08-2025,Cancelled,Robust bandwidth-monitored Internet solution,Office Supplies,Y,11,189.03,6.7,1940.01,2079.33,139.31511,1940.01489,1940.01489,-0.00489,Matched,Sale,Matched
807081,5011508,20603,301244,513,1022,20-08-2022,Delivered,Optimized secondary service-desk,Automotive Parts,Y,50,1452.06,16,60986.52,72603,11616.48,60986.52,60986.52,0,Matched,Sale,Matched
807082,5009307,21184,300636,517,1205,09-06-2026,Shipped,Decentralized context-sensitive moderator,Automotive Parts,Y,3,1933.6,0.9,5748.59,5800.8,52.2072,5748.5928,5748.5928,-0.0028,Matched,Sale,Matched
807083,5010157,21238,300453,530,1104,17-11-2025,Cancelled,Object-based didactic function,Electronics,Y,21,910.17,10.9,17030.19,19113.57,2083.37913,17030.19087,17030.19087,-0.00087,Matched,Sale,Matched
807084,5002271,20521,300606,510,1218,04-08-2025,Pending,Centralized reciprocal Graphic Interface,Toys,N,7,1822.06,16.3,10675.45,12754.42,2078.97046,10675.44954,10675.44954,0.00046,Matched,Sale,Matched
807085,5003455,20317,300859,505,1063,30-07-2021,Delivered,Devolved 24/7 core,Furniture,Y,35,2436.55,1.2,84255.9,85279.25,1023.351,84255.899,84255.899,0.001,Matched,Sale,Matched
807086,5002846,20283,302319,508,1183,24-03-2026,Shipped,Progressive attitude-oriented frame,Apparel,Y,11,391.68,,4278.32,,,,,,Cannot Calculate,Sale,Matched
807087,5000178,21357,301886,520,1031,25-05-2023,Shipped,Business-focused secondary encryption,Sporting Goods,Y,49,2291.69,,111619.05,,,,,,Cannot Calculate,Sale,Matched
807088,5001986,20195,301190,511,1256,31-03-2025,Pending,Fundamental disintermediate process improvement,Apparel,Y,47,1118.78,11.5,46535.65,52582.66,6047.0059,46535.6541,46535.6541,-0.0041,Matched,Sale,Matched
807089,5002489,20231,301859,501,1153,29-03-2024,Pending,Persistent intermediate budgetary management,Pharmaceuticals,Y,46,1693.87,10.3,69892.46,77918.02,8025.55606,69892.46394,69892.46394,-0.00394,Matched,Sale,Matched
807090,5011950,20068,301063,527,1024,07-06-2025,Cancelled,Multi-lateral intermediate customer loyalty,Sporting Goods,N,28,,0.5,26300.4,,,,,,Cannot Calculate,Sale,Matched
807091,5007953,20038,302496,527,1038,17-03-2025,Pending,Re-engineered methodical leverage,Industrial Equipment,N,20,1123.77,1.5,22138.27,22475.4,337.131,22138.269,22138.269,0.001,Matched,Sale,Matched
807092,5001248,20518,302269,509,1100,21-07-2024,Cancelled,Enterprise-wide eco-centric throughput,Industrial Equipment,Y,32,1227.18,26.1,29020.35,39269.76,10249.40736,29020.35264,29020.35264,-0.00264,Matched,Sale,Matched
807093,5008137,20792,302460,501,1096,30-01-2026,Cancelled,Down-sized fresh-thinking installation,Furniture,Y,50,1760.71,1.4,86803,88035.5,1232.497,86803.003,86803.003,-0.003,Matched,Sale,Matched
807094,5007061,21483,300920,519,1017,07-10-2022,Shipped,De-engineered value-added data-warehouse,Pharmaceuticals,Y,27,1250.99,,32020.34,,,,,,Cannot Calculate,Sale,Matched
807095,5002041,20375,302455,518,1202,14-08-2024,Shipped,Synchronized bi-directional strategy,Industrial Equipment,Y,21,1529.54,16.6,26788.36,32120.34,5331.97644,26788.36356,26788.36356,-0.00356,Matched,Sale,Matched
807096,5002487,21463,300259,514,1244,20-08-2025,Shipped,Right-sized cohesive algorithm,Apparel,N,26,438.1,26.7,8349.31,11390.6,3041.2902,8349.3098,8349.3098,0.0002,Matched,Sale,Matched
807097,5004982,20865,302820,535,1135,18-07-2023,Cancelled,Inverse fresh-thinking open architecture,Furniture,Y,35,2485.65,0.9,86214.77,86997.75,782.97975,86214.77025,86214.77025,-0.00025,Matched,Sale,Matched
807098,5008098,20578,301362,524,1033,30-09-2025,Returned,Persistent holistic core,Toys,Y,35,2251.64,6.7,73527.3,78807.4,5280.0958,73527.3042,73527.3042,-0.0042,Matched,Sale,Matched
807099,5009226,21440,302588,508,1239,19-03-2026,Delivered,Devolved solution-oriented encryption,Groceries,N,6,1939.94,16.7,9695.82,11639.64,1943.81988,9695.82012,9695.82012,-0.00012,Matched,Sale,Matched
807100,5009445,20156,301627,514,1243,02-06-2023,Shipped,Upgradable neutral support,Groceries,N,23,2278.97,0.8,51996.98,52416.31,419.33048,51996.97952,51996.97952,0.00048,Matched,Sale,Matched
807101,5004794,21368,300758,527,1105,02-05-2026,Shipped,Public-key stable time-frame,Automotive Parts,Y,18,2350.8,1.7,41595.06,42314.4,719.3448,41595.0552,41595.0552,0.0048,Matched,Sale,Matched
807102,5006369,21406,302293,520,1294,07-02-2026,Pending,Quality-focused bottom-line adapter,Toys,N,7,49.99,16.9,290.79,349.93,59.13817,290.79183,290.79183,-0.00183,Matched,Sale,Matched
807103,5011874,20201,302573,511,1174,09-08-2023,Delivered,Extended transitional info-mediaries,Toys,N,24,271.2,0.7,6463.24,6508.8,45.5616,6463.2384,6463.2384,0.0016,Matched,Sale,Matched
807104,5000349,20920,300846,516,1048,21-09-2025,Delivered,Down-sized uniform customer loyalty,Electronics,N,33,2358.89,25.1,58304.68,77843.37,19538.68587,58304.68413,58304.68413,-0.00413,Matched,Sale,Matched
807105,5001208,21204,302699,528,1205,22-02-2024,Shipped,Organic heuristic website,Automotive Parts,Y,11,2274.55,16.9,20791.66,25020.05,4228.38845,20791.66155,20791.66155,-0.00155,Matched,Sale,Matched
807106,5002515,20387,300775,502,1227,18-06-2026,Cancelled,Multi-lateral full-range challenge,Industrial Equipment,Y,45,,,60734.57,,,,,,Cannot Calculate,Sale,Matched
807107,5005686,20096,301113,503,1172,02-08-2023,Pending,Innovative intermediate installation,Toys,Y,5,5.65,20.4,22.49,28.25,5.763,22.487,22.487,0.003,Matched,Sale,Matched
807108,5003721,20806,302765,501,1055,25-04-2024,Delivered,Re-contextualized mobile knowledgebase,Electronics,Y,21,1088.36,16.8,19015.83,22855.56,3839.73408,19015.82592,19015.82592,0.00408,Matched,Sale,Matched
807109,5001287,20958,301540,527,1119,24-03-2024,Returned,Assimilated tangible secured line,Groceries,N,50,250.75,10,11283.75,12537.5,1253.75,11283.75,11283.75,0,Matched,Sale,Matched
807110,5005227,20609,300739,533,1058,26-05-2026,Pending,Up-sized directional application,Groceries,N,8,2114.9,20,13535.36,16919.2,3383.84,13535.36,13535.36,0,Matched,Sale,Matched
807111,5002337,21290,302519,516,1241,11-10-2024,Shipped,Decentralized clear-thinking initiative,Automotive Parts,Y,34,2249.07,21,60410.02,76468.38,16058.3598,60410.0202,60410.0202,-0.0002,Matched,Sale,Matched
807112,5005619,20560,300598,532,1201,10-10-2024,Pending,Sharable empowering system engine,Industrial Equipment,N,7,659.95,,4568.83,,,,,,Cannot Calculate,Sale,Matched
807113,5002284,21176,301020,527,1205,26-07-2026,Shipped,Future-proofed bottom-line monitoring,Furniture,N,2,1184.98,1,2346.26,2369.96,23.6996,2346.2604,2346.2604,-0.0004,Matched,Sale,Matched
807114,5009883,21331,300980,530,1151,14-09-2025,Pending,Organized responsive structure,Apparel,Y,18,1534.32,1.6,27175.88,27617.76,441.88416,27175.87584,27175.87584,0.00416,Matched,Sale,Matched
807115,5008301,21183,300546,514,1193,20-05-2026,Delivered,Face-to-face homogeneous benchmark,Furniture,Y,31,2078.7,6.9,59993.36,64439.7,4446.3393,59993.3607,59993.3607,-0.0007,Matched,Sale,Matched
807116,5000225,21179,300633,540,1291,03-04-2026,Pending,Sharable background hierarchy,Groceries,,46,1880.12,10.8,77145.08,86485.52,9340.43616,77145.08384,77145.08384,-0.00384,Matched,Sale,Matched
