shipment_id,order_id,carrier,shipment_date,delivery_date,shipping_cost,distance_km,order_status,order_reference_status,shipment_date_status,delivery_date_status
901410,5005493,FedEx,2025-12-01,2025-12-06,242.44,4574.9,Returned,Matched,Valid,Valid
901411,5006809,DHL,,,331.7,7351.0,Returned,Matched,Missing Shipment Date,Missing Delivery Date
901412,5001874,FedEx,2024-10-11,,419.66,,Pending,Matched,Valid,Missing Delivery Date
901413,5006385,Maersk,,,673.68,9801.3,Shipped,Matched,Missing Shipment Date,Missing Delivery Date
901414,5010802,DHL,2024-06-03,2024-06-11,266.97,5331.0,Pending,Matched,Valid,Valid
901415,5010653,Maersk,2024-05-26,2024-06-12,621.85,10265.2,Shipped,Matched,Valid,Valid
901416,5002905,UPS,2026-04-17,2026-04-25,352.52,6689.7,Delivered,Matched,Valid,Valid
901417,5002055,DHL,2023-09-01,2023-09-14,285.6,6080.3,Pending,Matched,Valid,Valid
901418,5005542,Maersk,,,148.05,2981.3,Shipped,Matched,Missing Shipment Date,Missing Delivery Date
901419,5006943,Blue Dart,2023-05-11,2023-05-27,604.93,9555.9,Shipped,Matched,Valid,Valid
901420,5011812,FedEx,2025-12-02,2025-12-03,65.52,1041.5,Pending,Matched,Valid,Valid
901421,5010260,FedEx,2025-06-08,2025-06-13,263.2,4031.4,Pending,Matched,Valid,Valid
901422,5001470,DHL,2024-03-15,,738.56,11865.6,Delivered,Matched,Valid,Missing Delivery Date
901423,5006891,DHL,2020-12-10,2020-12-19,383.05,5878.2,Cancelled,Matched,Valid,Valid
901424,5002365,FedEx,2025-02-17,2025-03-12,607.08,10805.4,Pending,Matched,Valid,Valid
901425,5010309,Maersk,,,369.24,6781.1,Delivered,Matched,Missing Shipment Date,Missing Delivery Date
901426,5001877,UPS,2025-08-10,2025-09-01,696.34,11124.8,Returned,Matched,Valid,Valid
901427,5000942,Maersk,2025-07-13,2025-07-29,454.94,,Pending,Matched,Valid,Valid
901428,5002708,DHL Express,2023-07-09,2023-09-18,408.84,8418.1,Pending,Matched,Valid,Valid
901429,5004507,DHL Express,2025-02-25,2025-03-02,141.33,3567.1,Delivered,Matched,Valid,Valid
901430,5009773,DHL Express,2023-04-03,2023-04-15,616.41,10869.4,Shipped,Matched,Valid,Valid
901431,5004275,Maersk,,,386.26,7289.9,Pending,Matched,Missing Shipment Date,Missing Delivery Date
901432,5005259,UPS,2025-02-03,2025-02-14,294.26,5487.4,Pending,Matched,Valid,Valid
901433,5001514,DHL Express,,,257.12,3766.8,Pending,Matched,Missing Shipment Date,Missing Delivery Date
901434,5002106,Maersk,,,620.44,10593.4,Shipped,Matched,Missing Shipment Date,Missing Delivery Date
901435,5010538,DHL Express,2024-10-06,2024-10-12,214.11,3463.3,Shipped,Matched,Valid,Valid
901436,5009770,FedEx,2023-07-14,2023-07-28,372.28,7248.1,Returned,Matched,Valid,Valid
901437,5003518,FedEx,2023-07-16,2023-07-25,444.26,8462.5,Delivered,Matched,Valid,Valid
901438,5002074,FedEx,2021-12-02,2021-12-15,596.51,8882.3,Shipped,Matched,Valid,Valid
901439,5004755,Blue Dart,2026-02-26,2026-03-14,432.15,7973.3,Delivered,Matched,Valid,Valid
901440,5005270,UPS,2024-11-19,2024-12-12,502.81,11498.8,Pending,Matched,Valid,Valid
901441,5000469,UPS,2024-10-11,2024-10-23,343.46,6041.6,Pending,Matched,Valid,Valid
901442,5004238,Maersk,2023-01-14,2023-01-16,90.56,2037.6,Cancelled,Matched,Valid,Valid
901443,5008935,Maersk,2025-02-08,2025-02-09,88.34,1196.7,Shipped,Matched,Valid,Valid
901444,5006922,Blue Dart,,,225.67,5292.8,Pending,Matched,Missing Shipment Date,Missing Delivery Date
901445,5006789,UPS,2024-08-12,2024-08-22,586.71,8931.9,Shipped,Matched,Valid,Valid
901446,5008084,Blue Dart,2024-03-30,2024-04-12,714.87,10235.2,Pending,Matched,Valid,Valid
901447,5005203,Maersk,2025-10-03,2025-03-24,589.74,10921.6,Returned,Matched,Valid,Delivery Before Shipment
901448,5004546,UPS,2025-12-15,2025-12-28,540.79,8349.9,Shipped,Matched,Valid,Valid
901449,5004661,DHL Express,2022-11-19,2022-11-20,9.05,105.3,Shipped,Matched,Valid,Valid
901450,5002945,Maersk,2022-11-13,2022-11-21,384.14,6923.7,Cancelled,Matched,Valid,Valid
901451,5008659,Blue Dart,,,811.19,11656.2,Returned,Matched,Missing Shipment Date,Missing Delivery Date
901452,5000359,FedEx,2023-11-23,2023-12-01,287.97,,Pending,Matched,Valid,Valid
901453,5004943,Blue Dart,2025-01-21,2025-02-06,676.95,10188.9,Shipped,Matched,Valid,Valid
901454,5003309,UPS,2026-02-21,,446.23,7913.9,Delivered,Matched,Valid,Missing Delivery Date
901455,5002739,FedEx,2024-09-13,2024-09-16,200.84,3083.5,Pending,Matched,Valid,Valid
901456,5003447,UPS,2024-08-23,,621.71,9666.9,Shipped,Matched,Valid,Missing Delivery Date
901457,5011641,Blue Dart,2025-02-22,2025-02-24,117.24,1824.2,Cancelled,Matched,Valid,Valid
901458,5005371,Blue Dart,2023-12-04,2023-12-12,213.15,3467.5,Shipped,Matched,Valid,Valid
901459,5000188,DHL,2025-11-27,2025-11-29,100.43,1943.6,Shipped,Matched,Valid,Valid
901460,5008065,UPS,2025-04-13,,604.74,8913.5,Delivered,Matched,Valid,Missing Delivery Date
901461,5004565,Maersk,2024-08-21,2024-09-10,598.68,11020.5,Pending,Matched,Valid,Valid
901462,5005380,FedEx,2025-12-01,2025-12-15,296.69,6856.6,Pending,Matched,Valid,Valid
901463,5000589,DHL Express,2022-12-26,2023-01-14,,10415.9,Returned,Matched,Valid,Valid
901464,5001432,DHL,2025-09-10,2025-09-15,131.88,2455.5,Returned,Matched,Valid,Valid
901465,5003389,DHL,2026-07-28,2026-08-03,161.29,3816.7,Shipped,Matched,Valid,Valid
901466,5006169,DHL,2025-07-27,2025-08-16,534.09,10730.0,Pending,Matched,Valid,Valid
901467,5003256,FedEx,2024-09-08,2024-09-12,206.24,3032.8,Pending,Matched,Valid,Valid
901468,5000749,FedEx,2026-02-06,,30.57,,Delivered,Matched,Valid,Missing Delivery Date
901469,5005251,DHL Express,2022-09-11,2022-09-12,,970.5,Delivered,Matched,Valid,Valid
901470,5000063,DHL Express,2025-02-09,2025-02-18,370.52,5789.3,Pending,Matched,Valid,Valid
901471,5002962,DHL,2024-10-03,2024-10-17,706.91,10913.3,Shipped,Matched,Valid,Valid
901472,5006669,FedEx,2025-06-02,2025-06-09,347.23,5369.0,Returned,Matched,Valid,Valid
901473,5011503,UPS,,,417.94,9392.1,Shipped,Matched,Missing Shipment Date,Missing Delivery Date
901474,5010586,FedEx,2026-02-27,2026-03-15,539.63,9900.4,Delivered,Matched,Valid,Valid
901475,5011107,DHL Express,2025-01-19,,31.45,499.5,Delivered,Matched,Valid,Missing Delivery Date
901476,5011435,FedEx,2026-07-27,2026-08-07,438.45,6552.2,Pending,Matched,Valid,Valid
901477,5004206,Blue Dart,2026-06-09,2026-06-26,633.35,11528.3,Delivered,Matched,Valid,Valid
901478,5008977,DHL,2023-03-31,2023-04-11,482.2,9906.1,Pending,Matched,Valid,Valid
901479,5006154,DHL Express,2023-05-20,2023-05-23,141.73,2925.3,Shipped,Matched,Valid,Valid
901480,5010035,Blue Dart,2026-04-30,2026-05-11,462.37,8509.7,Shipped,Matched,Valid,Valid
901481,5000624,UPS,2025-09-13,2025-10-01,600.02,,Returned,Matched,Valid,Valid
901482,5007845,DHL,2022-07-22,2022-07-24,122.06,2291.4,Pending,Matched,Valid,Valid
901483,5003464,Blue Dart,2025-06-15,2025-06-23,314.51,6738.3,Pending,Matched,Valid,Valid
901484,5002504,FedEx,2025-10-30,2025-11-02,85.35,1680.9,Pending,Matched,Valid,Valid
901485,5006811,UPS,2026-03-31,2026-04-11,337.05,5275.2,Shipped,Matched,Valid,Valid
901486,5005692,Blue Dart,2024-06-02,2024-06-15,494.62,9408.3,Cancelled,Matched,Valid,Valid
901487,5007397,DHL Express,2025-09-21,2025-09-23,131.91,2630.5,Pending,Matched,Valid,Valid
901488,5005147,UPS,2025-09-26,2025-10-16,789.02,11759.1,Pending,Matched,Valid,Valid
901489,5006702,DHL,2025-09-29,2025-10-23,673.09,10665.2,Shipped,Matched,Valid,Valid
901490,5011863,DHL Express,2025-12-16,2025-12-24,259.51,5856.2,Pending,Matched,Valid,Valid
901491,5009729,Blue Dart,2025-12-27,2026-01-14,450.13,9626.3,Shipped,Matched,Valid,Valid
901492,5002912,Maersk,2026-06-21,2026-06-26,157.96,3447.4,Pending,Matched,Valid,Valid
901493,5004954,FedEx,,,515.43,8270.3,Delivered,Matched,Missing Shipment Date,Missing Delivery Date
901494,5008375,FedEx,2024-02-06,2024-02-12,368.0,5361.6,Shipped,Matched,Valid,Valid
901495,5011819,FedEx,2025-09-22,2025-09-28,176.31,3978.9,Shipped,Matched,Valid,Valid
901496,5010501,Maersk,2026-02-28,2026-03-01,28.24,266.9,Delivered,Matched,Valid,Valid
901497,5004173,FedEx,2024-04-15,2024-04-28,,8758.4,Pending,Matched,Valid,Valid
901498,5001617,DHL Express,2022-12-25,2023-01-03,370.14,6329.5,Pending,Matched,Valid,Valid
901499,5000260,FedEx,2022-12-19,2022-12-31,506.59,9864.0,Cancelled,Matched,Valid,Valid
901500,5010579,DHL,2025-12-15,2025-12-21,400.18,5723.2,Pending,Matched,Valid,Valid
901501,5002117,FedEx,,,46.72,610.5,Shipped,Matched,Missing Shipment Date,Missing Delivery Date
901502,5005970,UPS,2024-02-26,,59.12,699.1,Cancelled,Matched,Valid,Missing Delivery Date
901503,5007332,FedEx,2024-12-15,2024-12-31,544.02,10009.1,Returned,Matched,Valid,Valid
901504,5009930,UPS,2025-11-20,2025-11-24,186.62,,Returned,Matched,Valid,Valid
901505,5002343,DHL,2024-02-19,2024-02-29,598.62,8835.9,Pending,Matched,Valid,Valid
901506,5006444,Maersk,2025-09-27,2025-10-03,247.52,4734.8,Returned,Matched,Valid,Valid
901507,5011832,Maersk,2025-11-27,,336.3,5397.4,Shipped,Matched,Valid,Missing Delivery Date
901508,5002469,DHL,2025-04-04,2025-04-25,643.62,11366.0,Pending,Matched,Valid,Valid
901509,5011707,FedEx,2024-12-12,2024-12-18,286.99,4064.9,Delivered,Matched,Valid,Valid
901510,5003992,FedEx,2026-07-18,2026-07-23,215.23,4427.2,Delivered,Matched,Valid,Valid
901511,5005995,UPS,2022-06-30,,310.66,5462.3,Delivered,Matched,Valid,Missing Delivery Date
901512,5000140,Maersk,2026-01-13,2026-01-24,315.28,6711.4,Shipped,Matched,Valid,Valid
901513,5002579,FedEx,2022-06-27,2022-07-12,,9117.4,Shipped,Matched,Valid,Valid
901514,5007933,Blue Dart,2024-08-28,2024-09-11,522.5,9176.2,Delivered,Matched,Valid,Valid
901515,5011238,DHL,2023-09-08,2023-09-14,241.28,3937.1,Pending,Matched,Valid,Valid
901516,5004035,DHL Express,2025-04-16,2025-05-05,471.14,8267.8,Shipped,Matched,Valid,Valid
901517,5002990,FedEx,2024-12-28,2025-01-07,316.51,4589.3,Delivered,Matched,Valid,Valid
901518,5010716,UPS,2022-10-10,2022-10-11,51.61,598.9,Cancelled,Matched,Valid,Valid
901519,5001799,Blue Dart,2025-03-03,,367.61,6851.3,Delivered,Matched,Valid,Missing Delivery Date
901520,5008404,FedEx,,,40.96,445.0,Pending,Matched,Missing Shipment Date,Missing Delivery Date
901521,5004415,FedEx,2026-08-06,2026-08-08,96.66,1720.4,Returned,Matched,Valid,Valid
901522,5009007,UPS,2026-07-16,2026-07-19,94.58,1945.2,Returned,Matched,Valid,Valid
901523,5011358,DHL,2025-05-13,2025-05-18,251.78,4823.4,Shipped,Matched,Valid,Valid
901524,5010949,FedEx,2024-04-19,2024-04-26,268.74,4490.6,Shipped,Matched,Valid,Valid
901525,5003116,DHL Express,,,528.84,,Pending,Matched,Missing Shipment Date,Missing Delivery Date
901526,5003285,FedEx,2025-06-27,2025-07-11,624.84,10532.6,Pending,Matched,Valid,Valid
901527,5005559,Blue Dart,2025-10-05,,189.56,4060.6,Cancelled,Matched,Valid,Missing Delivery Date
901528,5001841,Maersk,2024-09-05,2024-09-14,407.24,6425.1,Shipped,Matched,Valid,Valid
901529,5000079,Blue Dart,2026-03-09,2026-03-18,499.27,7469.0,Delivered,Matched,Valid,Valid
901530,5010828,DHL,2025-10-27,,413.14,9687.9,Delivered,Matched,Valid,Missing Delivery Date
901531,5011435,DHL,2026-07-26,2026-08-08,,9440.2,Pending,Matched,Valid,Valid
901532,5008166,DHL,2024-10-06,2024-10-14,498.47,7091.4,Delivered,Matched,Valid,Valid
901533,5008825,FedEx,2026-01-03,,22.59,,Pending,Matched,Valid,Missing Delivery Date
901534,5005118,Blue Dart,2021-10-04,2021-10-09,247.77,5099.8,Pending,Matched,Valid,Valid
901535,5006249,UPS,2025-01-18,2025-01-21,138.7,2066.3,Delivered,Matched,Valid,Valid
901536,5003372,DHL,2026-03-14,2026-04-04,819.98,11884.7,Delivered,Matched,Valid,Valid
901537,5004282,FedEx,2026-04-10,2026-04-16,281.07,4999.5,Shipped,Matched,Valid,Valid
901538,5008375,DHL,2024-02-07,2024-02-13,240.97,5309.4,Shipped,Matched,Valid,Valid
901539,5007301,DHL Express,2024-06-27,2024-06-28,79.02,1409.2,Cancelled,Matched,Valid,Valid
901540,5003639,DHL Express,2025-06-16,2025-06-28,491.13,8083.5,Shipped,Matched,Valid,Valid
901541,5001103,DHL,2025-11-12,2025-11-24,300.38,7080.5,Delivered,Matched,Valid,Valid
901542,5006532,FedEx,2026-05-14,2026-05-18,169.87,2271.5,Delivered,Matched,Valid,Valid
901543,5007491,DHL Express,2025-09-08,2025-09-09,56.53,796.7,Delivered,Matched,Valid,Valid
901544,5011807,DHL,2025-03-30,2025-04-02,77.8,1823.6,Delivered,Matched,Valid,Valid
901545,5010464,FedEx,2025-02-18,2025-02-25,229.06,3657.5,Delivered,Matched,Valid,Valid
901546,5008071,Blue Dart,2025-09-18,2025-09-23,243.09,3652.5,Cancelled,Matched,Valid,Valid
901547,5007559,Blue Dart,2023-06-28,2023-07-10,421.7,,Delivered,Matched,Valid,Valid
901548,5004027,FedEx,2021-03-28,2021-04-08,426.31,6077.6,Shipped,Matched,Valid,Valid
901549,5005665,Blue Dart,2025-06-29,2025-07-03,143.97,2870.0,Returned,Matched,Valid,Valid
901550,5011070,Maersk,2024-04-26,2024-05-04,320.16,,Pending,Matched,Valid,Valid
901551,5010076,Maersk,2025-10-09,2025-10-20,621.01,8985.0,Cancelled,Matched,Valid,Valid
901552,5005501,UPS,2026-03-14,2026-03-22,388.53,6373.1,Shipped,Matched,Valid,Valid
901553,5005414,Blue Dart,2025-06-25,2025-07-03,269.08,4487.3,Pending,Matched,Valid,Valid
901554,5000095,UPS,,,525.57,11524.1,Delivered,Matched,Missing Shipment Date,Missing Delivery Date
901555,5009813,FedEx,2024-11-16,,420.91,6048.4,Cancelled,Matched,Valid,Missing Delivery Date
901556,5002959,DHL,2026-04-11,2026-05-07,696.42,10820.3,Delivered,Matched,Valid,Valid
901557,5007649,UPS,2023-07-25,2023-07-29,114.54,,Pending,Matched,Valid,Valid
901558,5009393,Blue Dart,2022-01-21,2022-02-04,539.24,8022.7,Shipped,Matched,Valid,Valid
901559,5005224,Maersk,2026-01-12,2026-01-20,279.71,4643.1,Shipped,Matched,Valid,Valid
901560,5010682,Maersk,2023-11-28,2023-12-04,192.58,3299.9,Returned,Matched,Valid,Valid
901561,5003364,Blue Dart,2025-08-22,2025-09-11,575.07,11258.3,Shipped,Matched,Valid,Valid
901562,5008326,UPS,2025-12-29,2026-01-13,462.47,9197.4,Returned,Matched,Valid,Valid
901563,5002591,DHL Express,2026-05-09,,709.77,11363.5,Shipped,Matched,Valid,Missing Delivery Date
901564,5003722,DHL,2026-06-29,2026-07-12,328.45,5363.5,Returned,Matched,Valid,Valid
901565,5003241,FedEx,2026-07-10,2026-08-04,771.35,11394.2,Delivered,Matched,Valid,Valid
901566,5005434,FedEx,2022-05-14,2022-05-21,351.36,5157.7,Pending,Matched,Valid,Valid
901567,5002391,UPS,2026-05-29,2026-05-30,76.23,989.6,Shipped,Matched,Valid,Valid
901568,5006299,UPS,2021-04-25,2021-04-26,90.99,1599.4,Pending,Matched,Valid,Valid
901569,5010893,FedEx,2026-05-06,2026-05-10,127.55,1959.4,Pending,Matched,Valid,Valid
901570,5003979,FedEx,2026-03-15,2026-04-11,761.08,11370.7,Delivered,Matched,Valid,Valid
901571,5000612,Maersk,2024-06-18,2024-06-29,426.92,9660.4,Returned,Matched,Valid,Valid
901572,5011155,FedEx,2025-11-26,,168.9,3022.0,Pending,Matched,Valid,Missing Delivery Date
901573,5000398,FedEx,2026-01-23,2026-02-05,619.49,10658.1,Returned,Matched,Valid,Valid
901574,5003776,DHL Express,2025-02-18,2025-02-19,16.14,241.0,Returned,Matched,Valid,Valid
901575,5010137,Maersk,2024-08-10,2024-08-26,669.86,10435.0,Pending,Matched,Valid,Valid
901576,5011128,UPS,2025-07-01,2025-07-02,16.06,174.3,Pending,Matched,Valid,Valid
901577,5008653,DHL,2024-12-12,2024-12-13,68.46,1260.9,Returned,Matched,Valid,Valid
901578,5006320,Blue Dart,2025-12-31,2026-01-17,562.87,,Delivered,Matched,Valid,Valid
901579,5007021,Blue Dart,2024-07-01,2024-07-07,,5798.1,Shipped,Matched,Valid,Valid
901580,5004574,FedEx,2025-12-10,2025-12-13,134.48,2154.2,Returned,Matched,Valid,Valid
901581,5005337,FedEx,2026-02-27,2026-03-06,227.03,4099.2,Returned,Matched,Valid,Valid
901582,5001942,UPS,2022-10-09,2022-10-11,,1263.3,Cancelled,Matched,Valid,Valid
901583,5011332,FedEx,2024-10-20,2024-10-21,81.43,1618.6,Pending,Matched,Valid,Valid
901584,5004639,UPS,2023-01-27,2023-01-28,18.9,151.0,Cancelled,Matched,Valid,Valid
901585,5008716,FedEx,2026-01-27,2026-01-31,189.62,2622.8,Delivered,Matched,Valid,Valid
901586,5005805,FedEx,2022-11-11,2022-11-28,759.53,11374.6,Delivered,Matched,Valid,Valid
901587,5001364,Blue Dart,2022-11-29,2022-12-08,479.15,7325.3,Returned,Matched,Valid,Valid
901588,5004884,FedEx,2022-07-27,2022-07-29,60.57,1156.1,Delivered,Matched,Valid,Valid
901589,5004105,FedEx,2024-11-18,2024-12-02,590.11,11712.5,Delivered,Matched,Valid,Valid
901590,5003057,Maersk,2026-05-11,2026-05-15,220.24,4074.5,Pending,Matched,Valid,Valid
901591,5000495,DHL,2024-02-20,2024-03-05,513.45,10780.3,Delivered,Matched,Valid,Valid
901592,5004747,FedEx,,,553.87,9564.0,Delivered,Matched,Missing Shipment Date,Missing Delivery Date
901593,5006039,FedEx,2023-09-03,2023-03-17,333.56,6614.5,Delivered,Matched,Valid,Delivery Before Shipment
901594,5005587,FedEx,2024-06-23,2024-07-04,341.67,5470.0,Cancelled,Matched,Valid,Valid
901595,5004330,FedEx,2025-12-29,2026-01-14,480.84,10403.1,Pending,Matched,Valid,Valid
901596,5009567,DHL Express,2024-07-13,2024-07-17,301.95,,Pending,Matched,Valid,Valid
901597,5001914,FedEx,2023-11-15,2023-11-29,327.34,6888.2,Delivered,Matched,Valid,Valid
901598,5005126,DHL Express,2026-06-08,2026-06-09,47.7,544.6,Delivered,Matched,Valid,Valid
901599,5006751,FedEx,2025-10-30,2025-11-04,116.76,2319.8,Delivered,Matched,Valid,Valid
901600,5010386,DHL Express,2025-03-30,2025-04-04,248.35,4175.7,Pending,Matched,Valid,Valid
901601,5010953,FedEx,2026-05-18,2026-06-06,474.72,,Cancelled,Matched,Valid,Valid
901602,5010557,Maersk,,,696.17,10930.9,Delivered,Matched,Missing Shipment Date,Missing Delivery Date
901603,5002149,DHL Express,2023-02-14,2023-02-28,606.21,10685.2,Shipped,Matched,Valid,Valid
901604,5007269,FedEx,2025-05-18,,539.57,7683.7,Shipped,Matched,Valid,Missing Delivery Date
901605,5000493,UPS,2025-03-27,2025-03-31,253.69,,Shipped,Matched,Valid,Valid
901606,5000664,FedEx,2023-09-06,,191.63,3712.6,Shipped,Matched,Valid,Missing Delivery Date
901607,5001204,FedEx,2025-02-18,2025-03-01,264.55,6348.4,Delivered,Matched,Valid,Valid
901608,5006110,DHL,2023-06-08,2023-06-18,420.79,5945.3,Shipped,Matched,Valid,Valid
901609,5007551,Blue Dart,2024-01-31,2024-02-06,154.62,3161.0,Pending,Matched,Valid,Valid
901610,5009918,DHL Express,2025-03-14,2025-03-24,282.37,6666.4,Delivered,Matched,Valid,Valid
901611,5000802,FedEx,2022-04-01,2022-04-02,35.73,628.7,Shipped,Matched,Valid,Valid
901612,5007082,Maersk,2024-04-14,2024-04-25,366.69,8352.8,Delivered,Matched,Valid,Valid
901613,5010996,Blue Dart,2026-03-25,2026-04-02,228.82,4200.6,Returned,Matched,Valid,Valid
901614,5006412,DHL,2025-01-31,2025-02-08,230.34,4035.6,Cancelled,Matched,Valid,Valid
901615,5008740,FedEx,2025-09-09,2025-09-17,316.33,6866.4,Cancelled,Matched,Valid,Valid
901616,5002997,FedEx,2025-11-24,2025-12-02,173.17,3822.2,Delivered,Matched,Valid,Valid
901617,5003835,DHL,,,653.16,11792.7,Pending,Matched,Missing Shipment Date,Missing Delivery Date
901618,5009225,Maersk,2021-07-15,2021-07-23,284.45,4205.6,Pending,Matched,Valid,Valid
901619,5001862,Maersk,2025-07-20,2025-07-26,295.54,5069.8,Pending,Matched,Valid,Valid
901620,5001859,FedEx,2024-09-13,2024-09-18,234.66,4354.3,Pending,Matched,Valid,Valid
901621,5001407,DHL,2024-06-11,2024-06-17,201.24,3619.7,Pending,Matched,Valid,Valid
901622,5010745,UPS,2026-06-11,2026-06-19,,4980.6,Pending,Matched,Valid,Valid
901623,5005612,FedEx,2025-03-08,2025-03-23,433.55,7594.4,Shipped,Matched,Valid,Valid
901624,5006306,FedEx,2025-03-27,2025-03-28,27.0,330.6,Pending,Matched,Valid,Valid
901625,5000563,UPS,2025-09-23,2025-09-24,59.22,774.3,Shipped,Matched,Valid,Valid
901626,5011367,DHL,2025-09-28,2025-10-18,763.3,11168.1,Pending,Matched,Valid,Valid
901627,5009384,UPS,2026-04-18,,189.0,2715.7,Shipped,Matched,Valid,Missing Delivery Date
901628,5004736,FedEx,2024-07-22,2024-08-06,541.12,10929.3,Shipped,Matched,Valid,Valid
901629,5008694,Blue Dart,2024-05-31,2024-06-20,644.26,11457.4,Shipped,Matched,Valid,Valid
901630,5006208,DHL Express,2025-05-05,2025-05-26,717.07,11563.7,Shipped,Matched,Valid,Valid
901631,5001476,DHL,2026-05-22,2026-05-26,222.56,3026.3,Pending,Matched,Valid,Valid
901632,5011631,Maersk,2024-12-09,2024-12-12,188.62,2708.1,Returned,Matched,Valid,Valid
901633,5000931,DHL Express,2025-07-14,2025-07-19,293.39,3926.6,Pending,Matched,Valid,Valid
901634,5010390,UPS,2025-03-01,2025-03-04,118.85,2571.6,Delivered,Matched,Valid,Valid
901635,5009641,Blue Dart,2024-12-08,2024-08-19,369.05,5539.3,Delivered,Matched,Valid,Delivery Before Shipment
901636,5006086,Blue Dart,2024-02-19,2024-03-02,378.51,8249.8,Pending,Matched,Valid,Valid
901637,5003656,DHL,2026-02-16,2026-02-21,318.86,4608.1,Shipped,Matched,Valid,Valid
901638,5000677,Blue Dart,2023-11-14,2023-11-15,47.17,651.6,Cancelled,Matched,Valid,Valid
901639,5004298,UPS,2025-07-03,2025-07-05,,2512.7,Pending,Matched,Valid,Valid
901640,5002019,FedEx,,,66.09,1112.9,Pending,Matched,Missing Shipment Date,Missing Delivery Date
901641,5000722,DHL Express,2025-08-09,2025-09-03,482.42,11806.5,Shipped,Matched,Valid,Valid
901642,5010381,DHL,2025-11-16,2025-11-26,390.31,,Delivered,Matched,Valid,Valid
901643,5000083,Maersk,,,,,Shipped,Matched,Missing Shipment Date,Missing Delivery Date
901644,5007214,DHL,2024-12-28,2025-01-01,253.79,3760.1,Pending,Matched,Valid,Valid
901645,5006616,FedEx,2026-03-11,2026-03-13,64.72,1594.2,Shipped,Matched,Valid,Valid
901646,5008952,Blue Dart,2025-09-15,2025-09-16,33.56,,Cancelled,Matched,Valid,Valid
901647,5003984,Maersk,2026-01-30,2026-02-01,70.46,1053.9,Delivered,Matched,Valid,Valid
901648,5010500,FedEx,2023-05-19,2023-06-13,791.14,11361.3,Returned,Matched,Valid,Valid
901649,5011373,Maersk,2023-04-23,2023-04-28,,3019.4,Pending,Matched,Valid,Valid
901650,5004331,FedEx,2020-12-16,2020-12-18,78.0,1589.9,Returned,Matched,Valid,Valid
901651,5006981,DHL,2026-01-23,2026-01-31,274.86,4162.5,Returned,Matched,Valid,Valid
901652,5004158,FedEx,2026-02-20,2026-02-25,155.46,3641.2,Cancelled,Matched,Valid,Valid
901653,5001361,DHL Express,2025-12-23,2025-12-25,,,Shipped,Matched,Valid,Valid
901654,5008591,UPS,2023-05-27,2023-06-04,301.2,5689.6,Returned,Matched,Valid,Valid
901655,5002287,Blue Dart,2025-06-01,2025-06-14,487.03,10359.5,Cancelled,Matched,Valid,Valid
901656,5007420,UPS,2025-12-23,2026-01-04,381.11,9149.7,Shipped,Matched,Valid,Valid
901657,5005416,Blue Dart,2025-08-12,2025-08-15,148.02,2504.2,Delivered,Matched,Valid,Valid
901658,5001963,DHL,2025-05-21,2025-06-03,591.03,11319.0,Cancelled,Matched,Valid,Valid
901659,5000845,Maersk,2025-02-24,2025-02-25,57.15,835.8,Pending,Matched,Valid,Valid
901660,5000150,DHL,2024-12-21,2025-01-12,463.76,10682.7,Delivered,Matched,Valid,Valid
901661,5000048,UPS,2025-01-09,2025-01-13,227.48,4464.8,Pending,Matched,Valid,Valid
901662,5004742,UPS,,,,5193.4,Returned,Matched,Missing Shipment Date,Missing Delivery Date
901663,5010400,FedEx,2026-02-27,2026-03-16,552.91,,Pending,Matched,Valid,Valid
901664,5007852,FedEx,2023-06-10,,203.31,2894.4,Returned,Matched,Valid,Missing Delivery Date
901665,5006036,FedEx,2025-04-18,2025-05-03,485.77,9587.8,Shipped,Matched,Valid,Valid
901666,5002226,UPS,2023-01-29,2023-02-10,428.68,7960.8,Returned,Matched,Valid,Valid
901667,5000108,UPS,,,29.69,567.4,Shipped,Matched,Missing Shipment Date,Missing Delivery Date
901668,5007876,FedEx,2024-05-11,2024-11-20,339.11,6942.9,Delivered,Matched,Valid,Valid
901669,5005092,DHL Express,2025-12-09,2025-12-24,486.37,7857.9,Returned,Matched,Valid,Valid
901670,5004501,Blue Dart,2025-08-12,2025-08-19,314.0,6361.4,Shipped,Matched,Valid,Valid
901671,5009407,DHL,2022-07-22,2022-07-24,84.72,1423.6,Delivered,Matched,Valid,Valid
901672,5002560,Blue Dart,,,377.66,7144.4,Cancelled,Matched,Missing Shipment Date,Missing Delivery Date
901673,5011702,DHL,2023-09-07,2023-09-23,589.24,9448.7,Shipped,Matched,Valid,Valid
901674,5001126,Blue Dart,2025-03-26,2025-03-27,61.35,1038.6,Cancelled,Matched,Valid,Valid
901675,5000986,Maersk,2025-03-05,2025-03-26,624.85,10192.5,Returned,Matched,Valid,Valid
901676,5003619,Maersk,2023-02-14,2023-03-03,533.23,11154.6,Pending,Matched,Valid,Valid
901677,5001569,FedEx,2025-01-08,2025-01-27,634.91,10898.2,Pending,Matched,Valid,Valid
901678,5005589,DHL,2024-06-11,,90.74,2070.0,Pending,Matched,Valid,Missing Delivery Date
901679,5007454,FedEx,,,497.82,10027.6,Delivered,Matched,Missing Shipment Date,Missing Delivery Date
901680,5004814,Blue Dart,2023-11-22,2023-11-23,55.82,868.3,Delivered,Matched,Valid,Valid
